subscription_id,customer_id,start_date,end_date,status,monthly_recurring_revenue
SUB-004342,CUST-01612,2025-06-13,,paused,249.76
SUB-004343,CUST-00040,2024-10-11,,active,274.88
SUB-004344,CUST-01557,2024-07-13,2025-06-08,churned,26.04
SUB-004345,CUST-01830,2025-01-26,,active,364.21
SUB-004346,CUST-02908,2024-02-08,,active,66.97
SUB-004347,CUST-04045,2024-06-14,,active,397.61
SUB-004348,CUST-01481,2024-04-18,,active,213.29
SUB-004349,CUST-02446,2024-08-07,2025-12-04,churned,150.43
SUB-004350,CUST-02264,2025-06-24,,active,72.14
SUB-004351,CUST-03909,2024-05-31,,active,88.47
SUB-004352,CUST-03503,2024-06-15,,active,35.33
SUB-004353,CUST-01120,2025-04-25,,active,141.46
SUB-004354,CUST-02277,2024-07-27,2025-10-15,churned,124.59
SUB-004355,CUST-01868,2025-09-02,,active,127.22
SUB-004356,CUST-02341,2025-08-18,,active,66.88
SUB-004357,CUST-03919,2025-07-26,,active,8.0
SUB-004358,CUST-04970,2025-01-03,,active,126.95
SUB-004359,CUST-04940,2025-09-23,2025-06-22,churned,140.0
SUB-004360,CUST-04540,2025-02-25,2025-05-21,churned,255.28
SUB-004361,CUST-03306,2024-05-27,,active,712.54
SUB-004362,CUST-02029,2025-08-01,,active,88.61
SUB-004363,CUST-02382,2024-09-18,,active,362.98
SUB-004364,CUST-04517,2025-06-27,,active,46.33
SUB-004365,CUST-01705,2025-07-24,,active,60.19
SUB-004366,CUST-03796,2024-09-30,,active,104.45
SUB-004367,CUST-01122,2024-05-04,2025-05-28,churned,130.15
SUB-004368,CUST-00259,2025-07-14,,active,156.48
SUB-004369,CUST-01518,2025-06-19,,paused,654.45
SUB-004370,CUST-01627,2025-04-28,,active,157.21
SUB-004371,CUST-03425,2024-09-30,,active,184.88
SUB-004372,CUST-01485,2025-02-19,,active,170.53
SUB-004373,CUST-01267,2025-09-27,,active,90.96
SUB-004374,CUST-03775,2024-08-09,,active,176.99
SUB-004375,CUST-03149,2025-04-15,,active,70.05
SUB-004376,CUST-01189,2024-12-14,,active,190.59
SUB-004377,CUST-01788,2025-03-21,2025-08-12,churned,347.83
SUB-004378,CUST-01130,2025-09-11,,active,273.05
SUB-004379,CUST-04865,2025-04-06,,paused,51.87
SUB-004380,CUST-04231,2024-11-05,2025-02-02,churned,76.68
SUB-004381,CUST-01784,2024-11-12,,active,164.44
SUB-004382,CUST-02517,2024-11-19,,active,74.03
SUB-004383,CUST-02843,2025-05-17,2025-08-16,churned,156.43
SUB-004384,CUST-02131,2024-07-25,,active,126.1
SUB-004385,CUST-01937,2024-05-14,,active,535.24
SUB-004386,CUST-01946,2025-08-19,,active,104.17
SUB-004387,CUST-01575,2024-06-02,,active,330.98
SUB-004388,CUST-01865,2024-06-04,2025-02-25,churned,553.55
SUB-004389,CUST-04277,2024-11-06,,active,85.57
SUB-004390,CUST-03138,2024-08-28,,active,425.09
SUB-004391,CUST-01298,2025-02-28,,paused,285.93
SUB-004392,CUST-04785,2024-02-18,2025-01-28,churned,192.22
SUB-004393,CUST-02013,2024-09-08,,active,97.37
SUB-004394,CUST-02049,2025-02-11,2025-11-13,churned,222.57
SUB-004395,CUST-04177,2024-02-07,2025-07-14,churned,68.51
SUB-004396,CUST-02106,2024-08-29,2025-12-16,churned,129.21
SUB-004397,CUST-00017,2024-08-10,2025-06-05,churned,50.27
SUB-004398,CUST-04653,2025-05-04,2025-05-27,churned,108.76
SUB-004399,CUST-02297,2024-09-03,,active,310.45
SUB-004400,CUST-00488,2024-06-11,,active,266.19
SUB-004401,CUST-02394,2025-04-13,,paused,149.98
SUB-004402,CUST-03091,2025-09-22,,active,279.63
SUB-004403,CUST-01266,2024-08-29,2025-12-21,churned,148.22
SUB-004404,CUST-00745,2024-01-21,,active,357.44
SUB-004405,CUST-04434,2024-08-07,,active,140.02
SUB-004406,CUST-02345,2024-12-29,,active,106.66
SUB-004407,CUST-03505,2024-09-26,2025-06-23,churned,198.12
SUB-004408,CUST-03518,2025-09-19,,active,197.99
SUB-004409,CUST-03565,2025-01-07,,active,141.06
SUB-004410,CUST-00017,2025-07-22,,paused,122.22
SUB-004411,CUST-02321,2025-06-19,,active,12.24
SUB-004412,CUST-03772,2024-02-22,,active,128.14
SUB-004413,CUST-00810,2024-04-25,,active,58.32
SUB-004414,CUST-04922,2024-02-10,2025-06-29,churned,193.21
SUB-004415,CUST-02933,2025-08-19,,active,91.23
SUB-004416,CUST-04406,2025-01-28,,active,589.96
SUB-004417,CUST-01577,2024-09-25,2025-08-07,churned,197.81
SUB-004418,CUST-00724,2024-07-13,,active,130.74
SUB-004419,CUST-04777,2025-10-02,2025-11-14,churned,172.9
SUB-004420,CUST-00312,2024-07-10,,active,151.32
SUB-004421,CUST-03265,2025-10-07,,active,206.1
SUB-004422,CUST-02095,2024-11-06,2025-02-21,churned,82.08
SUB-004423,CUST-04293,2024-03-12,,active,35.89
SUB-004424,CUST-00486,2025-08-31,2025-09-21,churned,232.3
SUB-004425,CUST-04157,2024-01-09,,paused,123.11
SUB-004426,CUST-03884,2024-12-10,,active,256.25
SUB-004427,CUST-01931,2025-01-16,,active,142.88
SUB-004428,CUST-00716,2024-09-05,,active,128.29
SUB-004429,CUST-01870,2024-11-11,2025-05-21,churned,108.4
SUB-004430,CUST-01044,2024-03-14,,paused,212.26
SUB-004431,CUST-02440,2025-03-04,,paused,47.61
SUB-004432,CUST-00155,2024-03-06,,active,280.9
SUB-004433,CUST-00306,2025-09-27,,active,367.75
SUB-004434,CUST-04621,2024-12-21,,active,177.78
SUB-004435,CUST-00177,2025-04-23,,active,251.51
SUB-004436,CUST-00353,2025-06-24,,active,450.54
SUB-004437,CUST-03551,2025-08-10,,active,130.63
SUB-004438,CUST-01560,2025-09-16,,active,54.33
SUB-004439,CUST-04100,2025-01-21,,active,166.9
SUB-004440,CUST-01461,2025-02-28,,active,82.41
SUB-004441,CUST-03963,2024-09-15,,paused,223.35
SUB-004442,CUST-03191,2025-05-09,,active,77.22
SUB-004443,CUST-04773,2024-01-15,,active,172.85
SUB-004444,CUST-01798,2025-02-18,,active,85.94
SUB-004445,CUST-00131,2024-05-30,2025-12-29,churned,54.34
SUB-004446,CUST-03290,2024-05-03,,paused,159.06
SUB-004447,CUST-04597,2025-05-02,,paused,107.27
SUB-004448,CUST-04854,2025-09-04,,active,65.61
SUB-004449,CUST-02804,2024-02-28,,active,48.99
SUB-004450,CUST-00973,2024-10-22,,active,96.13
SUB-004451,CUST-03561,2025-01-14,,active,143.97
SUB-004452,CUST-01618,2024-01-01,,active,62.17
SUB-004453,CUST-02765,2024-07-24,,active,227.75
SUB-004454,CUST-04967,2025-04-18,,paused,324.7
SUB-004455,CUST-04727,2024-06-28,2025-04-14,churned,316.18
SUB-004456,CUST-00556,2024-04-08,,active,180.47
SUB-004457,CUST-00749,2024-07-18,,active,33.97
SUB-004458,CUST-04915,2024-06-06,2025-10-28,churned,173.34
SUB-004459,CUST-04909,2024-03-30,,active,267.02
SUB-004460,CUST-04156,2024-08-12,,active,85.16
SUB-004461,CUST-04667,2025-04-29,2025-05-24,churned,207.62
SUB-004462,CUST-04969,2025-01-05,,active,56.16
SUB-004463,CUST-03856,2025-04-04,,active,51.52
SUB-004464,CUST-02162,2025-02-26,2025-04-07,churned,261.02
SUB-004465,CUST-02583,2025-06-27,,active,85.79
SUB-004466,CUST-03173,2024-07-30,,active,138.02
SUB-004467,CUST-01921,2024-10-03,,active,111.91
SUB-004468,CUST-02796,2025-01-01,,active,415.97
SUB-004469,CUST-02396,2024-04-09,2025-04-11,churned,16.47
SUB-004470,CUST-02873,2024-12-14,2025-04-11,churned,45.13
SUB-004471,CUST-04459,2025-02-09,,active,297.08
SUB-004472,CUST-00853,2025-08-28,,active,326.08
SUB-004473,CUST-03009,2024-02-03,,active,142.93
SUB-004474,CUST-04372,2024-10-21,,active,246.78
SUB-004475,CUST-00210,2024-06-17,,active,209.52
SUB-004476,CUST-02859,2025-06-22,,active,155.75
SUB-004477,CUST-01261,2025-08-23,,active,93.86
SUB-004478,CUST-00509,2025-03-07,,active,180.72
SUB-004479,CUST-04932,2024-02-17,,active,315.59
SUB-004480,CUST-04458,2024-10-01,,active,133.21
SUB-004481,CUST-00144,2024-02-11,,active,68.56
SUB-004482,CUST-04253,2025-04-06,,active,107.98
SUB-004483,CUST-00653,2025-09-15,2025-05-03,churned,319.4
SUB-004484,CUST-01454,2024-05-28,,active,172.88
SUB-004485,CUST-03293,2025-08-27,,active,112.93
SUB-004486,CUST-01372,2024-02-27,,active,93.13
SUB-004487,CUST-00251,2024-11-08,,active,180.64
SUB-004488,CUST-00338,2025-08-04,,active,20.95
SUB-004489,CUST-01734,2024-01-23,,paused,160.08
SUB-004490,CUST-03027,2024-02-26,,active,499.75
SUB-004491,CUST-01313,2024-06-03,,active,28.21
SUB-004492,CUST-03455,2024-03-31,,active,240.32
SUB-004493,CUST-04301,2024-04-25,,active,70.46
SUB-004494,CUST-02133,2024-03-01,,active,127.03
SUB-004495,CUST-00930,2024-09-19,,paused,91.56
SUB-004496,CUST-03693,2024-10-26,,active,505.03
SUB-004497,CUST-02683,2024-06-04,,active,387.44
SUB-004498,CUST-01099,2024-08-09,2025-03-13,churned,137.59
SUB-004499,CUST-04947,2024-07-17,,active,173.51
SUB-004500,CUST-03832,2024-01-16,,active,119.01
SUB-004501,CUST-04068,2024-09-20,,paused,157.68
SUB-004502,CUST-02208,2024-10-08,,active,85.63
SUB-004503,CUST-00265,2025-07-14,2025-04-15,churned,238.85
SUB-004504,CUST-00376,2025-03-05,,active,159.86
SUB-004505,CUST-01882,2024-04-21,,active,446.95
SUB-004506,CUST-04215,2025-02-18,,paused,201.46
SUB-004507,CUST-04847,2024-02-12,,active,189.34
SUB-004508,CUST-01743,2024-11-02,2025-09-29,churned,139.18
SUB-004509,CUST-04286,2025-08-25,,paused,247.33
SUB-004510,CUST-03836,2025-10-07,,active,168.64
SUB-004511,CUST-03170,2025-01-14,,active,47.83
SUB-004512,CUST-03739,2024-05-17,,active,100.08
SUB-004513,CUST-02112,2024-12-14,,paused,91.64
SUB-004514,CUST-00709,2025-08-08,,active,40.2
SUB-004515,CUST-01318,2024-06-25,,paused,262.76
SUB-004516,CUST-04592,2024-11-26,,active,36.71
SUB-004517,CUST-01592,2024-05-22,,active,89.62
SUB-004518,CUST-04879,2024-11-18,,active,206.46
SUB-004519,CUST-04514,2024-01-23,,active,248.58
SUB-004520,CUST-00829,2025-01-12,,active,419.29
SUB-004521,CUST-03369,2025-10-06,,active,30.3
SUB-004522,CUST-03052,2025-02-09,,active,165.63
SUB-004523,CUST-04132,2024-09-02,,active,271.59
SUB-004524,CUST-03681,2025-02-15,,paused,34.48
SUB-004525,CUST-02783,2024-01-05,,active,44.27
SUB-004526,CUST-00535,2025-10-05,,active,87.22
SUB-004527,CUST-01784,2025-08-02,,active,8.49
SUB-004528,CUST-03875,2024-02-07,,active,220.32
SUB-004529,CUST-02527,2025-04-30,,active,153.64
SUB-004530,CUST-01232,2024-08-30,,active,56.7
SUB-004531,CUST-03316,2024-11-16,,active,42.65
SUB-004532,CUST-03367,2025-07-22,2025-01-26,churned,239.39
SUB-004533,CUST-02465,2024-02-11,,active,77.46
SUB-004534,CUST-02625,2024-02-24,,active,263.4
SUB-004535,CUST-00416,2025-06-06,,paused,187.86
SUB-004536,CUST-03001,2024-03-02,,active,242.82
SUB-004537,CUST-03915,2024-06-08,,active,117.5
SUB-004538,CUST-04961,2024-12-14,,active,134.64
SUB-004539,CUST-03093,2024-08-16,,active,157.4
SUB-004540,CUST-01919,2025-04-30,,active,261.15
SUB-004541,CUST-02761,2025-05-24,2025-04-30,churned,29.96
SUB-004542,CUST-00272,2024-12-08,,active,293.85
SUB-004543,CUST-02620,2024-10-07,,active,171.41
SUB-004544,CUST-00132,2024-12-24,,active,33.5
SUB-004545,CUST-02653,2025-04-17,,active,44.99
SUB-004546,CUST-01977,2025-02-13,2025-06-20,churned,55.17
SUB-004547,CUST-00105,2025-09-25,,active,59.76
SUB-004548,CUST-03339,2024-06-17,2025-09-20,churned,90.26
SUB-004549,CUST-03714,2025-09-28,,active,77.29
SUB-004550,CUST-01053,2024-08-29,,active,290.02
SUB-004551,CUST-04023,2025-07-28,,active,334.61
SUB-004552,CUST-02172,2024-05-31,,active,115.38
SUB-004553,CUST-02658,2024-06-20,2025-08-07,churned,71.93
SUB-004554,CUST-03601,2024-12-12,,active,52.32
SUB-004555,CUST-00137,2024-08-23,,active,224.92
SUB-004556,CUST-03105,2025-06-16,,active,78.9
SUB-004557,CUST-03588,2024-08-23,,active,154.35
SUB-004558,CUST-04218,2024-02-08,,active,227.01
SUB-004559,CUST-04019,2024-09-21,,active,78.28
SUB-004560,CUST-02011,2024-05-22,,active,100.38
SUB-004561,CUST-03552,2024-10-20,2025-04-21,churned,97.14
SUB-004562,CUST-02393,2025-08-25,,active,142.82
SUB-004563,CUST-01852,2024-06-28,2025-06-04,churned,296.22
SUB-004564,CUST-04385,2024-04-22,,paused,37.88
SUB-004565,CUST-01724,2024-08-01,,active,279.53
SUB-004566,CUST-01817,2024-09-30,2025-03-15,churned,73.9
SUB-004567,CUST-01824,2024-09-29,2025-01-06,churned,61.07
SUB-004568,CUST-01972,2025-08-01,,active,267.36
SUB-004569,CUST-02370,2025-04-18,2025-04-06,churned,42.09
SUB-004570,CUST-04348,2024-10-10,,active,242.91
SUB-004571,CUST-02952,2024-05-05,,active,68.6
SUB-004572,CUST-01998,2025-02-28,,active,10.63
SUB-004573,CUST-02476,2024-04-11,,active,651.68
SUB-004574,CUST-02115,2024-04-29,2025-03-08,churned,33.6
SUB-004575,CUST-01190,2025-05-02,,active,15.43
SUB-004576,CUST-01670,2024-08-11,2025-11-21,churned,220.42
SUB-004577,CUST-01701,2025-05-29,,active,542.17
SUB-004578,CUST-03292,2025-08-24,,active,315.04
SUB-004579,CUST-02588,2024-05-06,,active,115.02
SUB-004580,CUST-04436,2025-03-18,2025-06-08,churned,448.69
SUB-004581,CUST-03246,2024-01-29,,active,132.84
SUB-004582,CUST-01008,2025-04-29,,active,92.6
SUB-004583,CUST-03193,2024-01-02,2025-08-16,churned,330.69
SUB-004584,CUST-03572,2024-03-02,,active,125.62
SUB-004585,CUST-02477,2024-12-13,,active,184.48
SUB-004586,CUST-04050,2024-01-13,,active,113.18
SUB-004587,CUST-02475,2024-12-07,,active,127.61
SUB-004588,CUST-01132,2024-05-10,,active,131.4
SUB-004589,CUST-04001,2025-09-30,2025-09-14,churned,17.12
SUB-004590,CUST-02271,2025-07-20,,active,59.76
SUB-004591,CUST-03937,2025-09-29,,active,22.96
SUB-004592,CUST-04285,2025-05-14,,active,238.25
SUB-004593,CUST-02090,2024-10-16,,active,303.05
SUB-004594,CUST-02198,2024-02-21,2025-02-03,churned,227.95
SUB-004595,CUST-02381,2024-12-14,,active,352.89
SUB-004596,CUST-01699,2024-08-30,2025-10-15,churned,470.15
SUB-004597,CUST-01019,2025-05-13,,active,640.68
SUB-004598,CUST-03638,2024-04-27,,active,127.96
SUB-004599,CUST-02406,2024-09-16,,active,83.9
SUB-004600,CUST-02125,2024-12-08,,active,236.88
SUB-004601,CUST-01658,2024-02-06,,active,61.52
SUB-004602,CUST-01607,2025-04-24,,active,649.54
SUB-004603,CUST-03854,2025-09-09,,active,60.39
SUB-004604,CUST-03967,2024-11-29,,active,232.24
SUB-004605,CUST-02442,2024-11-18,,active,151.54
SUB-004606,CUST-02716,2024-02-19,2025-06-14,churned,107.32
SUB-004607,CUST-00923,2024-12-12,2025-08-27,churned,237.97
SUB-004608,CUST-04851,2025-07-13,,active,305.02
SUB-004609,CUST-02626,2024-01-15,,active,237.78
SUB-004610,CUST-04317,2025-05-19,,active,105.12
SUB-004611,CUST-03564,2024-07-05,,active,99.8
SUB-004612,CUST-04559,2024-01-03,,active,110.65
SUB-004613,CUST-04160,2024-05-16,,active,313.06
SUB-004614,CUST-00193,2025-09-23,,active,158.25
SUB-004615,CUST-04851,2024-09-21,2025-08-26,churned,219.82
SUB-004616,CUST-02944,2024-04-19,2025-06-22,churned,245.3
SUB-004617,CUST-02893,2025-01-01,2025-03-22,churned,274.36
SUB-004618,CUST-04791,2024-12-02,,active,51.97
SUB-004619,CUST-04468,2025-02-18,,active,121.53
SUB-004620,CUST-02857,2024-10-12,,active,150.9
SUB-004621,CUST-03532,2025-01-24,2025-12-10,churned,88.61
SUB-004622,CUST-00382,2025-07-11,,active,30.19
SUB-004623,CUST-00220,2025-03-01,,active,253.37
SUB-004624,CUST-03084,2025-01-06,,active,38.92
SUB-004625,CUST-01886,2024-10-24,,paused,266.39
SUB-004626,CUST-04800,2024-09-03,,active,66.77
SUB-004627,CUST-04401,2025-10-04,,active,35.67
SUB-004628,CUST-03159,2024-01-04,,active,45.34
SUB-004629,CUST-01399,2024-08-18,,active,9.4
SUB-004630,CUST-01043,2025-01-09,,active,55.34
SUB-004631,CUST-00699,2024-11-06,2025-09-04,churned,361.9
SUB-004632,CUST-02504,2025-09-06,,active,32.56
SUB-004633,CUST-01690,2024-10-23,,active,427.41
SUB-004634,CUST-01053,2025-05-27,,active,208.41
SUB-004635,CUST-04618,2024-10-25,,active,247.8
SUB-004636,CUST-00439,2025-03-17,,active,33.75
SUB-004637,CUST-01385,2025-06-02,,active,142.98
SUB-004638,CUST-04217,2024-10-12,2025-09-12,churned,194.78
SUB-004639,CUST-00402,2025-05-16,2025-03-22,churned,132.39
SUB-004640,CUST-02200,2024-10-27,,active,84.11
SUB-004641,CUST-00287,2024-10-14,,active,109.59
SUB-004642,CUST-02635,2024-05-31,,active,271.5
SUB-004643,CUST-02144,2025-08-17,,active,125.1
SUB-004644,CUST-04334,2024-11-28,,active,63.28
SUB-004645,CUST-00288,2025-02-20,,active,152.02
SUB-004646,CUST-01023,2025-03-30,,active,258.3
SUB-004647,CUST-03216,2024-04-15,,active,367.0
SUB-004648,CUST-04757,2025-04-13,,active,66.6
SUB-004649,CUST-04359,2025-06-29,2025-11-21,churned,83.89
SUB-004650,CUST-04460,2024-10-27,,active,111.19
SUB-004651,CUST-01792,2025-03-12,,active,82.85
SUB-004652,CUST-02842,2024-08-04,,active,126.44
SUB-004653,CUST-03508,2025-02-01,,active,100.35
SUB-004654,CUST-00798,2024-05-19,2025-01-13,churned,256.2
SUB-004655,CUST-00444,2025-09-12,2025-10-10,churned,74.1
SUB-004656,CUST-04767,2025-05-05,,active,326.56
SUB-004657,CUST-01249,2024-07-05,,active,227.5
SUB-004658,CUST-01467,2025-08-20,2025-07-06,churned,119.27
SUB-004659,CUST-04194,2024-12-30,,active,171.06
SUB-004660,CUST-02958,2025-02-10,2025-03-17,churned,500.16
SUB-004661,CUST-00537,2024-01-28,2025-01-20,churned,278.71
SUB-004662,CUST-01890,2024-02-06,2025-02-25,churned,245.79
SUB-004663,CUST-00899,2024-12-21,,active,260.87
SUB-004664,CUST-03030,2024-08-13,,active,588.64
SUB-004665,CUST-01179,2024-03-16,,active,145.33
SUB-004666,CUST-03522,2025-02-17,,active,142.33
SUB-004667,CUST-04034,2025-08-22,2025-10-02,churned,126.85
SUB-004668,CUST-04093,2024-08-08,,active,163.14
SUB-004669,CUST-01351,2024-06-16,,active,120.48
SUB-004670,CUST-02775,2025-07-26,,paused,75.79
SUB-004671,CUST-00081,2024-03-11,2025-01-22,churned,68.9
SUB-004672,CUST-00242,2025-07-16,,active,294.41
SUB-004673,CUST-02511,2024-03-23,,active,149.04
SUB-004674,CUST-04031,2024-01-23,,active,53.46
SUB-004675,CUST-01689,2025-08-01,,paused,86.77
SUB-004676,CUST-01652,2024-02-27,2025-02-21,churned,398.68
SUB-004677,CUST-02925,2024-02-14,,active,204.12
SUB-004678,CUST-00581,2024-09-21,,active,136.26
SUB-004679,CUST-02051,2025-10-02,,active,47.51
SUB-004680,CUST-01570,2024-07-28,,active,303.71
SUB-004681,CUST-03757,2024-01-10,,active,166.31
SUB-004682,CUST-02003,2024-03-17,,active,106.77
SUB-004683,CUST-00523,2025-05-06,,active,232.44
SUB-004684,CUST-02618,2024-01-14,,paused,66.57
SUB-004685,CUST-03815,2025-05-11,,active,36.1
SUB-004686,CUST-02043,2025-02-20,,active,103.81
SUB-004687,CUST-02746,2024-02-10,,active,179.96
SUB-004688,CUST-04766,2024-05-18,,active,61.79
SUB-004689,CUST-04167,2025-08-13,2025-06-24,churned,197.55
SUB-004690,CUST-00910,2024-05-09,,active,187.13
SUB-004691,CUST-02616,2025-06-17,,active,144.63
SUB-004692,CUST-04502,2024-08-16,2025-01-22,churned,38.22
SUB-004693,CUST-00677,2025-02-17,,active,186.56
SUB-004694,CUST-00145,2024-05-27,,active,237.11
SUB-004695,CUST-02005,2024-07-17,,active,187.57
SUB-004696,CUST-01249,2024-06-03,,active,78.01
SUB-004697,CUST-02073,2025-06-30,,active,207.96
SUB-004698,CUST-03154,2024-04-08,,active,216.07
SUB-004699,CUST-01695,2025-04-07,,active,128.43
SUB-004700,CUST-01775,2024-08-23,,active,37.7
SUB-004701,CUST-02339,2024-05-31,2025-11-18,churned,102.49
SUB-004702,CUST-04743,2024-11-20,,paused,47.46
SUB-004703,CUST-00007,2025-01-23,2025-05-05,churned,64.15
SUB-004704,CUST-00387,2024-02-16,,active,128.53
SUB-004705,CUST-04589,2024-03-02,,active,216.25
SUB-004706,CUST-01886,2024-12-28,2025-05-09,churned,91.64
SUB-004707,CUST-04742,2024-11-06,,active,128.71
SUB-004708,CUST-03213,2024-03-10,,active,117.53
SUB-004709,CUST-00406,2024-09-13,,active,114.87
SUB-004710,CUST-02873,2025-07-24,2025-04-12,churned,266.6
SUB-004711,CUST-02668,2025-08-23,,paused,101.03
SUB-004712,CUST-02604,2025-06-06,,active,30.38
SUB-004713,CUST-01361,2024-11-25,,active,155.79
SUB-004714,CUST-02774,2025-02-24,,active,152.17
SUB-004715,CUST-03389,2025-01-08,2025-01-13,churned,268.09
SUB-004716,CUST-00176,2025-05-04,,active,144.76
SUB-004717,CUST-00779,2025-06-15,,active,170.46
SUB-004718,CUST-01942,2024-11-24,,active,397.94
SUB-004719,CUST-04878,2025-03-14,2025-07-05,churned,134.81
SUB-004720,CUST-00794,2025-03-17,2025-02-23,churned,166.81
SUB-004721,CUST-00485,2024-07-28,,active,27.68
SUB-004722,CUST-04967,2024-06-13,,active,181.3
SUB-004723,CUST-03514,2025-08-31,,active,288.94
SUB-004724,CUST-02229,2025-09-02,,active,149.6
SUB-004725,CUST-01644,2024-04-21,2025-12-09,churned,256.51
SUB-004726,CUST-01085,2024-12-17,,active,85.02
SUB-004727,CUST-02484,2024-05-06,,active,130.06
SUB-004728,CUST-03797,2024-09-16,,active,141.68
SUB-004729,CUST-02982,2025-05-30,,active,263.27
SUB-004730,CUST-01848,2025-07-07,,active,184.19
SUB-004731,CUST-00482,2024-08-29,,active,205.95
SUB-004732,CUST-01376,2025-09-14,,active,69.28
SUB-004733,CUST-00846,2024-10-20,,active,188.35
SUB-004734,CUST-03246,2025-06-03,,active,464.57
SUB-004735,CUST-00270,2025-04-11,,active,182.93
SUB-004736,CUST-01056,2024-08-05,,active,98.78
SUB-004737,CUST-03658,2025-09-01,,active,274.55
SUB-004738,CUST-02101,2024-02-24,,active,257.12
SUB-004739,CUST-03715,2024-06-17,2025-10-16,churned,162.41
SUB-004740,CUST-00621,2024-02-19,,active,209.22
SUB-004741,CUST-02152,2025-07-13,2025-05-30,churned,176.73
SUB-004742,CUST-01533,2025-04-11,,active,249.73
SUB-004743,CUST-03100,2025-04-16,2025-04-15,churned,175.64
SUB-004744,CUST-01507,2024-05-07,,active,26.29
SUB-004745,CUST-00985,2025-03-08,,active,131.3
SUB-004746,CUST-00482,2025-09-27,2025-04-15,churned,303.89
SUB-004747,CUST-04085,2025-06-12,,active,141.3
SUB-004748,CUST-02078,2025-05-18,2025-05-22,churned,115.97
SUB-004749,CUST-01430,2025-03-07,,active,116.01
SUB-004750,CUST-02867,2025-04-23,,active,267.85
SUB-004751,CUST-03088,2025-02-03,,active,493.36
SUB-004752,CUST-01094,2025-04-10,,active,208.23
SUB-004753,CUST-00915,2025-10-02,2025-05-14,churned,260.39
SUB-004754,CUST-01969,2025-03-25,,active,154.99
SUB-004755,CUST-03266,2024-03-08,,active,55.3
SUB-004756,CUST-04904,2024-06-23,,active,220.85
SUB-004757,CUST-04951,2024-05-14,2025-05-03,churned,709.53
SUB-004758,CUST-00983,2025-06-28,,active,88.32
SUB-004759,CUST-02844,2025-07-11,,active,256.32
SUB-004760,CUST-01768,2025-05-26,,active,436.23
SUB-004761,CUST-01102,2024-11-01,,active,133.5
SUB-004762,CUST-02202,2025-07-15,,active,35.48
SUB-004763,CUST-00828,2024-02-07,,active,176.08
SUB-004764,CUST-02167,2024-04-11,,active,37.65
SUB-004765,CUST-03705,2024-03-17,,paused,29.19
SUB-004766,CUST-01103,2024-08-26,,active,306.16
SUB-004767,CUST-03570,2025-03-30,,active,180.95
SUB-004768,CUST-00607,2025-09-15,2025-02-18,churned,244.73
SUB-004769,CUST-02203,2024-12-31,,active,144.83
SUB-004770,CUST-03466,2024-03-19,2025-08-25,churned,50.08
SUB-004771,CUST-03950,2025-08-17,,active,185.36
SUB-004772,CUST-03966,2024-10-28,,active,217.58
SUB-004773,CUST-03504,2025-08-27,,active,486.65
SUB-004774,CUST-03641,2025-05-03,,active,65.45
SUB-004775,CUST-01553,2024-09-04,,active,131.07
SUB-004776,CUST-04012,2024-11-28,,paused,146.54
SUB-004777,CUST-03372,2025-04-15,2025-05-03,churned,213.91
SUB-004778,CUST-01236,2024-04-04,,active,156.23
SUB-004779,CUST-04094,2025-04-10,2025-09-24,churned,143.83
SUB-004780,CUST-02548,2024-05-30,,active,93.36
SUB-004781,CUST-04507,2025-06-03,,active,57.5
SUB-004782,CUST-02468,2025-04-26,,paused,320.7
SUB-004783,CUST-04535,2024-03-28,,active,221.39
SUB-004784,CUST-02997,2024-01-28,,active,282.59
SUB-004785,CUST-01276,2024-06-12,,paused,63.75
SUB-004786,CUST-03908,2025-01-05,2025-07-02,churned,75.76
SUB-004787,CUST-01355,2024-06-14,,active,152.56
SUB-004788,CUST-03914,2024-06-16,,active,361.85
SUB-004789,CUST-01177,2025-04-12,,active,156.13
SUB-004790,CUST-00167,2024-07-25,2025-02-08,churned,254.46
SUB-004791,CUST-00239,2024-12-26,,active,173.52
SUB-004792,CUST-02935,2025-01-24,,active,595.54
SUB-004793,CUST-03186,2024-09-18,2025-01-09,churned,72.12
SUB-004794,CUST-01924,2025-05-15,,active,110.44
SUB-004795,CUST-01311,2024-01-26,,paused,102.77
SUB-004796,CUST-03108,2025-08-10,2025-07-13,churned,582.92
SUB-004797,CUST-02255,2024-12-19,,active,217.15
SUB-004798,CUST-00149,2025-04-07,,active,57.83
SUB-004799,CUST-01902,2025-09-09,,active,59.58
SUB-004800,CUST-01428,2024-05-31,2025-05-01,churned,126.57
SUB-004801,CUST-04882,2024-12-06,,active,499.65
SUB-004802,CUST-04356,2025-02-28,,active,140.54
SUB-004803,CUST-03459,2024-12-12,,paused,146.1
SUB-004804,CUST-00149,2025-04-03,,active,43.3
SUB-004805,CUST-00033,2025-09-12,,active,124.91
SUB-004806,CUST-00030,2024-01-07,,active,45.85
SUB-004807,CUST-04209,2025-01-19,,active,95.06
SUB-004808,CUST-00769,2025-03-04,2025-01-23,churned,34.49
SUB-004809,CUST-03025,2024-03-10,,active,24.17
SUB-004810,CUST-04508,2024-05-21,,active,117.92
SUB-004811,CUST-02421,2025-02-03,,active,93.91
SUB-004812,CUST-02201,2025-06-25,,active,108.03
SUB-004813,CUST-02117,2024-03-20,,active,243.59
SUB-004814,CUST-01417,2025-03-27,,active,154.1
