account_id,account_name,region,industry,segment,created_at,updated_at
ACCT-02829,Synthetic Account 02829,North America,software,smb,2024-07-29,2025-11-24
ACCT-02830,Synthetic Account 02830,Latin America,software,mid_market,2025-04-08,2025-12-06
ACCT-02831,Synthetic Account 02831,Europe,healthcare,smb,2022-10-29,2025-12-08
ACCT-02832,Synthetic Account 02832,North America,software,smb,2024-10-08,2025-11-20
ACCT-02833,Synthetic Account 02833,North America,finance,mid_market,2022-02-17,2025-11-09
ACCT-02834,Synthetic Account 02834,Europe,finance,smb,2023-02-06,2025-12-01
ACCT-02835,Synthetic Account 02835,APAC,retail,smb,2022-01-15,2025-11-11
ACCT-02836,Synthetic Account 02836,APAC,finance,mid_market,2023-04-22,2025-11-19
ACCT-02837,Synthetic Account 02837,APAC,software,smb,2024-01-02,2025-12-27
ACCT-02838,Synthetic Account 02838,North America,retail,mid_market,2025-03-02,2025-11-14
ACCT-02839,Synthetic Account 02839,Latin America,software,smb,2024-10-05,2025-11-28
ACCT-02840,Synthetic Account 02840,Europe,manufacturing,smb,2025-01-27,2025-11-30
ACCT-02841,Synthetic Account 02841,North America,manufacturing,smb,2024-02-22,2025-11-25
ACCT-02842,Synthetic Account 02842,Latin America,retail,smb,2023-04-17,2025-12-28
ACCT-02843,Synthetic Account 02843,Latin America,software,mid_market,2024-12-23,2025-11-07
ACCT-02844,Synthetic Account 02844,North America,retail,smb,2022-03-13,2025-11-09
ACCT-02845,Synthetic Account 02845,Europe,manufacturing,smb,2024-09-05,2025-11-02
ACCT-02846,Synthetic Account 02846,Latin America,manufacturing,smb,2025-03-31,2025-11-25
ACCT-02847,Synthetic Account 02847,APAC,healthcare,mid_market,2022-01-27,2025-12-17
ACCT-02848,Synthetic Account 02848,North America,manufacturing,mid_market,2024-02-24,2025-11-25
ACCT-02849,Synthetic Account 02849,APAC,software,mid_market,2024-11-17,2025-12-15
ACCT-02850,Synthetic Account 02850,North America,finance,enterprise,2024-04-11,2025-12-01
ACCT-02851,Synthetic Account 02851,Europe,healthcare,enterprise,2025-03-16,2025-11-13
ACCT-02852,Synthetic Account 02852,North America,software,mid_market,2022-11-26,2025-12-21
ACCT-02853,Synthetic Account 02853,APAC,finance,enterprise,2024-02-06,2025-12-04
ACCT-02854,Synthetic Account 02854,Latin America,retail,smb,2024-09-09,2025-12-02
ACCT-02855,Synthetic Account 02855,North America,software,mid_market,2022-03-25,2025-11-06
ACCT-02856,Synthetic Account 02856,APAC,retail,mid_market,2023-10-31,2025-11-29
ACCT-02857,Synthetic Account 02857,North America,manufacturing,smb,2025-02-26,2025-12-11
ACCT-02858,Synthetic Account 02858,Latin America,finance,mid_market,2023-07-19,2025-12-08
ACCT-02859,Synthetic Account 02859,North America,software,smb,2024-09-06,2025-12-13
ACCT-02860,Synthetic Account 02860,Europe,healthcare,smb,2024-06-08,2025-12-23
ACCT-02861,Synthetic Account 02861,North America,finance,mid_market,2022-11-20,2025-11-19
ACCT-02862,Synthetic Account 02862,Latin America,retail,mid_market,2023-03-23,2025-11-16
ACCT-02863,Synthetic Account 02863,North America,retail,mid_market,2023-08-12,2025-12-20
ACCT-02864,Synthetic Account 02864,APAC,finance,mid_market,2023-05-31,2025-12-04
ACCT-02865,Synthetic Account 02865,North America,manufacturing,smb,2023-12-16,2025-11-16
ACCT-02866,Synthetic Account 02866,APAC,healthcare,mid_market,2024-02-22,2025-11-19
ACCT-02867,Synthetic Account 02867,Latin America,finance,mid_market,2023-05-11,2025-12-27
ACCT-02868,Synthetic Account 02868,Latin America,retail,mid_market,2024-02-07,2025-12-29
ACCT-02869,Synthetic Account 02869,North America,software,enterprise,2024-03-02,2025-12-27
ACCT-02870,Synthetic Account 02870,Latin America,software,enterprise,2025-03-11,2025-12-01
ACCT-02871,Synthetic Account 02871,Europe,software,smb,2024-09-06,2025-11-07
ACCT-02872,Synthetic Account 02872,APAC,manufacturing,enterprise,2023-11-07,2025-12-27
ACCT-02873,Synthetic Account 02873,Latin America,finance,smb,2022-08-01,2025-11-19
ACCT-02874,Synthetic Account 02874,North America,software,smb,2023-01-21,2025-11-17
ACCT-02875,Synthetic Account 02875,Europe,manufacturing,smb,2023-02-02,2025-11-04
ACCT-02876,Synthetic Account 02876,Latin America,software,mid_market,2022-12-11,2025-11-27
ACCT-02877,Synthetic Account 02877,North America,healthcare,mid_market,2025-02-09,2025-11-04
ACCT-02878,Synthetic Account 02878,Europe,software,smb,2023-10-03,2025-12-04
ACCT-02879,Synthetic Account 02879,APAC,finance,smb,2025-04-02,2025-12-16
ACCT-02880,Synthetic Account 02880,Latin America,finance,smb,2022-05-24,2025-11-03
ACCT-02881,Synthetic Account 02881,Europe,manufacturing,mid_market,2024-05-05,2025-11-30
ACCT-02882,Synthetic Account 02882,Europe,healthcare,mid_market,2023-12-07,2025-12-12
ACCT-02883,Synthetic Account 02883,Latin America,finance,mid_market,2024-07-04,2025-11-23
ACCT-02884,Synthetic Account 02884,North America,finance,smb,2023-04-14,2025-12-06
ACCT-02885,Synthetic Account 02885,Europe,healthcare,smb,2023-09-16,2025-11-17
ACCT-02886,Synthetic Account 02886,Europe,finance,smb,2023-02-27,2025-11-17
ACCT-02887,Synthetic Account 02887,Europe,healthcare,smb,2024-04-16,2025-12-30
ACCT-02888,Synthetic Account 02888,APAC,finance,smb,2022-08-19,2025-11-30
ACCT-02889,Synthetic Account 02889,North America,manufacturing,mid_market,2024-03-03,2025-11-10
ACCT-02890,Synthetic Account 02890,Europe,software,smb,2023-08-18,2025-11-22
ACCT-02891,Synthetic Account 02891,Latin America,healthcare,smb,2024-08-14,2025-11-18
ACCT-02892,Synthetic Account 02892,Latin America,manufacturing,smb,2022-02-15,2025-11-03
ACCT-02893,Synthetic Account 02893,Latin America,healthcare,smb,2022-08-07,2025-12-11
ACCT-02894,Synthetic Account 02894,APAC,manufacturing,smb,2023-12-30,2025-11-20
ACCT-02895,Synthetic Account 02895,APAC,finance,smb,2023-03-25,2025-12-30
ACCT-02896,Synthetic Account 02896,North America,finance,smb,2022-12-09,2025-12-22
ACCT-02897,Synthetic Account 02897,North America,software,smb,2025-01-24,2025-11-20
ACCT-02898,Synthetic Account 02898,APAC,retail,smb,2024-12-22,2025-12-19
ACCT-02899,Synthetic Account 02899,Europe,software,smb,2022-04-21,2025-11-14
ACCT-02900,Synthetic Account 02900,Latin America,healthcare,mid_market,2023-09-24,2025-11-09
ACCT-02901,Synthetic Account 02901,North America,healthcare,smb,2024-03-11,2025-11-08
ACCT-02902,Synthetic Account 02902,Latin America,software,smb,2024-07-25,2025-12-29
ACCT-02903,Synthetic Account 02903,North America,manufacturing,smb,2022-09-01,2025-12-12
ACCT-02904,Synthetic Account 02904,Europe,retail,mid_market,2024-10-18,2025-12-01
ACCT-02905,Synthetic Account 02905,Europe,healthcare,smb,2024-02-26,2025-12-31
ACCT-02906,Synthetic Account 02906,Latin America,manufacturing,smb,2024-11-20,2025-11-07
ACCT-02907,Synthetic Account 02907,APAC,manufacturing,mid_market,2024-03-27,2025-11-04
ACCT-02908,Synthetic Account 02908,North America,software,smb,2024-11-10,2025-11-15
ACCT-02909,Synthetic Account 02909,Latin America,software,smb,2022-02-05,2025-12-15
ACCT-02910,Synthetic Account 02910,APAC,software,smb,2022-09-28,2025-12-25
ACCT-02911,Synthetic Account 02911,North America,manufacturing,mid_market,2023-10-01,2025-11-12
ACCT-02912,Synthetic Account 02912,Latin America,finance,mid_market,2022-12-30,2025-11-17
ACCT-02913,Synthetic Account 02913,North America,software,smb,2022-08-26,2025-11-05
ACCT-02914,Synthetic Account 02914,Europe,finance,smb,2024-04-29,2025-12-09
ACCT-02915,Synthetic Account 02915,North America,finance,mid_market,2025-04-06,2025-12-21
ACCT-02916,Synthetic Account 02916,North America,finance,smb,2023-10-08,2025-11-07
ACCT-02917,Synthetic Account 02917,APAC,healthcare,mid_market,2024-01-01,2025-12-25
ACCT-02918,Synthetic Account 02918,APAC,software,enterprise,2024-01-02,2025-11-27
ACCT-02919,Synthetic Account 02919,Europe,retail,smb,2023-05-16,2025-12-03
ACCT-02920,Synthetic Account 02920,Europe,healthcare,enterprise,2024-03-24,2025-11-29
ACCT-02921,Synthetic Account 02921,APAC,manufacturing,enterprise,2024-08-25,2025-12-07
ACCT-02922,Synthetic Account 02922,North America,retail,smb,2022-05-18,2025-12-31
ACCT-02923,Synthetic Account 02923,North America,finance,mid_market,2022-11-27,2025-11-24
ACCT-02924,Synthetic Account 02924,North America,manufacturing,mid_market,2022-07-21,2025-12-17
ACCT-02925,Synthetic Account 02925,North America,healthcare,mid_market,2024-08-08,2025-12-24
ACCT-02926,Synthetic Account 02926,Latin America,retail,smb,2024-02-05,2025-12-07
ACCT-02927,Synthetic Account 02927,APAC,finance,smb,2024-03-16,2025-12-14
ACCT-02928,Synthetic Account 02928,North America,software,mid_market,2024-01-21,2025-11-18
ACCT-02929,Synthetic Account 02929,APAC,finance,mid_market,2023-10-01,2025-12-10
ACCT-02930,Synthetic Account 02930,Europe,finance,smb,2024-09-07,2025-11-30
ACCT-02931,Synthetic Account 02931,North America,software,smb,2022-07-08,2025-12-02
ACCT-02932,Synthetic Account 02932,Latin America,retail,smb,2024-04-12,2025-11-10
ACCT-02933,Synthetic Account 02933,Latin America,manufacturing,mid_market,2024-09-28,2025-12-25
ACCT-02934,Synthetic Account 02934,Latin America,healthcare,smb,2022-09-07,2025-12-29
ACCT-02935,Synthetic Account 02935,Latin America,finance,smb,2024-05-01,2025-11-09
ACCT-02936,Synthetic Account 02936,APAC,retail,mid_market,2022-03-26,2025-12-12
ACCT-02937,Synthetic Account 02937,Latin America,software,enterprise,2022-07-16,2025-11-18
ACCT-02938,Synthetic Account 02938,APAC,finance,smb,2023-04-15,2025-11-26
ACCT-02939,Synthetic Account 02939,North America,finance,smb,2025-04-14,2025-11-16
ACCT-02940,Synthetic Account 02940,North America,software,enterprise,2023-03-22,2025-11-22
ACCT-02941,Synthetic Account 02941,Latin America,manufacturing,mid_market,2023-05-30,2025-12-17
ACCT-02942,Synthetic Account 02942,Europe,finance,smb,2024-07-09,2025-12-01
ACCT-02943,Synthetic Account 02943,APAC,software,smb,2024-08-15,2025-12-13
ACCT-02944,Synthetic Account 02944,North America,software,enterprise,2024-03-16,2025-12-08
ACCT-02945,Synthetic Account 02945,Europe,manufacturing,mid_market,2022-02-06,2025-11-29
ACCT-02946,Synthetic Account 02946,North America,retail,mid_market,2024-11-12,2025-12-27
ACCT-02947,Synthetic Account 02947,North America,retail,smb,2022-11-10,2025-12-30
ACCT-02948,Synthetic Account 02948,North America,software,smb,2023-08-29,2025-11-20
ACCT-02949,Synthetic Account 02949,North America,manufacturing,mid_market,2024-05-28,2025-12-26
ACCT-02950,Synthetic Account 02950,APAC,manufacturing,smb,2022-12-13,2025-11-07
ACCT-02951,Synthetic Account 02951,North America,retail,smb,2024-04-02,2025-11-23
ACCT-02952,Synthetic Account 02952,North America,healthcare,smb,2023-08-29,2025-11-13
ACCT-02953,Synthetic Account 02953,APAC,finance,mid_market,2022-07-07,2025-12-03
ACCT-02954,Synthetic Account 02954,North America,software,enterprise,2022-09-16,2025-11-19
ACCT-02955,Synthetic Account 02955,APAC,healthcare,mid_market,2024-07-04,2025-12-20
ACCT-02956,Synthetic Account 02956,Latin America,software,mid_market,2022-03-14,2025-11-23
ACCT-02957,Synthetic Account 02957,Latin America,manufacturing,smb,2023-04-03,2025-12-13
ACCT-02958,Synthetic Account 02958,North America,software,smb,2023-08-23,2025-11-15
ACCT-02959,Synthetic Account 02959,North America,retail,mid_market,2023-04-06,2025-12-09
ACCT-02960,Synthetic Account 02960,APAC,retail,smb,2023-05-12,2025-11-15
ACCT-02961,Synthetic Account 02961,Europe,retail,smb,2025-03-12,2025-11-08
ACCT-02962,Synthetic Account 02962,Europe,finance,mid_market,2022-02-08,2025-12-31
ACCT-02963,Synthetic Account 02963,Europe,healthcare,mid_market,2025-03-23,2025-12-28
ACCT-02964,Synthetic Account 02964,APAC,retail,smb,2024-05-15,2025-12-10
ACCT-02965,Synthetic Account 02965,Europe,finance,smb,2025-01-06,2025-11-29
ACCT-02966,Synthetic Account 02966,North America,manufacturing,smb,2024-02-13,2025-11-09
ACCT-02967,Synthetic Account 02967,North America,finance,smb,2025-02-06,2025-12-05
ACCT-02968,Synthetic Account 02968,North America,healthcare,mid_market,2022-03-30,2025-11-10
ACCT-02969,Synthetic Account 02969,Europe,retail,enterprise,2024-05-12,2025-11-18
ACCT-02970,Synthetic Account 02970,Latin America,software,smb,2024-05-02,2025-11-19
ACCT-02971,Synthetic Account 02971,Latin America,retail,enterprise,2025-01-23,2025-11-07
ACCT-02972,Synthetic Account 02972,Europe,software,smb,2022-04-10,2025-12-13
ACCT-02973,Synthetic Account 02973,North America,manufacturing,mid_market,2023-09-02,2025-11-21
ACCT-02974,Synthetic Account 02974,North America,software,mid_market,2023-09-14,2025-11-14
ACCT-02975,Synthetic Account 02975,Latin America,manufacturing,smb,2022-04-24,2025-11-03
ACCT-02976,Synthetic Account 02976,Europe,software,mid_market,2024-01-17,2025-12-18
ACCT-02977,Synthetic Account 02977,Latin America,software,smb,2023-07-31,2025-11-14
ACCT-02978,Synthetic Account 02978,APAC,finance,smb,2023-08-22,2025-12-18
ACCT-02979,Synthetic Account 02979,Latin America,software,smb,2024-03-29,2025-11-04
ACCT-02980,Synthetic Account 02980,North America,software,smb,2024-06-15,2025-11-29
ACCT-02981,Synthetic Account 02981,Latin America,healthcare,mid_market,2024-03-05,2025-11-09
ACCT-02982,Synthetic Account 02982,APAC,software,smb,2023-04-08,2025-11-27
ACCT-02983,Synthetic Account 02983,Europe,finance,smb,2025-03-02,2025-12-27
ACCT-02984,Synthetic Account 02984,APAC,software,mid_market,2022-09-13,2025-12-10
ACCT-02985,Synthetic Account 02985,Europe,software,mid_market,2023-02-12,2025-11-25
ACCT-02986,Synthetic Account 02986,APAC,healthcare,enterprise,2023-08-07,2025-11-25
ACCT-02987,Synthetic Account 02987,Latin America,retail,smb,2023-01-11,2025-11-28
ACCT-02988,Synthetic Account 02988,Latin America,software,smb,2023-02-15,2025-11-19
ACCT-02989,Synthetic Account 02989,Latin America,healthcare,mid_market,2025-01-17,2025-11-27
ACCT-02990,Synthetic Account 02990,Europe,manufacturing,enterprise,2022-07-01,2025-12-21
ACCT-02991,Synthetic Account 02991,Latin America,finance,enterprise,2023-09-07,2025-12-27
ACCT-02992,Synthetic Account 02992,Latin America,retail,mid_market,2023-07-20,2025-12-14
ACCT-02993,Synthetic Account 02993,North America,manufacturing,mid_market,2022-04-15,2025-12-23
ACCT-02994,Synthetic Account 02994,Europe,retail,smb,2022-08-30,2025-11-20
ACCT-02995,Synthetic Account 02995,APAC,healthcare,smb,2022-11-24,2025-11-03
ACCT-02996,Synthetic Account 02996,Europe,finance,smb,2023-07-19,2025-11-06
ACCT-02997,Synthetic Account 02997,North America,healthcare,smb,2023-05-15,2025-11-28
ACCT-02998,Synthetic Account 02998,APAC,finance,smb,2023-12-13,2025-11-08
ACCT-02999,Synthetic Account 02999,Europe,finance,smb,2023-03-28,2025-11-22
ACCT-03000,Synthetic Account 03000,APAC,finance,smb,2024-07-27,2025-12-24
ACCT-03001,Synthetic Account 03001,North America,retail,smb,2023-03-17,2025-11-26
ACCT-03002,Synthetic Account 03002,North America,finance,smb,2024-10-20,2025-11-27
ACCT-03003,Synthetic Account 03003,APAC,software,mid_market,2025-04-14,2025-11-28
ACCT-03004,Synthetic Account 03004,Latin America,retail,enterprise,2024-03-12,2025-11-13
ACCT-03005,Synthetic Account 03005,APAC,software,smb,2022-05-03,2025-11-02
ACCT-03006,Synthetic Account 03006,Latin America,retail,smb,2024-12-08,2025-12-17
ACCT-03007,Synthetic Account 03007,Latin America,retail,smb,2024-09-06,2025-12-30
ACCT-03008,Synthetic Account 03008,Europe,software,mid_market,2023-11-01,2025-11-23
ACCT-03009,Synthetic Account 03009,North America,retail,smb,2023-02-12,2025-12-25
ACCT-03010,Synthetic Account 03010,APAC,healthcare,smb,2024-05-02,2025-12-06
ACCT-03011,Synthetic Account 03011,APAC,manufacturing,smb,2024-01-09,2025-11-06
ACCT-03012,Synthetic Account 03012,Latin America,healthcare,mid_market,2024-07-13,2025-11-22
ACCT-03013,Synthetic Account 03013,APAC,healthcare,mid_market,2024-02-14,2025-11-05
ACCT-03014,Synthetic Account 03014,Latin America,healthcare,mid_market,2024-09-16,2025-12-30
ACCT-03015,Synthetic Account 03015,Latin America,manufacturing,smb,2025-03-06,2025-11-19
ACCT-03016,Synthetic Account 03016,APAC,manufacturing,enterprise,2024-06-21,2025-12-13
ACCT-03017,Synthetic Account 03017,APAC,software,smb,2023-01-17,2025-12-27
ACCT-03018,Synthetic Account 03018,North America,finance,mid_market,2024-12-18,2025-12-13
ACCT-03019,Synthetic Account 03019,Latin America,manufacturing,smb,2024-09-19,2025-11-05
ACCT-03020,Synthetic Account 03020,APAC,manufacturing,mid_market,2023-07-22,2025-12-06
ACCT-03021,Synthetic Account 03021,Latin America,finance,smb,2022-03-13,2025-11-06
ACCT-03022,Synthetic Account 03022,North America,finance,smb,2025-02-18,2025-12-25
ACCT-03023,Synthetic Account 03023,North America,software,smb,2023-10-11,2025-11-22
ACCT-03024,Synthetic Account 03024,APAC,finance,smb,2023-04-26,2025-12-05
ACCT-03025,Synthetic Account 03025,Europe,finance,enterprise,2023-12-30,2025-12-14
ACCT-03026,Synthetic Account 03026,APAC,healthcare,mid_market,2022-03-26,2025-11-29
ACCT-03027,Synthetic Account 03027,Europe,finance,mid_market,2024-09-17,2025-11-25
ACCT-03028,Synthetic Account 03028,APAC,retail,smb,2022-08-07,2025-12-30
ACCT-03029,Synthetic Account 03029,APAC,manufacturing,smb,2022-11-06,2025-11-22
ACCT-03030,Synthetic Account 03030,North America,retail,mid_market,2023-11-01,2025-12-13
ACCT-03031,Synthetic Account 03031,Latin America,retail,smb,2024-03-08,2025-11-13
ACCT-03032,Synthetic Account 03032,Europe,finance,mid_market,2022-01-18,2025-12-21
ACCT-03033,Synthetic Account 03033,APAC,retail,mid_market,2023-11-29,2025-12-14
ACCT-03034,Synthetic Account 03034,APAC,software,mid_market,2022-07-08,2025-11-03
ACCT-03035,Synthetic Account 03035,APAC,healthcare,smb,2025-02-18,2025-12-17
ACCT-03036,Synthetic Account 03036,Europe,retail,enterprise,2023-03-25,2025-12-24
ACCT-03037,Synthetic Account 03037,North America,manufacturing,smb,2023-08-12,2025-11-28
ACCT-03038,Synthetic Account 03038,North America,healthcare,smb,2024-01-20,2025-11-24
ACCT-03039,Synthetic Account 03039,Latin America,finance,smb,2022-07-08,2025-11-27
ACCT-03040,Synthetic Account 03040,North America,finance,mid_market,2022-07-18,2025-12-07
ACCT-03041,Synthetic Account 03041,North America,manufacturing,smb,2025-02-24,2025-12-25
ACCT-03042,Synthetic Account 03042,Latin America,software,smb,2023-11-21,2025-12-14
ACCT-03043,Synthetic Account 03043,North America,retail,mid_market,2022-09-30,2025-12-28
ACCT-03044,Synthetic Account 03044,Europe,software,mid_market,2024-03-06,2025-11-10
ACCT-03045,Synthetic Account 03045,Europe,software,mid_market,2024-12-07,2025-12-16
ACCT-03046,Synthetic Account 03046,APAC,manufacturing,mid_market,2024-07-05,2025-11-22
ACCT-03047,Synthetic Account 03047,APAC,software,mid_market,2023-04-26,2025-12-16
ACCT-03048,Synthetic Account 03048,APAC,manufacturing,smb,2024-03-03,2025-11-24
ACCT-03049,Synthetic Account 03049,APAC,healthcare,mid_market,2024-12-10,2025-12-26
ACCT-03050,Synthetic Account 03050,Latin America,healthcare,smb,2022-10-28,2025-12-26
ACCT-03051,Synthetic Account 03051,APAC,healthcare,mid_market,2024-08-06,2025-12-13
ACCT-03052,Synthetic Account 03052,APAC,software,smb,2025-04-11,2025-12-16
ACCT-03053,Synthetic Account 03053,Latin America,software,smb,2023-02-19,2025-12-12
ACCT-03054,Synthetic Account 03054,North America,retail,mid_market,2024-12-01,2025-12-15
ACCT-03055,Synthetic Account 03055,Latin America,healthcare,enterprise,2022-01-27,2025-11-20
ACCT-03056,Synthetic Account 03056,North America,retail,smb,2023-03-25,2025-12-05
ACCT-03057,Synthetic Account 03057,Europe,software,mid_market,2022-11-28,2025-12-22
ACCT-03058,Synthetic Account 03058,North America,healthcare,smb,2022-02-05,2025-11-06
ACCT-03059,Synthetic Account 03059,APAC,healthcare,smb,2023-12-25,2025-11-23
ACCT-03060,Synthetic Account 03060,Latin America,finance,smb,2023-09-27,2025-12-07
ACCT-03061,Synthetic Account 03061,Europe,finance,smb,2023-04-01,2025-12-01
ACCT-03062,Synthetic Account 03062,APAC,healthcare,mid_market,2024-11-04,2025-12-12
ACCT-03063,Synthetic Account 03063,Europe,healthcare,mid_market,2022-10-25,2025-12-08
ACCT-03064,Synthetic Account 03064,Latin America,retail,mid_market,2024-09-13,2025-12-27
ACCT-03065,Synthetic Account 03065,Latin America,software,smb,2024-02-02,2025-11-12
ACCT-03066,Synthetic Account 03066,APAC,manufacturing,mid_market,2024-12-13,2025-12-08
ACCT-03067,Synthetic Account 03067,Europe,software,enterprise,2022-01-09,2025-11-20
ACCT-03068,Synthetic Account 03068,Latin America,finance,smb,2025-03-09,2025-12-28
ACCT-03069,Synthetic Account 03069,North America,manufacturing,mid_market,2022-01-03,2025-12-26
ACCT-03070,Synthetic Account 03070,Latin America,finance,mid_market,2024-05-05,2025-12-10
ACCT-03071,Synthetic Account 03071,Latin America,manufacturing,mid_market,2024-06-22,2025-12-29
ACCT-03072,Synthetic Account 03072,APAC,finance,enterprise,2022-07-14,2025-11-03
ACCT-03073,Synthetic Account 03073,APAC,healthcare,enterprise,2022-02-12,2025-12-29
ACCT-03074,Synthetic Account 03074,Europe,finance,mid_market,2022-02-13,2025-11-28
ACCT-03075,Synthetic Account 03075,Europe,retail,mid_market,2022-06-05,2025-12-10
ACCT-03076,Synthetic Account 03076,North America,manufacturing,smb,2022-07-01,2025-12-19
ACCT-03077,Synthetic Account 03077,Europe,finance,mid_market,2025-03-06,2025-12-23
ACCT-03078,Synthetic Account 03078,APAC,finance,smb,2022-08-30,2025-12-14
ACCT-03079,Synthetic Account 03079,Europe,healthcare,smb,2024-08-24,2025-12-28
ACCT-03080,Synthetic Account 03080,Latin America,manufacturing,smb,2022-03-15,2025-11-27
ACCT-03081,Synthetic Account 03081,Latin America,manufacturing,smb,2024-02-25,2025-12-17
ACCT-03082,Synthetic Account 03082,APAC,retail,mid_market,2023-06-29,2025-12-30
ACCT-03083,Synthetic Account 03083,Europe,retail,enterprise,2023-10-11,2025-12-25
ACCT-03084,Synthetic Account 03084,Europe,retail,enterprise,2024-07-29,2025-11-08
ACCT-03085,Synthetic Account 03085,APAC,retail,mid_market,2022-09-09,2025-12-17
ACCT-03086,Synthetic Account 03086,APAC,retail,smb,2022-01-06,2025-11-27
ACCT-03087,Synthetic Account 03087,North America,finance,smb,2022-09-23,2025-12-07
ACCT-03088,Synthetic Account 03088,Europe,software,enterprise,2024-08-22,2025-12-02
ACCT-03089,Synthetic Account 03089,Europe,finance,enterprise,2023-12-11,2025-11-10
ACCT-03090,Synthetic Account 03090,Europe,manufacturing,smb,2025-01-15,2025-11-19
ACCT-03091,Synthetic Account 03091,North America,finance,smb,2024-09-28,2025-11-28
ACCT-03092,Synthetic Account 03092,Latin America,software,enterprise,2022-07-02,2025-12-19
ACCT-03093,Synthetic Account 03093,Europe,retail,smb,2022-03-11,2025-11-11
ACCT-03094,Synthetic Account 03094,APAC,retail,smb,2022-01-26,2025-12-30
ACCT-03095,Synthetic Account 03095,North America,finance,mid_market,2022-08-15,2025-11-28
ACCT-03096,Synthetic Account 03096,Europe,retail,mid_market,2023-07-30,2025-11-25
ACCT-03097,Synthetic Account 03097,North America,retail,smb,2022-01-20,2025-11-05
ACCT-03098,Synthetic Account 03098,Europe,healthcare,mid_market,2024-11-08,2025-12-22
ACCT-03099,Synthetic Account 03099,Latin America,software,smb,2023-07-29,2025-12-14
ACCT-03100,Synthetic Account 03100,APAC,manufacturing,smb,2024-06-03,2025-12-31
ACCT-03101,Synthetic Account 03101,Latin America,retail,smb,2024-11-13,2025-12-17
ACCT-03102,Synthetic Account 03102,Europe,manufacturing,smb,2022-02-11,2025-11-06
ACCT-03103,Synthetic Account 03103,Latin America,software,smb,2023-06-05,2025-12-31
ACCT-03104,Synthetic Account 03104,North America,retail,enterprise,2024-03-18,2025-11-14
ACCT-03105,Synthetic Account 03105,Latin America,retail,enterprise,2025-04-11,2025-11-05
ACCT-03106,Synthetic Account 03106,APAC,finance,smb,2024-09-08,2025-12-25
ACCT-03107,Synthetic Account 03107,North America,software,mid_market,2022-09-18,2025-12-10
ACCT-03108,Synthetic Account 03108,APAC,retail,smb,2022-11-22,2025-11-08
ACCT-03109,Synthetic Account 03109,Europe,manufacturing,mid_market,2024-08-17,2025-11-18
ACCT-03110,Synthetic Account 03110,North America,manufacturing,mid_market,2024-02-24,2025-12-27
ACCT-03111,Synthetic Account 03111,Latin America,finance,mid_market,2022-10-27,2025-11-10
ACCT-03112,Synthetic Account 03112,APAC,software,smb,2023-08-16,2025-11-13
ACCT-03113,Synthetic Account 03113,APAC,retail,enterprise,2025-01-19,2025-12-13
ACCT-03114,Synthetic Account 03114,APAC,manufacturing,enterprise,2022-09-04,2025-12-07
ACCT-03115,Synthetic Account 03115,North America,manufacturing,mid_market,2023-01-31,2025-12-13
ACCT-03116,Synthetic Account 03116,Europe,manufacturing,enterprise,2024-12-17,2025-11-30
ACCT-03117,Synthetic Account 03117,APAC,manufacturing,smb,2024-03-18,2025-11-15
ACCT-03118,Synthetic Account 03118,Europe,healthcare,smb,2022-09-25,2025-11-21
ACCT-03119,Synthetic Account 03119,Latin America,healthcare,smb,2022-12-11,2025-11-03
ACCT-03120,Synthetic Account 03120,Europe,healthcare,smb,2024-10-05,2025-12-26
ACCT-03121,Synthetic Account 03121,Europe,healthcare,mid_market,2022-12-03,2025-11-06
ACCT-03122,Synthetic Account 03122,Europe,retail,smb,2024-04-21,2025-11-07
ACCT-03123,Synthetic Account 03123,North America,healthcare,smb,2023-08-18,2025-12-09
ACCT-03124,Synthetic Account 03124,Latin America,retail,smb,2022-09-23,2025-12-23
ACCT-03125,Synthetic Account 03125,North America,healthcare,mid_market,2023-03-18,2025-12-18
ACCT-03126,Synthetic Account 03126,Europe,retail,enterprise,2024-05-03,2025-11-05
ACCT-03127,Synthetic Account 03127,Latin America,finance,enterprise,2024-08-20,2025-12-31
ACCT-03128,Synthetic Account 03128,Latin America,software,mid_market,2022-02-01,2025-12-26
ACCT-03129,Synthetic Account 03129,North America,manufacturing,enterprise,2024-12-22,2025-12-27
ACCT-03130,Synthetic Account 03130,Europe,healthcare,smb,2022-10-11,2025-12-21
ACCT-03131,Synthetic Account 03131,APAC,software,mid_market,2024-02-18,2025-11-14
ACCT-03132,Synthetic Account 03132,APAC,finance,mid_market,2022-12-09,2025-12-28
ACCT-03133,Synthetic Account 03133,Europe,finance,smb,2022-11-18,2025-11-04
ACCT-03134,Synthetic Account 03134,APAC,manufacturing,smb,2024-12-03,2025-12-08
ACCT-03135,Synthetic Account 03135,Latin America,healthcare,mid_market,2024-04-21,2025-11-30
ACCT-03136,Synthetic Account 03136,Latin America,manufacturing,mid_market,2025-01-03,2025-11-26
ACCT-03137,Synthetic Account 03137,Latin America,finance,smb,2022-01-26,2025-11-13
ACCT-03138,Synthetic Account 03138,Latin America,software,smb,2022-11-22,2025-11-24
ACCT-03139,Synthetic Account 03139,Latin America,healthcare,smb,2022-02-28,2025-12-28
ACCT-03140,Synthetic Account 03140,APAC,retail,mid_market,2023-07-24,2025-11-12
ACCT-03141,Synthetic Account 03141,Latin America,healthcare,smb,2023-07-09,2025-12-26
