refund_id,payment_id,customer_id,refund_date,refund_amount,reason
REF-002433,PAY-0011854,CUST-04406,2025-05-30,37.46,customer_request
REF-002434,PAY-0000389,CUST-03158,2025-08-14,343.66,customer_request
REF-002435,PAY-0014157,CUST-00130,2025-06-30,29.85,customer_request
REF-002436,PAY-0011363,CUST-01944,2025-06-27,110.02,customer_request
REF-002437,PAY-0012944,CUST-02682,2025-07-02,36.16,customer_request
REF-002438,PAY-0019649,CUST-02952,2025-09-04,117.21,customer_request
REF-002439,PAY-0007953,CUST-04382,2025-09-16,25.16,customer_request
REF-002440,PAY-0030956,CUST-00749,2025-05-10,12.47,customer_request
REF-002441,PAY-0046097,CUST-00679,2025-11-14,30.73,service_credit
REF-002442,PAY-0015355,CUST-02780,2025-12-03,45.31,service_credit
REF-002443,PAY-0044551,CUST-00553,2025-02-22,142.78,customer_request
REF-002444,PAY-0031824,CUST-04749,2025-05-11,37.16,customer_request
REF-002445,PAY-0012682,CUST-00435,2025-02-05,97.5,customer_request
REF-002446,PAY-0010760,CUST-00880,2025-11-01,50.91,customer_request
REF-002447,PAY-0032043,CUST-04211,2025-01-18,109.91,customer_request
REF-002448,PAY-0022619,CUST-03880,2025-05-19,82.29,customer_request
REF-002449,PAY-0017168,CUST-04303,2025-03-22,123.52,customer_request
REF-002450,PAY-0000803,CUST-03022,2025-06-05,74.14,customer_request
REF-002451,PAY-0012205,CUST-01955,2025-02-17,118.83,customer_request
REF-002452,PAY-0013485,CUST-00380,2025-04-14,323.08,customer_request
REF-002453,PAY-0017346,CUST-03681,2025-05-16,40.54,customer_request
REF-002454,PAY-0043589,CUST-00720,2025-12-30,57.09,customer_request
REF-002455,PAY-0033068,CUST-02957,2025-05-17,227.36,customer_request
REF-002456,PAY-0023924,CUST-02555,2025-05-17,213.81,customer_request
REF-002457,PAY-0012410,CUST-00877,2025-02-09,77.94,customer_request
REF-002458,PAY-0022727,CUST-03432,2025-03-19,21.13,customer_request
REF-002459,PAY-0007308,CUST-02662,2025-06-13,130.0,customer_request
REF-002460,PAY-0042030,CUST-04721,2025-12-12,122.36,customer_request
REF-002461,PAY-0003849,CUST-00610,2025-01-08,65.2,customer_request
REF-002462,PAY-0027382,CUST-04402,2025-01-04,64.56,fraud_adjustment
REF-002463,PAY-0032804,CUST-02598,2025-09-06,189.49,customer_request
REF-002464,PAY-0041906,CUST-03168,2025-05-18,63.05,customer_request
REF-002465,PAY-0003377,CUST-04207,2025-01-18,85.74,fraud_adjustment
REF-002466,PAY-0014622,CUST-02714,2025-12-26,263.54,service_credit
REF-002467,PAY-0017329,CUST-01114,2025-12-20,139.22,service_credit
REF-002468,PAY-0026172,CUST-04898,2025-01-09,174.29,service_credit
REF-002469,PAY-0014901,CUST-00621,2025-09-26,114.79,customer_request
REF-002470,PAY-0007322,CUST-00536,2025-07-02,28.18,customer_request
REF-002471,PAY-0007205,CUST-04232,2025-11-05,28.71,customer_request
REF-002472,PAY-0029441,CUST-01616,2025-12-01,217.27,customer_request
REF-002473,PAY-0020068,CUST-03266,2025-04-01,102.82,customer_request
REF-002474,PAY-0000474,CUST-01952,2025-01-31,149.99,customer_request
REF-002475,PAY-0028534,CUST-03931,2025-04-09,43.9,fraud_adjustment
REF-002476,PAY-0032641,CUST-03504,2025-07-10,57.15,customer_request
REF-002477,PAY-0016034,CUST-03109,2025-10-05,182.38,customer_request
REF-002478,PAY-0030258,CUST-03309,2025-05-25,86.48,customer_request
REF-002479,PAY-0043602,CUST-03550,2025-08-15,55.6,customer_request
REF-002480,PAY-0006440,CUST-00845,2025-12-20,156.91,customer_request
REF-002481,PAY-0025733,CUST-00704,2025-02-04,39.43,customer_request
REF-002482,PAY-0013834,CUST-04183,2025-10-20,240.87,fraud_adjustment
REF-002483,PAY-0015669,CUST-02547,2025-07-05,172.51,service_credit
REF-002484,PAY-0023492,CUST-03275,2025-11-21,30.34,service_credit
REF-002485,PAY-0018638,CUST-01551,2025-02-17,77.02,customer_request
REF-002486,PAY-0030171,CUST-00650,2025-08-26,52.8,customer_request
REF-002487,PAY-0024100,CUST-00298,2025-10-03,201.13,customer_request
REF-002488,PAY-0021812,CUST-00774,2025-07-25,57.49,customer_request
REF-002489,PAY-0026421,CUST-02183,2025-07-01,30.48,customer_request
REF-002490,PAY-0039216,CUST-03828,2025-05-17,100.25,service_credit
REF-002491,PAY-0029234,CUST-01281,2025-12-16,84.97,service_credit
REF-002492,PAY-0046715,CUST-02593,2025-12-11,117.53,customer_request
REF-002493,PAY-0002792,CUST-02905,2025-03-01,231.98,customer_request
REF-002494,PAY-0026705,CUST-04006,2025-06-24,35.22,service_credit
REF-002495,PAY-0036584,CUST-01795,2025-08-26,78.58,customer_request
REF-002496,PAY-0005942,CUST-04258,2025-04-04,113.25,customer_request
REF-002497,PAY-0042031,CUST-01027,2025-02-25,269.06,customer_request
REF-002498,PAY-0047550,CUST-00237,2025-06-30,23.68,customer_request
REF-002499,PAY-0045280,CUST-04747,2025-03-15,44.19,customer_request
REF-002500,PAY-0028918,CUST-03624,2025-07-02,177.93,customer_request
REF-002501,PAY-0019909,CUST-01389,2025-08-31,53.6,service_credit
REF-002502,PAY-0017068,CUST-04996,2025-01-11,28.76,fraud_adjustment
REF-002503,PAY-0010017,CUST-01050,2025-06-29,39.65,customer_request
REF-002504,PAY-0029143,CUST-04971,2025-06-13,55.93,customer_request
REF-002505,PAY-0039447,CUST-03599,2025-03-05,37.45,customer_request
REF-002506,PAY-0030369,CUST-01616,2025-06-12,32.56,fraud_adjustment
REF-002507,PAY-0039453,CUST-01571,2025-01-13,39.11,customer_request
REF-002508,PAY-0047432,CUST-00851,2025-11-10,193.99,customer_request
REF-002509,PAY-0037158,CUST-04911,2025-10-09,167.54,customer_request
REF-002510,PAY-0033498,CUST-02180,2025-01-27,206.13,customer_request
REF-002511,PAY-0033091,CUST-03900,2025-07-19,117.97,fraud_adjustment
REF-002512,PAY-0019510,CUST-01392,2025-12-09,139.14,customer_request
REF-002513,PAY-0007115,CUST-01882,2025-01-17,92.38,customer_request
REF-002514,PAY-0009966,CUST-03175,2025-06-08,14.48,customer_request
REF-002515,PAY-0036038,CUST-02364,2025-07-13,107.99,customer_request
REF-002516,PAY-0006614,CUST-00232,2025-09-19,262.35,fraud_adjustment
REF-002517,PAY-0008057,CUST-02677,2025-08-17,98.41,customer_request
REF-002518,PAY-0029453,CUST-00750,2025-02-05,221.23,customer_request
REF-002519,PAY-0000912,CUST-02508,2025-01-13,77.77,fraud_adjustment
REF-002520,PAY-0012125,CUST-04743,2025-10-15,55.54,fraud_adjustment
REF-002521,PAY-0042277,CUST-00973,2025-10-05,259.9,customer_request
REF-002522,PAY-0008313,CUST-04989,2025-12-27,47.04,service_credit
REF-002523,PAY-0008475,CUST-03549,2025-08-14,99.77,service_credit
REF-002524,PAY-0024454,CUST-00195,2025-11-24,75.59,fraud_adjustment
REF-002525,PAY-0033804,CUST-00730,2025-02-06,18.17,customer_request
REF-002526,PAY-0000250,CUST-02925,2025-07-29,36.03,service_credit
REF-002527,PAY-0022949,CUST-03262,2025-02-28,53.83,customer_request
REF-002528,PAY-0037527,CUST-01175,2025-11-27,170.51,customer_request
REF-002529,PAY-0041454,CUST-03496,2025-06-13,72.4,customer_request
REF-002530,PAY-0044956,CUST-04206,2025-02-08,15.89,service_credit
REF-002531,PAY-0017852,CUST-04992,2025-05-18,166.12,customer_request
REF-002532,PAY-0036133,CUST-00832,2025-08-14,324.51,customer_request
REF-002533,PAY-0002476,CUST-04066,2025-10-04,81.98,customer_request
REF-002534,PAY-0024058,CUST-01700,2025-07-10,77.42,fraud_adjustment
REF-002535,PAY-0046288,CUST-04400,2025-05-10,207.56,customer_request
REF-002536,PAY-0024350,CUST-02462,2025-07-29,77.42,customer_request
REF-002537,PAY-0026236,CUST-03693,2025-09-22,9.68,customer_request
REF-002538,PAY-0047109,CUST-04017,2025-08-21,24.16,customer_request
REF-002539,PAY-0039818,CUST-04332,2025-12-11,163.46,service_credit
REF-002540,PAY-0044251,CUST-04607,2025-08-20,35.0,customer_request
REF-002541,PAY-0040206,CUST-04846,2025-07-11,298.18,service_credit
REF-002542,PAY-0010840,CUST-01539,2025-04-09,46.79,fraud_adjustment
REF-002543,PAY-0044235,CUST-01239,2025-05-18,277.34,customer_request
REF-002544,PAY-0022135,CUST-01947,2025-04-24,54.24,customer_request
REF-002545,PAY-0016191,CUST-04848,2025-10-12,95.02,customer_request
REF-002546,PAY-0027457,CUST-03862,2025-06-08,26.09,customer_request
REF-002547,PAY-0038769,CUST-04139,2025-12-23,148.06,service_credit
REF-002548,PAY-0005399,CUST-02017,2025-08-17,41.96,service_credit
REF-002549,PAY-0024140,CUST-03762,2025-03-28,51.18,customer_request
REF-002550,PAY-0023982,CUST-02776,2025-11-06,79.31,service_credit
REF-002551,PAY-0030807,CUST-00998,2025-04-22,7.76,customer_request
REF-002552,PAY-0044119,CUST-01650,2025-08-28,44.68,service_credit
REF-002553,PAY-0033578,CUST-02561,2025-03-19,187.27,customer_request
REF-002554,PAY-0010555,CUST-01141,2025-08-02,34.9,customer_request
REF-002555,PAY-0021527,CUST-04172,2025-08-17,94.72,service_credit
REF-002556,PAY-0027884,CUST-04680,2025-02-21,93.32,customer_request
REF-002557,PAY-0025505,CUST-00276,2025-01-20,120.77,customer_request
REF-002558,PAY-0023547,CUST-02375,2025-04-08,130.33,customer_request
REF-002559,PAY-0046491,CUST-02761,2025-12-20,157.04,customer_request
REF-002560,PAY-0028730,CUST-01121,2025-04-05,241.15,customer_request
REF-002561,PAY-0026938,CUST-00910,2025-07-17,109.95,customer_request
REF-002562,PAY-0037498,CUST-02018,2025-02-20,245.63,service_credit
REF-002563,PAY-0010840,CUST-03157,2025-07-04,99.92,customer_request
REF-002564,PAY-0003111,CUST-04292,2025-06-06,413.14,service_credit
REF-002565,PAY-0013137,CUST-04311,2025-07-07,10.29,customer_request
REF-002566,PAY-0019241,CUST-03513,2025-09-05,40.2,service_credit
REF-002567,PAY-0004854,CUST-01923,2025-12-30,142.37,customer_request
REF-002568,PAY-0010105,CUST-01451,2025-02-13,51.82,customer_request
REF-002569,PAY-0002390,CUST-00171,2025-07-16,129.39,service_credit
REF-002570,PAY-0005229,CUST-04769,2025-05-08,61.58,customer_request
REF-002571,PAY-0012331,CUST-04922,2025-03-19,84.35,customer_request
REF-002572,PAY-0001062,CUST-03952,2025-10-05,67.31,service_credit
REF-002573,PAY-0014919,CUST-01028,2025-08-13,55.34,customer_request
REF-002574,PAY-0047242,CUST-02813,2025-11-13,125.32,customer_request
REF-002575,PAY-0005874,CUST-03713,2025-03-04,44.84,service_credit
REF-002576,PAY-0003624,CUST-03621,2025-09-06,61.6,customer_request
REF-002577,PAY-0002721,CUST-04536,2025-09-18,33.58,fraud_adjustment
REF-002578,PAY-0002623,CUST-00292,2025-05-15,100.93,customer_request
REF-002579,PAY-0005223,CUST-04225,2025-07-14,72.08,customer_request
REF-002580,PAY-0020093,CUST-01792,2025-01-24,97.21,customer_request
REF-002581,PAY-0046869,CUST-02763,2025-05-13,133.67,customer_request
REF-002582,PAY-0046440,CUST-02348,2025-01-26,11.26,customer_request
REF-002583,PAY-0025831,CUST-04613,2025-06-29,170.72,service_credit
REF-002584,PAY-0040297,CUST-04824,2025-06-05,220.87,service_credit
REF-002585,PAY-0028777,CUST-01377,2025-08-16,146.86,customer_request
REF-002586,PAY-0006991,CUST-04948,2025-11-14,75.63,customer_request
REF-002587,PAY-0008045,CUST-03910,2025-03-16,175.85,customer_request
REF-002588,PAY-0019852,CUST-02223,2025-06-15,135.99,customer_request
REF-002589,PAY-0038611,CUST-01635,2025-12-20,35.61,customer_request
REF-002590,PAY-0021685,CUST-03109,2025-01-13,222.67,customer_request
REF-002591,PAY-0015797,CUST-01020,2025-08-02,35.43,customer_request
REF-002592,PAY-0029007,CUST-04078,2025-03-16,90.52,customer_request
REF-002593,PAY-0002016,CUST-00492,2025-10-20,19.85,service_credit
REF-002594,PAY-0041158,CUST-01850,2025-10-01,286.9,customer_request
REF-002595,PAY-0036050,CUST-03527,2025-09-26,56.99,customer_request
REF-002596,PAY-0035312,CUST-02332,2025-09-22,75.0,customer_request
REF-002597,PAY-0018477,CUST-04605,2025-10-26,30.83,customer_request
REF-002598,PAY-0035440,CUST-04858,2025-01-18,190.15,customer_request
REF-002599,PAY-0016789,CUST-04078,2025-07-17,33.46,customer_request
REF-002600,PAY-0039974,CUST-03512,2025-05-29,167.19,customer_request
REF-002601,PAY-0036927,CUST-02142,2025-10-25,159.21,customer_request
REF-002602,PAY-0024719,CUST-04355,2025-03-14,43.28,customer_request
REF-002603,PAY-0014281,CUST-03441,2025-01-01,87.91,service_credit
REF-002604,PAY-0029219,CUST-00794,2025-08-02,180.99,fraud_adjustment
REF-002605,PAY-0038495,CUST-02289,2025-12-22,71.21,customer_request
REF-002606,PAY-0023557,CUST-03854,2025-04-04,28.08,customer_request
REF-002607,PAY-0043169,CUST-04187,2025-08-31,52.7,customer_request
REF-002608,PAY-0023356,CUST-00866,2025-07-29,224.5,service_credit
REF-002609,PAY-0000137,CUST-01316,2025-11-13,135.31,customer_request
REF-002610,PAY-0046356,CUST-00239,2025-11-23,92.48,customer_request
REF-002611,PAY-0004440,CUST-03308,2025-07-28,24.49,customer_request
REF-002612,PAY-0008411,CUST-01900,2025-11-05,65.52,customer_request
REF-002613,PAY-0047525,CUST-00365,2025-11-22,237.35,customer_request
REF-002614,PAY-0046318,CUST-02503,2025-09-02,318.93,customer_request
REF-002615,PAY-0043965,CUST-01895,2025-06-20,153.34,customer_request
REF-002616,PAY-0040316,CUST-04157,2025-05-23,82.2,fraud_adjustment
REF-002617,PAY-0007086,CUST-00469,2025-07-20,28.42,customer_request
REF-002618,PAY-0044921,CUST-02899,2025-03-29,122.77,customer_request
REF-002619,PAY-0046568,CUST-04878,2025-12-07,71.64,customer_request
REF-002620,PAY-0026527,CUST-00916,2025-04-11,70.57,customer_request
REF-002621,PAY-0004760,CUST-00621,2025-03-19,104.47,fraud_adjustment
REF-002622,PAY-0041439,CUST-00968,2025-08-18,62.51,customer_request
REF-002623,PAY-0023110,CUST-01620,2025-10-22,25.25,customer_request
REF-002624,PAY-0047288,CUST-03519,2025-04-22,332.81,customer_request
REF-002625,PAY-0018482,CUST-01328,2025-06-15,110.31,customer_request
REF-002626,PAY-0025850,CUST-00253,2025-08-12,53.92,customer_request
REF-002627,PAY-0001003,CUST-02234,2025-01-17,86.35,customer_request
REF-002628,PAY-0030631,CUST-01182,2025-04-20,341.3,customer_request
REF-002629,PAY-0016953,CUST-04388,2025-06-27,15.25,service_credit
REF-002630,PAY-0018246,CUST-01679,2025-02-14,40.58,customer_request
REF-002631,PAY-0015884,CUST-01700,2025-07-18,26.49,customer_request
REF-002632,PAY-0008133,CUST-01296,2025-01-11,36.74,service_credit
REF-002633,PAY-0007306,CUST-04096,2025-04-10,16.52,customer_request
REF-002634,PAY-0030274,CUST-03495,2025-08-29,16.76,fraud_adjustment
REF-002635,PAY-0016874,CUST-02406,2025-12-04,126.86,customer_request
REF-002636,PAY-0044867,CUST-04233,2025-06-13,6.76,service_credit
REF-002637,PAY-0003485,CUST-01306,2025-12-04,171.78,service_credit
REF-002638,PAY-0038071,CUST-00327,2025-04-17,111.86,customer_request
REF-002639,PAY-0012176,CUST-00673,2025-08-03,273.18,service_credit
REF-002640,PAY-0045482,CUST-04832,2025-10-18,87.68,customer_request
REF-002641,PAY-0040743,CUST-02914,2025-03-03,132.85,customer_request
REF-002642,PAY-0028147,CUST-04616,2025-04-17,66.09,customer_request
REF-002643,PAY-0047655,CUST-02540,2025-01-24,36.24,customer_request
REF-002644,PAY-0002678,CUST-04203,2025-04-08,53.98,customer_request
REF-002645,PAY-0026585,CUST-04901,2025-12-20,19.56,customer_request
REF-002646,PAY-0007274,CUST-02814,2025-06-22,140.1,fraud_adjustment
REF-002647,PAY-0020225,CUST-03627,2025-05-03,27.1,customer_request
REF-002648,PAY-0045479,CUST-04476,2025-12-12,85.06,service_credit
REF-002649,PAY-0009741,CUST-04275,2025-02-26,8.68,customer_request
REF-002650,PAY-0002574,CUST-01067,2025-08-10,25.94,customer_request
REF-002651,PAY-0039965,CUST-02520,2025-09-23,165.03,service_credit
REF-002652,PAY-0029128,CUST-04796,2025-06-24,343.22,customer_request
REF-002653,PAY-0018360,CUST-02478,2025-08-28,302.95,customer_request
REF-002654,PAY-0034331,CUST-00953,2025-06-07,225.0,customer_request
REF-002655,PAY-0020376,CUST-04491,2025-04-27,79.37,customer_request
REF-002656,PAY-0002272,CUST-03338,2025-02-22,30.69,customer_request
REF-002657,PAY-0019160,CUST-01304,2025-09-08,140.68,service_credit
REF-002658,PAY-0033801,CUST-01289,2025-07-26,131.92,customer_request
REF-002659,PAY-0047456,CUST-03745,2025-09-17,23.61,customer_request
REF-002660,PAY-0034748,CUST-01470,2025-02-08,79.01,customer_request
REF-002661,PAY-0004206,CUST-03725,2025-02-08,179.46,customer_request
REF-002662,PAY-0023705,CUST-00525,2025-01-27,125.54,service_credit
REF-002663,PAY-0024688,CUST-03811,2025-01-31,137.59,customer_request
REF-002664,PAY-0029825,CUST-03728,2025-03-24,72.28,customer_request
REF-002665,PAY-0040035,CUST-02880,2025-01-05,342.18,service_credit
REF-002666,PAY-0022193,CUST-01754,2025-06-07,150.6,customer_request
REF-002667,PAY-0005207,CUST-00447,2025-11-19,138.08,fraud_adjustment
REF-002668,PAY-0018411,CUST-03515,2025-12-21,17.44,customer_request
REF-002669,PAY-0043949,CUST-01177,2025-04-30,18.33,customer_request
REF-002670,PAY-0040254,CUST-04468,2025-06-13,53.41,customer_request
REF-002671,PAY-0036081,CUST-00232,2025-01-13,29.11,customer_request
REF-002672,PAY-0004414,CUST-00616,2025-12-22,90.69,customer_request
REF-002673,PAY-0045596,CUST-01723,2025-01-09,89.68,service_credit
REF-002674,PAY-0004345,CUST-00123,2025-09-16,23.9,customer_request
REF-002675,PAY-0014151,CUST-01765,2025-12-08,22.5,customer_request
REF-002676,PAY-0004321,CUST-01942,2025-07-21,145.85,customer_request
REF-002677,PAY-0025302,CUST-03114,2025-07-03,98.47,service_credit
REF-002678,PAY-0022066,CUST-01595,2025-11-02,98.28,service_credit
REF-002679,PAY-0046094,CUST-01971,2025-04-10,67.96,customer_request
REF-002680,PAY-0020859,CUST-00006,2025-12-07,73.18,customer_request
REF-002681,PAY-0000390,CUST-00048,2025-11-11,66.3,customer_request
REF-002682,PAY-0021562,CUST-03121,2025-10-20,39.28,customer_request
REF-002683,PAY-0037026,CUST-04059,2025-09-27,210.41,customer_request
REF-002684,PAY-0013150,CUST-00689,2025-05-16,76.14,service_credit
REF-002685,PAY-0043557,CUST-01488,2025-08-09,95.85,customer_request
REF-002686,PAY-0043299,CUST-04050,2025-09-18,22.67,service_credit
REF-002687,PAY-0025759,CUST-00715,2025-08-23,200.71,service_credit
REF-002688,PAY-0043213,CUST-04928,2025-11-15,104.06,customer_request
REF-002689,PAY-0032154,CUST-04995,2025-02-16,55.28,customer_request
REF-002690,PAY-0027945,CUST-02753,2025-01-10,332.26,service_credit
REF-002691,PAY-0019341,CUST-01408,2025-04-16,42.25,fraud_adjustment
REF-002692,PAY-0019137,CUST-03493,2025-03-09,118.51,customer_request
REF-002693,PAY-0045386,CUST-01950,2025-02-21,24.02,service_credit
REF-002694,PAY-0014577,CUST-02875,2025-05-20,101.0,customer_request
REF-002695,PAY-0001916,CUST-03149,2025-05-08,14.52,customer_request
REF-002696,PAY-0027895,CUST-03166,2025-01-17,18.83,customer_request
REF-002697,PAY-0008536,CUST-04596,2025-08-22,154.22,service_credit
REF-002698,PAY-0042371,CUST-03330,2025-08-17,266.21,customer_request
REF-002699,PAY-0047383,CUST-02737,2025-11-05,171.21,service_credit
REF-002700,PAY-0026007,CUST-00181,2025-03-19,56.3,fraud_adjustment
REF-002701,PAY-0035407,CUST-03926,2025-02-17,39.56,fraud_adjustment
REF-002702,PAY-0020684,CUST-00157,2025-12-05,121.18,service_credit
REF-002703,PAY-0006569,CUST-00093,2025-03-11,282.95,customer_request
REF-002704,PAY-0038739,CUST-01643,2025-03-25,232.84,customer_request
REF-002705,PAY-0003400,CUST-02453,2025-07-06,227.44,customer_request
REF-002706,PAY-0038166,CUST-01389,2025-12-27,60.57,customer_request
REF-002707,PAY-0020894,CUST-02972,2025-06-19,29.36,service_credit
REF-002708,PAY-0017960,CUST-01274,2025-05-09,63.2,service_credit
REF-002709,PAY-0017783,CUST-00607,2025-06-16,80.96,customer_request
REF-002710,PAY-0025611,CUST-02581,2025-12-18,141.06,fraud_adjustment
REF-002711,PAY-0037695,CUST-04267,2025-05-29,106.4,customer_request
REF-002712,PAY-0024908,CUST-02528,2025-10-30,106.21,customer_request
REF-002713,PAY-0003294,CUST-00358,2025-06-06,70.32,customer_request
REF-002714,PAY-0036392,CUST-02482,2025-02-11,42.77,customer_request
REF-002715,PAY-0043289,CUST-00573,2025-10-20,193.52,customer_request
REF-002716,PAY-0042596,CUST-02053,2025-03-02,76.56,service_credit
REF-002717,PAY-0004358,CUST-00437,2025-06-09,96.7,customer_request
REF-002718,PAY-0031987,CUST-02405,2025-02-02,157.54,customer_request
REF-002719,PAY-0037879,CUST-01114,2025-08-01,62.17,customer_request
REF-002720,PAY-0014799,CUST-01494,2025-04-11,48.25,customer_request
REF-002721,PAY-0000327,CUST-00658,2025-06-21,92.02,customer_request
REF-002722,PAY-0002634,CUST-04801,2025-10-12,106.65,service_credit
REF-002723,PAY-0003003,CUST-00834,2025-12-24,50.41,service_credit
REF-002724,PAY-0047037,CUST-01444,2025-05-23,141.48,customer_request
REF-002725,PAY-0041977,CUST-00657,2025-05-20,93.62,customer_request
REF-002726,PAY-0004413,CUST-01260,2025-01-09,180.53,fraud_adjustment
REF-002727,PAY-0047626,CUST-03610,2025-04-16,238.59,service_credit
REF-002728,PAY-0006525,CUST-01185,2025-07-09,120.01,service_credit
REF-002729,PAY-0020830,CUST-00010,2025-08-07,80.39,customer_request
REF-002730,PAY-0044511,CUST-01107,2025-02-12,99.61,customer_request
REF-002731,PAY-0044082,CUST-00696,2025-08-21,79.45,customer_request
REF-002732,PAY-0016641,CUST-00378,2025-04-11,48.53,service_credit
REF-002733,PAY-0043534,CUST-00442,2025-12-10,34.21,customer_request
REF-002734,PAY-0018029,CUST-04159,2025-05-21,97.54,customer_request
REF-002735,PAY-0034041,CUST-04941,2025-11-25,1.71,customer_request
REF-002736,PAY-0027125,CUST-03052,2025-01-23,105.33,customer_request
REF-002737,PAY-0009718,CUST-02660,2025-12-06,113.73,customer_request
REF-002738,PAY-0025173,CUST-00279,2025-06-03,156.31,customer_request
REF-002739,PAY-0005797,CUST-01968,2025-05-16,109.87,service_credit
REF-002740,PAY-0030154,CUST-02523,2025-02-24,23.99,customer_request
REF-002741,PAY-0045216,CUST-04463,2025-12-27,71.18,fraud_adjustment
REF-002742,PAY-0020360,CUST-00489,2025-08-04,33.42,customer_request
REF-002743,PAY-0047493,CUST-04458,2025-10-07,79.81,service_credit
REF-002744,PAY-0024308,CUST-02125,2025-01-10,182.1,customer_request
REF-002745,PAY-0023879,CUST-04847,2025-02-07,15.61,service_credit
REF-002746,PAY-0034909,CUST-00221,2025-07-08,100.34,customer_request
REF-002747,PAY-0009017,CUST-02802,2025-10-15,5.51,customer_request
REF-002748,PAY-0030286,CUST-04117,2025-02-24,24.19,customer_request
REF-002749,PAY-0029058,CUST-03726,2025-12-16,15.45,customer_request
REF-002750,PAY-0044246,CUST-01114,2025-03-22,402.81,service_credit
REF-002751,PAY-0015545,CUST-02048,2025-02-25,248.43,customer_request
REF-002752,PAY-0007155,CUST-01429,2025-01-21,99.19,customer_request
REF-002753,PAY-0010945,CUST-02936,2025-02-12,26.06,customer_request
REF-002754,PAY-0016865,CUST-01521,2025-09-14,179.75,customer_request
REF-002755,PAY-0007202,CUST-04678,2025-10-28,153.93,customer_request
REF-002756,PAY-0008203,CUST-00595,2025-02-16,108.67,customer_request
REF-002757,PAY-0028351,CUST-00777,2025-01-30,11.01,service_credit
REF-002758,PAY-0002005,CUST-00928,2025-05-28,94.67,service_credit
REF-002759,PAY-0026089,CUST-01810,2025-04-21,110.51,service_credit
REF-002760,PAY-0009200,CUST-00494,2025-09-30,306.31,customer_request
REF-002761,PAY-0047539,CUST-00101,2025-12-10,82.34,fraud_adjustment
REF-002762,PAY-0017594,CUST-03850,2025-12-25,114.05,service_credit
REF-002763,PAY-0004142,CUST-02554,2025-02-12,50.79,customer_request
REF-002764,PAY-0013005,CUST-00608,2025-07-31,220.18,customer_request
REF-002765,PAY-0014065,CUST-04386,2025-04-27,84.23,customer_request
REF-002766,PAY-0047058,CUST-01470,2025-06-03,25.32,customer_request
REF-002767,PAY-0046533,CUST-02045,2025-04-08,82.55,service_credit
REF-002768,PAY-0002882,CUST-02256,2025-04-22,20.59,customer_request
REF-002769,PAY-0040847,CUST-01464,2025-01-13,320.82,customer_request
REF-002770,PAY-0029329,CUST-01041,2025-08-02,4.81,service_credit
REF-002771,PAY-0021429,CUST-02516,2025-02-12,26.39,customer_request
REF-002772,PAY-0004553,CUST-04278,2025-02-10,53.99,fraud_adjustment
REF-002773,PAY-0035559,CUST-04800,2025-10-01,310.35,customer_request
REF-002774,PAY-0016966,CUST-03787,2025-12-08,5.99,customer_request
REF-002775,PAY-0045903,CUST-00794,2025-01-05,66.99,service_credit
REF-002776,PAY-0026273,CUST-03229,2025-06-23,131.88,customer_request
REF-002777,PAY-0030266,CUST-00181,2025-12-07,139.29,customer_request
REF-002778,PAY-0003510,CUST-02877,2025-02-28,256.89,customer_request
REF-002779,PAY-0029629,CUST-01636,2025-10-01,37.92,service_credit
REF-002780,PAY-0002038,CUST-00016,2025-07-17,132.41,customer_request
REF-002781,PAY-0001183,CUST-01190,2025-06-03,143.82,customer_request
REF-002782,PAY-0007913,CUST-03547,2025-06-18,17.69,customer_request
REF-002783,PAY-0030526,CUST-02092,2025-12-17,153.18,customer_request
REF-002784,PAY-0041330,CUST-00488,2025-07-04,48.98,customer_request
REF-002785,PAY-0033684,CUST-02894,2025-10-17,78.84,customer_request
REF-002786,PAY-0032232,CUST-04518,2025-05-16,108.07,customer_request
REF-002787,PAY-0021482,CUST-03653,2025-08-14,66.48,customer_request
REF-002788,PAY-0004942,CUST-00173,2025-01-11,35.91,customer_request
REF-002789,PAY-0010432,CUST-01530,2025-04-29,29.93,customer_request
REF-002790,PAY-0020712,CUST-03433,2025-02-01,69.57,customer_request
REF-002791,PAY-0031991,CUST-03559,2025-03-18,37.43,customer_request
REF-002792,PAY-0036609,CUST-01201,2025-10-11,117.27,customer_request
REF-002793,PAY-0001176,CUST-03459,2025-06-16,12.63,customer_request
REF-002794,PAY-0004073,CUST-00020,2025-01-24,132.5,service_credit
REF-002795,PAY-0013243,CUST-03468,2025-12-31,115.18,customer_request
REF-002796,PAY-0007806,CUST-03836,2025-01-10,72.03,service_credit
REF-002797,PAY-0005989,CUST-01507,2025-12-19,147.73,service_credit
REF-002798,PAY-0047130,CUST-04621,2025-02-07,117.92,service_credit
REF-002799,PAY-0042117,CUST-01292,2025-07-24,78.67,service_credit
REF-002800,PAY-0030161,CUST-02309,2025-11-01,93.46,customer_request
REF-002801,PAY-0022583,CUST-00898,2025-06-09,125.92,customer_request
REF-002802,PAY-0003571,CUST-01665,2025-12-16,129.4,customer_request
REF-002803,PAY-0030619,CUST-04033,2025-07-21,42.38,customer_request
REF-002804,PAY-0027826,CUST-04035,2025-11-07,32.62,customer_request
REF-002805,PAY-0045229,CUST-03171,2025-03-29,192.27,customer_request
REF-002806,PAY-0029494,CUST-01486,2025-10-24,10.02,service_credit
