customer_id,account_id,region,channel,status,created_at,updated_at
CUST-02226,ACCT-03719,APAC,sales_led,inactive,2024-07-06,2025-12-08
CUST-02227,ACCT-05267,North America,self_serve,active,2023-09-21,2025-12-19
CUST-02228,ACCT-05598,Latin America,marketplace,active,2024-09-18,2025-12-04
CUST-02229,ACCT-01738,Latin America,partner,active,2025-06-02,2025-12-22
CUST-02230,ACCT-05885,APAC,sales_led,trial,2025-02-23,2025-12-31
CUST-02231,ACCT-03796,APAC,self_serve,active,2023-06-13,2025-12-08
CUST-02232,ACCT-00418,APAC,marketplace,active,2023-04-27,2025-12-19
CUST-02233,ACCT-05631,Europe,sales_led,trial,2025-01-03,2025-12-30
CUST-02234,ACCT-00828,Europe,sales_led,active,2023-03-15,2025-12-25
CUST-02235,ACCT-03532,Europe,partner,active,2023-12-27,2025-12-29
CUST-02236,ACCT-04745,North America,self_serve,active,2025-06-13,2025-12-02
CUST-02237,ACCT-01497,Latin America,partner,active,2024-02-08,2025-12-06
CUST-02238,ACCT-01624,Europe,marketplace,active,2023-01-08,2025-12-04
CUST-02239,ACCT-02858,Europe,sales_led,active,2025-05-27,2025-12-26
CUST-02240,ACCT-05310,Latin America,self_serve,active,2024-09-29,2025-12-07
CUST-02241,ACCT-01342,APAC,self_serve,active,2023-10-25,2025-12-15
CUST-02242,ACCT-03981,APAC,self_serve,active,2024-07-03,2025-12-23
CUST-02243,ACCT-02716,North America,partner,active,2024-07-05,2025-12-11
CUST-02244,ACCT-00672,Europe,sales_led,active,2024-05-12,2025-12-03
CUST-02245,ACCT-04266,APAC,self_serve,inactive,2025-05-14,2025-12-18
CUST-02246,ACCT-04996,Europe,partner,inactive,2024-12-08,2025-12-31
CUST-02247,ACCT-03454,North America,self_serve,active,2023-08-22,2025-12-06
CUST-02248,ACCT-01059,Latin America,sales_led,inactive,2025-06-12,2025-12-26
CUST-02249,ACCT-00935,Europe,marketplace,inactive,2025-05-16,2025-12-26
CUST-02250,ACCT-02541,APAC,self_serve,active,2023-02-12,2025-12-13
CUST-02251,ACCT-03039,Europe,self_serve,trial,2023-09-25,2025-12-08
CUST-02252,ACCT-03314,APAC,sales_led,inactive,2024-07-07,2025-12-08
CUST-02253,ACCT-01462,Latin America,partner,active,2025-03-01,2025-12-05
CUST-02254,ACCT-03005,Latin America,self_serve,active,2024-10-07,2025-12-05
CUST-02255,ACCT-01771,North America,marketplace,active,2024-05-31,2025-12-28
CUST-02256,ACCT-04117,APAC,self_serve,active,2023-10-03,2025-12-22
CUST-02257,ACCT-04779,Latin America,marketplace,inactive,2023-03-29,2025-12-10
CUST-02258,ACCT-03917,APAC,partner,active,2025-03-14,2025-12-20
CUST-02259,ACCT-00008,North America,self_serve,active,2024-04-24,2025-12-10
CUST-02260,ACCT-05953,North America,self_serve,active,2024-02-16,2025-12-18
CUST-02261,ACCT-00143,North America,self_serve,inactive,2025-05-31,2025-12-18
CUST-02262,ACCT-05997,North America,sales_led,active,2023-05-29,2025-12-31
CUST-02263,ACCT-00191,Latin America,sales_led,active,2023-08-17,2025-12-13
CUST-02264,ACCT-03099,Latin America,partner,active,2025-02-07,2025-12-06
CUST-02265,ACCT-00636,APAC,sales_led,active,2023-09-13,2025-12-07
CUST-02266,ACCT-00572,APAC,partner,active,2025-04-28,2025-12-21
CUST-02267,ACCT-04101,Latin America,sales_led,active,2025-02-11,2025-12-11
CUST-02268,ACCT-04368,Europe,sales_led,active,2023-03-31,2025-12-26
CUST-02269,ACCT-00710,Europe,sales_led,active,2024-02-16,2025-12-12
CUST-02270,ACCT-05860,APAC,sales_led,active,2024-11-07,2025-12-19
CUST-02271,ACCT-01923,Europe,marketplace,active,2024-03-16,2025-12-04
CUST-02272,ACCT-01910,North America,self_serve,inactive,2023-07-13,2025-12-10
CUST-02273,ACCT-01782,APAC,sales_led,active,2023-02-10,2025-12-29
CUST-02274,ACCT-02768,Latin America,marketplace,active,2023-01-07,2025-12-05
CUST-02275,ACCT-01068,North America,partner,inactive,2023-06-10,2025-12-10
CUST-02276,ACCT-02549,North America,self_serve,active,2023-08-23,2025-12-25
CUST-02277,ACCT-01260,Europe,marketplace,active,2023-09-29,2025-12-23
CUST-02278,ACCT-00309,Latin America,self_serve,active,2025-02-08,2025-12-26
CUST-02279,ACCT-02213,APAC,self_serve,active,2024-04-02,2025-12-22
CUST-02280,ACCT-04034,APAC,sales_led,inactive,2023-05-08,2025-12-03
CUST-02281,ACCT-04579,APAC,partner,active,2023-03-16,2025-12-04
CUST-02282,ACCT-02121,Europe,self_serve,active,2023-04-28,2025-12-15
CUST-02283,ACCT-01943,APAC,marketplace,active,2023-10-10,2025-12-21
CUST-02284,ACCT-04725,North America,self_serve,active,2024-10-27,2025-12-21
CUST-02285,ACCT-04088,North America,marketplace,active,2023-02-14,2025-12-03
CUST-02286,ACCT-04993,Latin America,self_serve,active,2024-01-01,2025-12-26
CUST-02287,ACCT-05437,APAC,sales_led,active,2024-02-07,2025-12-09
CUST-02288,ACCT-04928,North America,partner,active,2023-05-14,2025-12-02
CUST-02289,ACCT-05619,Europe,sales_led,active,2023-02-22,2025-12-06
CUST-02290,ACCT-02500,North America,partner,inactive,2023-07-27,2025-12-10
CUST-02291,ACCT-02369,APAC,partner,active,2023-05-17,2025-12-05
CUST-02292,ACCT-01930,Latin America,partner,active,2024-12-16,2025-12-25
CUST-02293,ACCT-01412,Europe,sales_led,active,2025-04-05,2025-12-02
CUST-02294,ACCT-04493,Europe,marketplace,active,2024-07-14,2025-12-29
CUST-02295,ACCT-04287,North America,partner,active,2024-11-13,2025-12-31
CUST-02296,ACCT-04809,Europe,sales_led,active,2024-11-15,2025-12-26
CUST-02297,ACCT-01005,Europe,partner,active,2025-02-28,2025-12-13
CUST-02298,ACCT-02948,North America,marketplace,active,2023-03-29,2025-12-24
CUST-02299,ACCT-01332,Europe,marketplace,active,2025-06-16,2025-12-12
CUST-02300,ACCT-05359,Latin America,partner,active,2024-02-17,2025-12-28
CUST-02301,ACCT-01605,Latin America,marketplace,active,2024-05-03,2025-12-11
CUST-02302,ACCT-00864,Europe,marketplace,active,2024-12-18,2025-12-25
CUST-02303,ACCT-03420,Latin America,sales_led,active,2024-03-20,2025-12-16
CUST-02304,ACCT-05275,North America,partner,active,2023-08-28,2025-12-28
CUST-02305,ACCT-05495,Latin America,self_serve,active,2023-01-18,2025-12-02
CUST-02306,ACCT-00577,Europe,sales_led,inactive,2023-06-02,2025-12-20
CUST-02307,ACCT-01956,APAC,marketplace,active,2023-03-17,2025-12-13
CUST-02308,ACCT-00922,North America,sales_led,active,2023-12-10,2025-12-17
CUST-02309,ACCT-01848,Latin America,marketplace,active,2024-12-02,2025-12-14
CUST-02310,ACCT-03204,Europe,sales_led,inactive,2023-10-28,2025-12-18
CUST-02311,ACCT-01684,Latin America,self_serve,active,2024-06-21,2025-12-29
CUST-02312,ACCT-00406,North America,self_serve,active,2023-06-16,2025-12-07
CUST-02313,ACCT-03061,APAC,partner,active,2024-06-15,2025-12-12
CUST-02314,ACCT-00317,North America,sales_led,active,2025-05-08,2025-12-24
CUST-02315,ACCT-01361,Latin America,partner,trial,2023-10-11,2025-12-29
CUST-02316,ACCT-00004,Europe,self_serve,active,2024-03-10,2025-12-05
CUST-02317,ACCT-00521,APAC,sales_led,active,2025-05-16,2025-12-22
CUST-02318,ACCT-02618,Latin America,self_serve,active,2024-07-01,2025-12-04
CUST-02319,ACCT-05105,APAC,sales_led,active,2023-12-26,2025-12-09
CUST-02320,ACCT-04648,North America,marketplace,inactive,2023-04-19,2025-12-03
CUST-02321,ACCT-00593,North America,self_serve,inactive,2025-04-23,2025-12-12
CUST-02322,ACCT-00210,North America,partner,inactive,2024-07-03,2025-12-26
CUST-02323,ACCT-02029,Latin America,self_serve,active,2023-02-21,2025-12-30
CUST-02324,ACCT-03914,Latin America,partner,active,2024-05-14,2025-12-24
CUST-02325,ACCT-04481,Europe,marketplace,active,2025-05-21,2025-12-18
CUST-02326,ACCT-04939,Latin America,sales_led,active,2025-04-18,2025-12-13
CUST-02327,ACCT-02054,North America,self_serve,inactive,2023-06-26,2025-12-05
CUST-02328,ACCT-01009,APAC,partner,active,2024-01-07,2025-12-27
CUST-02329,ACCT-00159,Europe,sales_led,active,2025-06-06,2025-12-12
CUST-02330,ACCT-00882,North America,marketplace,active,2024-12-04,2025-12-29
CUST-02331,ACCT-00391,Europe,marketplace,inactive,2024-05-19,2025-12-17
CUST-02332,ACCT-05165,Europe,partner,active,2023-10-01,2025-12-29
CUST-02333,ACCT-01611,Europe,partner,active,2024-11-17,2025-12-20
CUST-02334,ACCT-04939,North America,partner,active,2024-06-05,2025-12-13
CUST-02335,ACCT-03319,Europe,partner,inactive,2024-04-16,2025-12-09
CUST-02336,ACCT-03234,North America,sales_led,active,2025-04-14,2025-12-07
CUST-02337,ACCT-02729,Latin America,marketplace,active,2023-12-06,2025-12-16
CUST-02338,ACCT-04916,Europe,sales_led,active,2024-07-16,2025-12-24
CUST-02339,ACCT-00261,North America,self_serve,inactive,2023-02-09,2025-12-04
CUST-02340,ACCT-00557,APAC,partner,trial,2024-10-02,2025-12-03
CUST-02341,ACCT-02541,Latin America,partner,active,2024-05-07,2025-12-02
CUST-02342,ACCT-02367,Europe,marketplace,active,2025-02-27,2025-12-08
CUST-02343,ACCT-03274,Latin America,sales_led,active,2023-10-27,2025-12-08
CUST-02344,ACCT-04427,APAC,sales_led,active,2025-04-12,2025-12-29
CUST-02345,ACCT-03526,APAC,partner,active,2024-06-02,2025-12-14
CUST-02346,ACCT-01545,Europe,sales_led,active,2023-07-07,2025-12-19
CUST-02347,ACCT-01964,North America,marketplace,inactive,2023-05-25,2025-12-24
CUST-02348,ACCT-04514,Europe,sales_led,active,2023-06-26,2025-12-29
CUST-02349,ACCT-01209,Latin America,marketplace,active,2023-09-29,2025-12-25
CUST-02350,ACCT-03026,Latin America,sales_led,active,2024-05-10,2025-12-04
CUST-02351,ACCT-03233,Latin America,self_serve,active,2025-02-20,2025-12-04
CUST-02352,ACCT-04502,Latin America,marketplace,active,2025-06-14,2025-12-09
CUST-02353,ACCT-04287,Europe,partner,active,2024-09-02,2025-12-28
CUST-02354,ACCT-02789,Europe,partner,active,2024-03-17,2025-12-11
CUST-02355,ACCT-01855,Latin America,partner,active,2024-07-05,2025-12-28
CUST-02356,ACCT-02208,APAC,sales_led,active,2023-10-25,2025-12-11
CUST-02357,ACCT-02470,Europe,marketplace,active,2023-08-09,2025-12-30
CUST-02358,ACCT-01316,Europe,sales_led,active,2024-04-28,2025-12-23
CUST-02359,ACCT-03753,Latin America,marketplace,active,2025-01-14,2025-12-28
CUST-02360,ACCT-01251,North America,sales_led,active,2023-02-27,2025-12-03
CUST-02361,ACCT-03893,North America,self_serve,active,2023-04-10,2025-12-14
CUST-02362,ACCT-04509,APAC,self_serve,active,2023-06-09,2025-12-04
CUST-02363,ACCT-05772,North America,marketplace,active,2023-07-08,2025-12-31
CUST-02364,ACCT-00714,North America,partner,inactive,2023-05-15,2025-12-09
CUST-02365,ACCT-04559,Latin America,sales_led,active,2023-04-28,2025-12-17
CUST-02366,ACCT-00516,Europe,marketplace,active,2023-01-26,2025-12-17
CUST-02367,ACCT-02024,APAC,partner,active,2023-11-10,2025-12-05
CUST-02368,ACCT-01058,Europe,partner,inactive,2024-10-11,2025-12-30
CUST-02369,ACCT-00974,North America,partner,active,2023-05-22,2025-12-03
CUST-02370,ACCT-01053,North America,self_serve,inactive,2023-10-20,2025-12-31
CUST-02371,ACCT-00264,Latin America,self_serve,active,2025-05-25,2025-12-21
CUST-02372,ACCT-04939,North America,partner,inactive,2023-06-01,2025-12-27
CUST-02373,ACCT-00367,APAC,self_serve,active,2025-06-07,2025-12-16
CUST-02374,ACCT-02392,Europe,partner,active,2024-04-06,2025-12-14
CUST-02375,ACCT-04195,Europe,self_serve,active,2024-10-13,2025-12-12
CUST-02376,ACCT-05943,Latin America,sales_led,active,2023-10-19,2025-12-08
CUST-02377,ACCT-05123,APAC,partner,inactive,2023-10-20,2025-12-09
CUST-02378,ACCT-00824,APAC,partner,inactive,2023-12-20,2025-12-03
CUST-02379,ACCT-05927,Europe,marketplace,active,2023-04-26,2025-12-18
CUST-02380,ACCT-03922,Europe,partner,active,2023-10-11,2025-12-26
CUST-02381,ACCT-01078,APAC,self_serve,active,2025-03-15,2025-12-27
CUST-02382,ACCT-02693,North America,marketplace,active,2023-01-04,2025-12-23
CUST-02383,ACCT-05508,North America,self_serve,active,2024-05-29,2025-12-13
CUST-02384,ACCT-02358,APAC,self_serve,active,2024-09-11,2025-12-30
CUST-02385,ACCT-01102,APAC,marketplace,active,2023-05-08,2025-12-03
CUST-02386,ACCT-05251,North America,self_serve,inactive,2023-04-10,2025-12-02
CUST-02387,ACCT-05718,Latin America,partner,inactive,2024-05-12,2025-12-27
CUST-02388,ACCT-05854,APAC,sales_led,inactive,2023-07-17,2025-12-08
CUST-02389,ACCT-05735,North America,marketplace,active,2025-05-30,2025-12-14
CUST-02390,ACCT-05238,Latin America,self_serve,inactive,2023-06-21,2025-12-17
CUST-02391,ACCT-02727,Latin America,self_serve,active,2023-04-28,2025-12-09
CUST-02392,ACCT-01154,Europe,sales_led,active,2023-10-26,2025-12-14
CUST-02393,ACCT-03703,Europe,sales_led,active,2023-10-26,2025-12-22
CUST-02394,ACCT-01325,Europe,marketplace,inactive,2023-05-25,2025-12-15
CUST-02395,ACCT-02839,APAC,partner,active,2024-08-21,2025-12-27
CUST-02396,ACCT-03937,North America,self_serve,inactive,2023-11-09,2025-12-24
CUST-02397,ACCT-05680,Europe,marketplace,active,2024-04-19,2025-12-02
CUST-02398,ACCT-01735,North America,sales_led,inactive,2023-08-07,2025-12-26
CUST-02399,ACCT-01512,North America,marketplace,active,2023-03-28,2025-12-14
CUST-02400,ACCT-04409,Europe,marketplace,inactive,2023-02-25,2025-12-23
CUST-02401,ACCT-00039,APAC,self_serve,active,2023-02-17,2025-12-18
CUST-02402,ACCT-03399,Latin America,partner,active,2025-02-22,2025-12-24
CUST-02403,ACCT-04476,North America,sales_led,active,2023-08-26,2025-12-14
CUST-02404,ACCT-03306,North America,sales_led,active,2023-10-03,2025-12-15
CUST-02405,ACCT-02304,Europe,sales_led,active,2024-06-05,2025-12-13
CUST-02406,ACCT-04972,APAC,partner,active,2023-03-27,2025-12-22
CUST-02407,ACCT-02227,Latin America,sales_led,active,2024-06-24,2025-12-14
CUST-02408,ACCT-04264,APAC,self_serve,inactive,2024-04-14,2025-12-10
CUST-02409,ACCT-02785,APAC,sales_led,active,2024-12-13,2025-12-10
CUST-02410,ACCT-00160,North America,self_serve,inactive,2023-04-21,2025-12-14
CUST-02411,ACCT-03184,North America,marketplace,active,2023-01-16,2025-12-23
CUST-02412,ACCT-00297,North America,partner,active,2024-11-26,2025-12-16
CUST-02413,ACCT-05586,APAC,sales_led,inactive,2023-11-30,2025-12-15
CUST-02414,ACCT-03610,Europe,sales_led,active,2023-02-25,2025-12-03
CUST-02415,ACCT-02233,North America,self_serve,active,2024-05-15,2025-12-20
CUST-02416,ACCT-02918,APAC,sales_led,active,2024-02-23,2025-12-22
CUST-02417,ACCT-03716,Latin America,marketplace,active,2025-05-05,2025-12-09
CUST-02418,ACCT-01562,Europe,self_serve,active,2025-04-29,2025-12-12
CUST-02419,ACCT-01731,Latin America,self_serve,active,2024-04-30,2025-12-19
CUST-02420,ACCT-02512,APAC,marketplace,inactive,2023-05-24,2025-12-31
CUST-02421,ACCT-01552,APAC,partner,active,2024-11-04,2025-12-10
CUST-02422,ACCT-04548,Latin America,self_serve,active,2023-07-01,2025-12-09
CUST-02423,ACCT-00623,North America,sales_led,active,2025-01-24,2025-12-04
CUST-02424,ACCT-04960,Latin America,partner,active,2024-06-24,2025-12-16
CUST-02425,ACCT-02092,Latin America,sales_led,active,2023-11-15,2025-12-16
CUST-02426,ACCT-03368,Latin America,sales_led,trial,2025-05-31,2025-12-25
CUST-02427,ACCT-00947,APAC,partner,active,2024-04-07,2025-12-18
CUST-02428,ACCT-02313,Latin America,partner,active,2023-12-14,2025-12-31
CUST-02429,ACCT-04528,Latin America,marketplace,inactive,2023-06-20,2025-12-16
CUST-02430,ACCT-01625,Latin America,self_serve,active,2024-08-06,2025-12-10
CUST-02431,ACCT-00794,Latin America,sales_led,active,2023-08-31,2025-12-08
CUST-02432,ACCT-03132,Latin America,self_serve,active,2023-05-18,2025-12-12
CUST-02433,ACCT-00975,Europe,partner,active,2023-04-17,2025-12-07
CUST-02434,ACCT-01889,APAC,partner,active,2024-07-31,2025-12-12
CUST-02435,ACCT-02703,Europe,sales_led,inactive,2025-04-08,2025-12-08
CUST-02436,ACCT-03385,Latin America,partner,active,2023-08-16,2025-12-18
CUST-02437,ACCT-03837,Latin America,sales_led,active,2023-07-15,2025-12-13
CUST-02438,ACCT-04060,Latin America,self_serve,active,2024-07-05,2025-12-12
CUST-02439,ACCT-05066,APAC,partner,inactive,2023-05-09,2025-12-14
CUST-02440,ACCT-00397,Europe,sales_led,active,2023-03-21,2025-12-14
CUST-02441,ACCT-02174,North America,sales_led,inactive,2024-07-27,2025-12-08
CUST-02442,ACCT-00007,APAC,sales_led,active,2024-04-17,2025-12-24
CUST-02443,ACCT-00057,APAC,marketplace,inactive,2023-01-26,2025-12-22
CUST-02444,ACCT-01274,APAC,self_serve,active,2023-08-02,2025-12-16
CUST-02445,ACCT-03589,APAC,sales_led,active,2023-06-28,2025-12-12
CUST-02446,ACCT-05368,Latin America,partner,active,2024-09-05,2025-12-16
CUST-02447,ACCT-04642,North America,self_serve,inactive,2024-08-22,2025-12-26
CUST-02448,ACCT-03878,Europe,self_serve,active,2024-11-03,2025-12-07
CUST-02449,ACCT-04669,APAC,partner,active,2023-03-31,2025-12-15
CUST-02450,ACCT-01032,Latin America,partner,active,2025-02-02,2025-12-18
CUST-02451,ACCT-05040,Latin America,partner,active,2023-07-08,2025-12-05
CUST-02452,ACCT-05342,Latin America,self_serve,trial,2025-06-12,2025-12-18
CUST-02453,ACCT-00571,Latin America,marketplace,inactive,2025-02-23,2025-12-27
CUST-02454,ACCT-02820,Latin America,sales_led,active,2024-02-18,2025-12-02
CUST-02455,ACCT-04981,APAC,self_serve,active,2024-12-08,2025-12-20
CUST-02456,ACCT-02857,North America,sales_led,active,2024-08-26,2025-12-05
CUST-02457,ACCT-05043,APAC,self_serve,inactive,2024-11-27,2025-12-16
CUST-02458,ACCT-05614,APAC,sales_led,active,2023-01-17,2025-12-24
CUST-02459,ACCT-02848,North America,sales_led,active,2023-03-17,2025-12-20
CUST-02460,ACCT-00357,Latin America,sales_led,active,2025-03-25,2025-12-04
CUST-02461,ACCT-02041,APAC,sales_led,active,2024-12-04,2025-12-03
CUST-02462,ACCT-01292,Latin America,marketplace,active,2024-07-08,2025-12-27
CUST-02463,ACCT-02845,North America,marketplace,active,2023-10-09,2025-12-02
CUST-02464,ACCT-03515,Latin America,sales_led,trial,2024-01-15,2025-12-06
CUST-02465,ACCT-02784,Europe,marketplace,active,2023-12-20,2025-12-12
CUST-02466,ACCT-01173,APAC,marketplace,active,2024-01-26,2025-12-26
CUST-02467,ACCT-01807,APAC,marketplace,active,2024-07-19,2025-12-14
CUST-02468,ACCT-04078,APAC,self_serve,active,2024-11-13,2025-12-19
CUST-02469,ACCT-00162,Latin America,sales_led,active,2023-12-12,2025-12-28
CUST-02470,ACCT-01285,North America,sales_led,active,2025-01-20,2025-12-02
CUST-02471,ACCT-05355,APAC,self_serve,active,2023-03-23,2025-12-13
CUST-02472,ACCT-00595,Latin America,self_serve,active,2024-12-28,2025-12-29
CUST-02473,ACCT-02489,North America,partner,trial,2024-08-31,2025-12-21
CUST-02474,ACCT-01242,Europe,sales_led,active,2024-04-04,2025-12-06
CUST-02475,ACCT-00628,Europe,marketplace,active,2023-12-04,2025-12-18
CUST-02476,ACCT-02537,APAC,partner,active,2023-12-01,2025-12-17
CUST-02477,ACCT-03129,Latin America,self_serve,active,2023-11-21,2025-12-27
CUST-02478,ACCT-01057,Latin America,marketplace,inactive,2025-04-30,2025-12-28
CUST-02479,ACCT-00467,Latin America,sales_led,active,2023-01-25,2025-12-02
CUST-02480,ACCT-00809,Europe,partner,active,2024-07-24,2025-12-03
CUST-02481,ACCT-03910,APAC,marketplace,active,2025-06-09,2025-12-29
CUST-02482,ACCT-05162,North America,partner,active,2024-05-04,2025-12-15
CUST-02483,ACCT-01082,Europe,self_serve,trial,2024-07-29,2025-12-11
CUST-02484,ACCT-01923,North America,self_serve,active,2024-06-22,2025-12-05
CUST-02485,ACCT-02063,North America,sales_led,active,2024-03-31,2025-12-15
CUST-02486,ACCT-02165,Latin America,self_serve,trial,2024-07-20,2025-12-05
CUST-02487,ACCT-01466,Latin America,self_serve,inactive,2025-03-24,2025-12-28
CUST-02488,ACCT-00332,APAC,marketplace,inactive,2024-10-03,2025-12-31
CUST-02489,ACCT-03151,North America,self_serve,active,2025-02-03,2025-12-18
CUST-02490,ACCT-02145,North America,self_serve,active,2024-05-12,2025-12-24
CUST-02491,ACCT-02054,North America,partner,active,2024-11-27,2025-12-09
CUST-02492,ACCT-01589,APAC,self_serve,active,2025-02-26,2025-12-21
CUST-02493,ACCT-05577,North America,sales_led,active,2023-07-10,2025-12-19
CUST-02494,ACCT-03663,Europe,marketplace,active,2025-02-12,2025-12-15
CUST-02495,ACCT-02513,Latin America,partner,active,2024-09-09,2025-12-03
CUST-02496,ACCT-01233,Latin America,marketplace,active,2024-02-03,2025-12-29
CUST-02497,ACCT-04807,Latin America,sales_led,active,2024-11-27,2025-12-15
CUST-02498,ACCT-05331,Europe,partner,active,2023-06-01,2025-12-20
CUST-02499,ACCT-00194,APAC,self_serve,active,2024-09-20,2025-12-30
CUST-02500,ACCT-05578,North America,sales_led,active,2024-06-02,2025-12-07
CUST-02501,ACCT-04197,Latin America,self_serve,active,2025-03-10,2025-12-04
CUST-02502,ACCT-00599,North America,marketplace,active,2024-07-12,2025-12-26
CUST-02503,ACCT-04519,APAC,self_serve,active,2024-04-18,2025-12-09
CUST-02504,ACCT-00645,APAC,self_serve,active,2024-04-16,2025-12-10
CUST-02505,ACCT-00306,Latin America,sales_led,active,2024-05-14,2025-12-10
CUST-02506,ACCT-00692,Europe,sales_led,active,2025-03-12,2025-12-18
CUST-02507,ACCT-02759,North America,sales_led,active,2024-12-07,2025-12-22
CUST-02508,ACCT-03718,Latin America,sales_led,trial,2023-03-25,2025-12-29
CUST-02509,ACCT-02444,APAC,sales_led,active,2024-04-24,2025-12-30
CUST-02510,ACCT-00732,Europe,marketplace,active,2023-09-16,2025-12-26
CUST-02511,ACCT-01196,Europe,partner,active,2023-05-29,2025-12-16
CUST-02512,ACCT-05115,Europe,marketplace,active,2025-02-18,2025-12-27
CUST-02513,ACCT-05776,Europe,marketplace,active,2025-02-10,2025-12-11
CUST-02514,ACCT-04526,Europe,partner,active,2025-04-25,2025-12-13
CUST-02515,ACCT-00621,Europe,marketplace,trial,2023-12-21,2025-12-21
CUST-02516,ACCT-04919,Europe,self_serve,active,2024-01-19,2025-12-29
CUST-02517,ACCT-04152,North America,marketplace,active,2024-12-01,2025-12-16
CUST-02518,ACCT-03157,Latin America,sales_led,inactive,2023-06-23,2025-12-07
CUST-02519,ACCT-00860,North America,partner,active,2023-02-18,2025-12-20
CUST-02520,ACCT-05981,North America,self_serve,active,2024-01-14,2025-12-07
CUST-02521,ACCT-02656,North America,self_serve,active,2024-07-20,2025-12-23
CUST-02522,ACCT-00266,Latin America,marketplace,active,2024-02-15,2025-12-29
CUST-02523,ACCT-01260,Europe,sales_led,active,2023-07-10,2025-12-12
CUST-02524,ACCT-02408,Europe,self_serve,trial,2024-04-12,2025-12-05
CUST-02525,ACCT-00374,Europe,partner,active,2025-04-28,2025-12-05
CUST-02526,ACCT-01944,North America,self_serve,active,2023-09-04,2025-12-03
CUST-02527,ACCT-02811,Europe,sales_led,inactive,2023-12-27,2025-12-28
CUST-02528,ACCT-05692,North America,partner,active,2023-10-09,2025-12-30
CUST-02529,ACCT-00519,Latin America,partner,inactive,2023-09-22,2025-12-14
CUST-02530,ACCT-03462,North America,sales_led,active,2024-08-13,2025-12-03
CUST-02531,ACCT-05495,Europe,sales_led,active,2023-12-04,2025-12-02
CUST-02532,ACCT-04838,Latin America,marketplace,inactive,2024-07-13,2025-12-23
CUST-02533,ACCT-05550,Latin America,self_serve,active,2023-01-18,2025-12-20
CUST-02534,ACCT-01023,APAC,self_serve,active,2024-08-18,2025-12-12
CUST-02535,ACCT-04809,North America,self_serve,trial,2023-04-05,2025-12-04
CUST-02536,ACCT-05872,Europe,marketplace,trial,2023-12-06,2025-12-26
CUST-02537,ACCT-01957,North America,sales_led,inactive,2025-02-24,2025-12-02
CUST-02538,ACCT-02992,APAC,self_serve,active,2023-10-30,2025-12-07
CUST-02539,ACCT-03186,Europe,self_serve,active,2024-09-20,2025-12-29
CUST-02540,ACCT-02963,APAC,self_serve,active,2023-11-13,2025-12-06
CUST-02541,ACCT-01739,APAC,marketplace,active,2025-03-23,2025-12-12
CUST-02542,ACCT-05826,Latin America,sales_led,active,2025-05-06,2025-12-02
CUST-02543,ACCT-05739,Europe,self_serve,active,2025-03-29,2025-12-25
CUST-02544,ACCT-02285,Latin America,self_serve,active,2023-12-22,2025-12-02
CUST-02545,ACCT-04832,Europe,partner,active,2023-10-13,2025-12-30
CUST-02546,ACCT-02386,APAC,partner,active,2024-06-29,2025-12-29
CUST-02547,ACCT-04769,APAC,marketplace,active,2025-01-05,2025-12-18
CUST-02548,ACCT-03509,Latin America,self_serve,active,2024-04-15,2025-12-12
CUST-02549,ACCT-02822,Europe,self_serve,trial,2024-10-26,2025-12-26
CUST-02550,ACCT-00769,Latin America,self_serve,active,2025-02-27,2025-12-23
CUST-02551,ACCT-03928,Europe,sales_led,active,2024-11-07,2025-12-20
CUST-02552,ACCT-01927,Europe,partner,active,2023-11-29,2025-12-28
CUST-02553,ACCT-01302,Europe,partner,active,2023-08-13,2025-12-26
CUST-02554,ACCT-01160,APAC,self_serve,active,2024-01-26,2025-12-27
CUST-02555,ACCT-05892,APAC,partner,inactive,2024-06-01,2025-12-03
CUST-02556,ACCT-00620,North America,partner,active,2025-01-28,2025-12-03
CUST-02557,ACCT-04792,Latin America,self_serve,active,2023-09-28,2025-12-13
CUST-02558,ACCT-05197,Latin America,partner,active,2023-05-25,2025-12-11
CUST-02559,ACCT-00187,North America,sales_led,active,2023-10-11,2025-12-27
CUST-02560,ACCT-03536,Latin America,self_serve,trial,2024-06-18,2025-12-30
CUST-02561,ACCT-03465,APAC,sales_led,inactive,2023-07-28,2025-12-20
CUST-02562,ACCT-02153,North America,marketplace,active,2023-12-26,2025-12-02
CUST-02563,ACCT-04001,Europe,partner,inactive,2023-08-20,2025-12-17
CUST-02564,ACCT-02453,Latin America,sales_led,active,2025-06-06,2025-12-07
CUST-02565,ACCT-02639,Europe,marketplace,active,2024-04-06,2025-12-20
CUST-02566,ACCT-02590,Latin America,sales_led,inactive,2024-10-11,2025-12-22
CUST-02567,ACCT-04805,Europe,sales_led,active,2024-04-13,2025-12-07
CUST-02568,ACCT-03799,North America,self_serve,trial,2023-01-10,2025-12-17
CUST-02569,ACCT-02275,Europe,marketplace,active,2023-08-26,2025-12-10
CUST-02570,ACCT-05561,APAC,marketplace,active,2025-01-25,2025-12-10
CUST-02571,ACCT-04813,APAC,self_serve,active,2024-04-05,2025-12-10
CUST-02572,ACCT-05597,Latin America,partner,inactive,2024-09-24,2025-12-11
CUST-02573,ACCT-04384,North America,marketplace,active,2024-11-16,2025-12-07
CUST-02574,ACCT-02349,Latin America,partner,inactive,2024-05-19,2025-12-18
