payment_id,invoice_id,customer_id,payment_date,payment_amount,status,currency
PAY-0029832,INV-0008445,CUST-04383,2025-06-11,529.78,succeeded,USD
PAY-0029833,INV-0017996,CUST-04040,2025-12-04,274.83,succeeded,USD
PAY-0029834,INV-0009815,CUST-00533,2025-11-15,482.94,succeeded,USD
PAY-0029835,INV-0029326,CUST-04663,2025-11-04,298.92,pending,USD
PAY-0029836,INV-0032981,CUST-03426,2025-02-17,850.91,succeeded,USD
PAY-0029837,INV-0035369,CUST-02168,2025-10-16,328.76,succeeded,USD
PAY-0029838,INV-0035870,CUST-00543,2025-11-23,292.42,succeeded,USD
PAY-0029839,INV-0019196,CUST-03004,2025-03-24,114.98,succeeded,USD
PAY-0029840,INV-0002654,CUST-00373,2025-09-16,141.46,succeeded,USD
PAY-0029841,INV-0004180,CUST-04536,2025-09-14,298.86,succeeded,USD
PAY-0029842,INV-0040117,CUST-04600,2025-08-31,260.07,succeeded,USD
PAY-0029843,INV-0031205,CUST-00451,2025-12-28,743.13,succeeded,USD
PAY-0029844,INV-0005117,CUST-00329,2025-04-18,196.68,succeeded,USD
PAY-0029845,INV-0022756,CUST-02322,2025-11-15,416.33,succeeded,EUR
PAY-0029846,INV-0017634,CUST-00307,2025-08-09,305.74,succeeded,USD
PAY-0029847,INV-0035909,CUST-00467,2025-01-07,49.75,succeeded,USD
PAY-0029848,INV-0014690,CUST-01392,2025-03-01,1036.03,succeeded,USD
PAY-0029849,INV-0012819,CUST-04477,2025-01-15,292.37,succeeded,USD
PAY-0029850,INV-0007140,CUST-04649,2025-03-05,393.49,succeeded,USD
PAY-0029851,INV-0015819,CUST-04644,2025-07-18,194.24,succeeded,USD
PAY-0029852,INV-0007571,CUST-02453,2025-02-12,201.39,succeeded,USD
PAY-0029853,INV-0020024,CUST-01329,2025-02-27,508.08,succeeded,USD
PAY-0029854,INV-0005063,CUST-03545,2025-09-23,75.72,succeeded,USD
PAY-0029855,INV-0017193,CUST-03763,2025-05-14,953.89,succeeded,USD
PAY-0029856,INV-0004271,CUST-04605,2025-07-05,279.43,succeeded,USD
PAY-0029857,INV-0017600,CUST-04088,2025-03-25,1192.17,succeeded,EUR
PAY-0029858,INV-0031797,CUST-03425,2025-05-09,158.88,succeeded,USD
PAY-0029859,INV-0035994,CUST-03819,2025-11-12,123.4,failed,USD
PAY-0029860,INV-0013178,CUST-00151,2025-03-06,648.73,failed,EUR
PAY-0029861,INV-0001951,CUST-03207,2025-04-08,147.7,succeeded,USD
PAY-0029862,INV-0029303,CUST-00403,2025-05-26,161.28,succeeded,USD
PAY-0029863,INV-0021480,CUST-02250,2025-03-11,387.89,succeeded,USD
PAY-0029864,INV-0031773,CUST-01831,2025-05-04,285.67,succeeded,GBP
PAY-0029865,INV-0041584,CUST-03765,2025-01-24,395.17,succeeded,USD
PAY-0029866,INV-0001707,CUST-01260,2025-08-01,360.97,succeeded,USD
PAY-0029867,INV-0035286,CUST-04672,2025-04-21,400.71,succeeded,USD
PAY-0029868,INV-0039136,CUST-03861,2025-10-16,471.14,succeeded,USD
PAY-0029869,INV-0027651,CUST-01519,2025-09-27,402.31,succeeded,USD
PAY-0029870,INV-0017546,CUST-02547,2025-07-11,298.08,succeeded,USD
PAY-0029871,INV-0005947,CUST-02211,2025-04-25,459.79,succeeded,EUR
PAY-0029872,INV-0001737,CUST-04442,2025-03-29,129.91,succeeded,USD
PAY-0029873,INV-0017753,CUST-01356,2025-08-24,551.12,succeeded,USD
PAY-0029874,INV-0026859,CUST-04859,2025-12-22,192.13,succeeded,USD
PAY-0029875,INV-0000875,CUST-02570,2025-02-21,451.0,succeeded,USD
PAY-0029876,INV-0033921,CUST-03227,2025-03-18,155.01,succeeded,USD
PAY-0029877,INV-0022750,CUST-00475,2025-11-09,243.65,succeeded,USD
PAY-0029878,INV-0026522,CUST-00944,2025-08-24,574.99,succeeded,USD
PAY-0029879,INV-0035609,CUST-00004,2025-06-04,246.74,succeeded,USD
PAY-0029880,INV-0024662,CUST-02581,2025-07-25,919.83,succeeded,USD
PAY-0029881,INV-0029367,CUST-02891,2025-10-11,711.81,succeeded,USD
PAY-0029882,INV-0025561,CUST-04021,2025-10-20,267.13,succeeded,USD
PAY-0029883,INV-0040212,CUST-03356,2025-05-16,361.28,succeeded,EUR
PAY-0029884,INV-0003039,CUST-00170,2025-04-23,138.58,succeeded,USD
PAY-0029885,INV-0003087,CUST-03292,2025-03-21,636.53,succeeded,USD
PAY-0029886,INV-0016360,CUST-04297,2025-01-12,232.88,succeeded,EUR
PAY-0029887,INV-0040388,CUST-03033,2025-12-27,352.38,succeeded,USD
PAY-0029888,INV-0022520,CUST-00810,2025-03-31,380.66,succeeded,USD
PAY-0029889,INV-0013682,CUST-01579,2025-11-27,1054.29,succeeded,EUR
PAY-0029890,INV-0035566,CUST-00248,2025-11-03,561.38,succeeded,USD
PAY-0029891,INV-0002795,CUST-04479,2025-12-22,179.11,succeeded,USD
PAY-0029892,INV-0030623,CUST-04818,2025-12-07,254.12,pending,USD
PAY-0029893,INV-0016115,CUST-03325,2025-06-02,192.14,succeeded,USD
PAY-0029894,INV-0027042,CUST-04969,2025-11-20,116.73,succeeded,USD
PAY-0029895,INV-0032829,CUST-03364,2025-09-23,683.66,succeeded,USD
PAY-0029896,INV-0026758,CUST-03338,2025-01-22,166.4,succeeded,USD
PAY-0029897,INV-0027009,CUST-01328,2025-07-13,66.48,succeeded,USD
PAY-0029898,INV-0009287,CUST-04165,2025-06-21,635.89,failed,USD
PAY-0029899,INV-0013683,CUST-00685,2025-03-08,607.28,succeeded,USD
PAY-0029900,INV-0030866,CUST-02944,2025-10-22,424.72,succeeded,USD
PAY-0029901,INV-0039647,CUST-01049,2025-07-10,680.84,succeeded,USD
PAY-0029902,INV-0038204,CUST-01756,2025-04-18,542.17,succeeded,USD
PAY-0029903,INV-0011432,CUST-01628,2025-12-11,417.37,succeeded,USD
PAY-0029904,INV-0022969,CUST-04560,2025-08-24,149.23,succeeded,USD
PAY-0029905,INV-0013170,CUST-03889,2025-12-30,70.13,succeeded,USD
PAY-0029906,INV-0032484,CUST-03432,2025-12-05,868.36,succeeded,GBP
PAY-0029907,INV-0038897,CUST-01185,2025-01-28,191.44,succeeded,USD
PAY-0029908,INV-0032054,CUST-01442,2025-06-13,305.55,failed,USD
PAY-0029909,INV-0029041,CUST-01061,2025-07-31,595.35,succeeded,EUR
PAY-0029910,INV-0009334,CUST-04119,2025-09-16,1084.92,succeeded,GBP
PAY-0029911,INV-0014157,CUST-01657,2025-12-24,970.62,succeeded,EUR
PAY-0029912,INV-0008238,CUST-00126,2025-05-02,216.41,succeeded,USD
PAY-0029913,INV-0031653,CUST-01631,2025-11-06,240.25,succeeded,GBP
PAY-0029914,INV-0035361,CUST-03830,2025-04-02,811.64,succeeded,EUR
PAY-0029915,INV-0035027,CUST-01132,2025-04-21,1058.97,succeeded,USD
PAY-0029916,INV-0013234,CUST-03201,2025-01-02,289.28,succeeded,USD
PAY-0029917,INV-0008855,CUST-02091,2025-05-06,435.39,succeeded,USD
PAY-0029918,INV-0001729,CUST-03452,2025-08-02,49.16,succeeded,USD
PAY-0029919,INV-0002195,CUST-00646,2025-12-05,84.32,succeeded,GBP
PAY-0029920,INV-0011170,CUST-02184,2025-04-07,247.53,succeeded,USD
PAY-0029921,INV-0014585,CUST-03209,2025-02-24,421.66,succeeded,USD
PAY-0029922,INV-0038770,CUST-00801,2025-04-26,279.38,succeeded,USD
PAY-0029923,INV-0000877,CUST-04141,2025-06-25,335.62,succeeded,USD
PAY-0029924,INV-0030606,CUST-01932,2025-07-02,712.65,pending,USD
PAY-0029925,INV-0021119,CUST-00886,2025-02-02,477.33,succeeded,USD
PAY-0029926,INV-0000614,CUST-03977,2025-06-07,167.02,succeeded,USD
PAY-0029927,INV-0041754,CUST-03610,2025-02-17,911.71,succeeded,USD
PAY-0029928,INV-0001837,CUST-01865,2025-11-12,400.72,succeeded,EUR
PAY-0029929,INV-0030118,CUST-04753,2025-05-30,458.18,succeeded,USD
PAY-0029930,INV-0018012,CUST-01519,2025-03-12,189.27,failed,USD
PAY-0029931,INV-0019190,CUST-02566,2025-05-31,699.12,succeeded,USD
PAY-0029932,INV-0023662,CUST-01593,2025-12-07,305.35,succeeded,USD
PAY-0029933,INV-0041532,CUST-00640,2025-09-28,513.66,succeeded,USD
PAY-0029934,INV-0020981,CUST-00646,2025-01-30,228.55,succeeded,USD
PAY-0029935,INV-0044609,CUST-04242,2025-01-29,608.4,pending,USD
PAY-0029936,INV-0020896,CUST-04892,2025-01-12,306.82,succeeded,USD
PAY-0029937,INV-0024361,CUST-03663,2025-09-11,176.58,succeeded,USD
PAY-0029938,INV-0020158,CUST-00838,2025-03-05,145.8,succeeded,USD
PAY-0029939,INV-0014786,CUST-01208,2025-03-16,276.3,succeeded,USD
PAY-0029940,INV-0018951,CUST-02469,2025-11-22,558.73,succeeded,USD
PAY-0029941,INV-0001153,CUST-04295,2025-07-20,218.32,succeeded,USD
PAY-0029942,INV-0025506,CUST-03542,2025-03-01,208.28,succeeded,USD
PAY-0029943,INV-0022672,CUST-00305,2025-09-27,250.51,succeeded,USD
PAY-0029944,INV-0022865,CUST-04396,2025-12-01,642.72,failed,USD
PAY-0029945,INV-0040539,CUST-02505,2025-03-28,207.05,succeeded,USD
PAY-0029946,INV-0039290,CUST-02861,2025-05-27,437.41,succeeded,USD
PAY-0029947,INV-0023516,CUST-02621,2025-06-18,323.23,succeeded,USD
PAY-0029948,INV-0028272,CUST-04491,2025-07-24,1309.86,succeeded,USD
PAY-0029949,INV-0001407,CUST-02560,2025-08-28,692.58,succeeded,USD
PAY-0029950,INV-0033182,CUST-00970,2025-08-09,346.55,succeeded,EUR
PAY-0029951,INV-0010874,CUST-04221,2025-09-29,543.79,succeeded,USD
PAY-0029952,INV-0041547,CUST-02772,2025-06-13,42.66,succeeded,USD
PAY-0029953,INV-0023833,CUST-00846,2025-09-30,933.45,succeeded,USD
PAY-0029954,INV-0022003,CUST-00169,2025-10-13,1084.49,succeeded,USD
PAY-0029955,INV-0018293,CUST-04079,2025-03-26,465.07,succeeded,USD
PAY-0029956,INV-0023352,CUST-04180,2025-10-06,75.08,succeeded,USD
PAY-0029957,INV-0021332,CUST-04489,2025-01-03,394.08,failed,USD
PAY-0029958,INV-0034626,CUST-03832,2025-07-17,242.45,pending,GBP
PAY-0029959,INV-0021746,CUST-02688,2025-02-21,221.65,succeeded,USD
PAY-0029960,INV-0034318,CUST-03297,2025-10-23,201.93,succeeded,USD
PAY-0029961,INV-0034159,CUST-01666,2025-04-25,1026.38,failed,EUR
PAY-0029962,INV-0022613,CUST-04225,2025-01-14,76.7,succeeded,USD
PAY-0029963,INV-0006544,CUST-04974,2025-01-28,306.3,succeeded,USD
PAY-0029964,INV-0009935,CUST-02297,2025-08-29,546.57,succeeded,USD
PAY-0029965,INV-0034048,CUST-02799,2025-03-12,96.18,succeeded,USD
PAY-0029966,INV-0001404,CUST-04887,2025-12-17,57.24,succeeded,EUR
PAY-0029967,INV-0011545,CUST-02978,2025-04-18,178.55,succeeded,USD
PAY-0029968,INV-0030919,CUST-02844,2025-01-12,153.4,succeeded,USD
PAY-0029969,INV-0033494,CUST-01646,2025-09-16,616.42,succeeded,USD
PAY-0029970,INV-0006939,CUST-04712,2025-03-11,69.82,succeeded,USD
PAY-0029971,INV-0031240,CUST-00384,2025-08-25,109.01,succeeded,USD
PAY-0029972,INV-0033202,CUST-01921,2025-10-04,580.86,succeeded,USD
PAY-0029973,INV-0000759,CUST-02329,2025-10-18,373.92,succeeded,EUR
PAY-0029974,INV-0022099,CUST-00674,2025-05-13,509.58,failed,USD
PAY-0029975,INV-0019981,CUST-03190,2025-10-21,436.8,succeeded,GBP
PAY-0029976,INV-0022844,CUST-02250,2025-04-12,768.62,succeeded,USD
PAY-0029977,INV-0006692,CUST-03457,2025-10-31,390.22,succeeded,USD
PAY-0029978,INV-0037292,CUST-02444,2025-09-06,312.31,succeeded,USD
PAY-0029979,INV-0006898,CUST-04133,2025-01-26,242.56,succeeded,USD
PAY-0029980,INV-0038407,CUST-00518,2025-11-01,720.15,succeeded,USD
PAY-0029981,INV-0032527,CUST-01735,2025-03-30,141.09,pending,USD
PAY-0029982,INV-0015401,CUST-01174,2025-02-26,44.08,succeeded,EUR
PAY-0029983,INV-0021064,CUST-02690,2025-12-06,252.44,failed,EUR
PAY-0029984,INV-0012873,CUST-04610,2025-10-27,631.72,succeeded,GBP
PAY-0029985,INV-0038683,CUST-04260,2025-05-06,964.52,failed,USD
PAY-0029986,INV-0042619,CUST-02784,2025-11-19,125.82,succeeded,USD
PAY-0029987,INV-0003263,CUST-03682,2025-09-10,207.37,succeeded,USD
PAY-0029988,INV-0031958,CUST-03004,2025-04-15,353.93,succeeded,USD
PAY-0029989,INV-0013863,CUST-02902,2025-03-07,394.86,succeeded,USD
PAY-0029990,INV-0042153,CUST-02172,2025-12-10,509.46,failed,EUR
PAY-0029991,INV-0000160,CUST-04682,2025-03-10,395.99,succeeded,USD
PAY-0029992,INV-0030290,CUST-01565,2025-12-08,409.1,pending,USD
PAY-0029993,INV-0022402,CUST-02619,2025-12-19,112.4,succeeded,USD
PAY-0029994,INV-0012347,CUST-03681,2025-02-16,292.89,succeeded,EUR
PAY-0029995,INV-0022328,CUST-02090,2025-10-21,94.82,succeeded,EUR
PAY-0029996,INV-0034276,CUST-00281,2025-04-10,115.22,succeeded,USD
PAY-0029997,INV-0021367,CUST-00538,2025-02-24,399.35,succeeded,USD
PAY-0029998,INV-0040600,CUST-01004,2025-06-19,363.39,succeeded,GBP
PAY-0029999,INV-0004906,CUST-02370,2025-03-25,108.83,succeeded,USD
PAY-0030000,INV-0025909,CUST-00637,2025-08-08,251.88,pending,GBP
PAY-0030001,INV-0023581,CUST-02990,2025-03-12,251.18,succeeded,USD
PAY-0030002,INV-0018601,CUST-01569,2025-11-21,608.73,succeeded,USD
PAY-0030003,INV-0008442,CUST-04006,2025-11-14,415.27,succeeded,USD
PAY-0030004,INV-0029955,CUST-03160,2025-05-29,429.2,succeeded,USD
PAY-0030005,INV-0043268,CUST-01754,2025-10-07,332.88,succeeded,USD
PAY-0030006,INV-0038011,CUST-01734,2025-06-30,310.47,succeeded,USD
PAY-0030007,INV-0026321,CUST-03926,2025-10-31,203.49,succeeded,USD
PAY-0030008,INV-0022346,CUST-04169,2025-12-09,389.44,succeeded,USD
PAY-0030009,INV-0002295,CUST-03747,2025-03-20,242.48,succeeded,GBP
PAY-0030010,INV-0023250,CUST-03757,2025-07-26,280.59,succeeded,USD
PAY-0030011,INV-0029770,CUST-03539,2025-04-03,307.84,succeeded,USD
PAY-0030012,INV-0019017,CUST-02715,2025-11-22,71.89,succeeded,EUR
PAY-0030013,INV-0029540,CUST-00990,2025-05-09,520.8,succeeded,USD
PAY-0030014,INV-0010573,CUST-04886,2025-08-23,314.0,succeeded,USD
PAY-0030015,INV-0034585,CUST-00487,2025-10-08,390.22,succeeded,USD
PAY-0030016,INV-0018944,CUST-01802,2025-11-05,337.06,succeeded,USD
PAY-0030017,INV-0026554,CUST-01545,2025-05-31,280.21,pending,USD
PAY-0030018,INV-0003716,CUST-02675,2025-02-17,320.83,succeeded,USD
PAY-0030019,INV-0035889,CUST-00001,2025-05-05,471.86,succeeded,USD
PAY-0030020,INV-0026434,CUST-04512,2025-04-24,828.9,succeeded,USD
PAY-0030021,INV-0002398,CUST-02074,2025-04-28,157.3,succeeded,USD
PAY-0030022,INV-0043070,CUST-01702,2025-05-30,117.49,succeeded,USD
PAY-0030023,INV-0011475,CUST-04944,2025-12-13,436.99,failed,USD
PAY-0030024,INV-0017385,CUST-04908,2025-01-22,413.63,succeeded,GBP
PAY-0030025,INV-0037233,CUST-00821,2025-02-14,756.5,succeeded,USD
PAY-0030026,INV-0038914,CUST-01513,2025-08-29,200.09,succeeded,USD
PAY-0030027,INV-0040603,CUST-02337,2025-01-30,227.33,succeeded,USD
PAY-0030028,INV-0026037,CUST-03728,2025-01-29,296.51,succeeded,USD
PAY-0030029,INV-0043219,CUST-00077,2025-10-16,397.75,succeeded,USD
PAY-0030030,INV-0011731,CUST-00017,2025-06-29,386.82,succeeded,USD
PAY-0030031,INV-0017841,CUST-01346,2025-10-12,594.98,succeeded,EUR
PAY-0030032,INV-0038366,CUST-02605,2025-07-26,185.71,succeeded,USD
PAY-0030033,INV-0039400,CUST-01268,2025-06-06,511.92,pending,USD
PAY-0030034,INV-0026171,CUST-01610,2025-02-11,1054.7,succeeded,USD
PAY-0030035,INV-0019243,CUST-02339,2025-05-19,409.65,failed,USD
PAY-0030036,INV-0003083,CUST-02839,2025-03-27,944.58,succeeded,GBP
PAY-0030037,INV-0032852,CUST-00607,2025-02-25,619.02,succeeded,USD
PAY-0030038,INV-0026476,CUST-00474,2025-09-12,37.03,succeeded,USD
PAY-0030039,INV-0034965,CUST-02416,2025-09-14,186.76,succeeded,USD
PAY-0030040,INV-0008948,CUST-03632,2025-05-30,217.75,succeeded,EUR
PAY-0030041,INV-0010271,CUST-02924,2025-12-23,922.6,succeeded,USD
PAY-0030042,INV-0027193,CUST-04091,2025-06-06,264.57,succeeded,USD
PAY-0030043,INV-0025102,CUST-04256,2025-02-21,109.36,succeeded,USD
PAY-0030044,INV-0010219,CUST-03550,2025-03-31,157.87,succeeded,USD
PAY-0030045,INV-0043710,CUST-00658,2025-07-10,48.62,failed,USD
PAY-0030046,INV-0004992,CUST-03262,2025-12-12,475.37,succeeded,USD
PAY-0030047,INV-0034979,CUST-00985,2025-01-21,282.01,succeeded,USD
PAY-0030048,INV-0001034,CUST-00165,2025-05-08,285.29,succeeded,USD
PAY-0030049,INV-0017709,CUST-00757,2025-04-04,133.3,succeeded,USD
PAY-0030050,INV-0000667,CUST-03048,2025-06-20,300.98,succeeded,USD
PAY-0030051,INV-0043823,CUST-01140,2025-02-11,471.08,succeeded,USD
PAY-0030052,INV-0035468,CUST-01807,2025-07-26,238.72,succeeded,USD
PAY-0030053,INV-0039178,CUST-03998,2025-08-22,752.05,succeeded,USD
PAY-0030054,INV-0021295,CUST-01118,2025-02-25,167.03,succeeded,USD
PAY-0030055,INV-0008801,CUST-00448,2025-09-26,305.38,succeeded,USD
PAY-0030056,INV-0017503,CUST-00392,2025-01-28,101.18,succeeded,USD
PAY-0030057,INV-0011064,CUST-01786,2025-03-25,467.34,succeeded,EUR
PAY-0030058,INV-0016252,CUST-01264,2025-06-18,378.58,succeeded,EUR
PAY-0030059,INV-0015860,CUST-01110,2025-09-04,143.93,succeeded,USD
PAY-0030060,INV-0037655,CUST-01678,2025-01-28,285.12,succeeded,USD
PAY-0030061,INV-0023605,CUST-04730,2025-12-20,724.36,failed,USD
PAY-0030062,INV-0044147,CUST-04366,2025-06-21,343.96,succeeded,USD
PAY-0030063,INV-0027153,CUST-03882,2025-03-31,481.65,succeeded,USD
PAY-0030064,INV-0028881,CUST-03001,2025-05-11,513.55,succeeded,USD
PAY-0030065,INV-0021356,CUST-01448,2025-06-06,382.15,succeeded,EUR
PAY-0030066,INV-0010131,CUST-03037,2025-03-11,254.53,succeeded,USD
PAY-0030067,INV-0036379,CUST-02308,2025-10-25,156.12,succeeded,USD
PAY-0030068,INV-0044110,CUST-03618,2025-09-15,353.22,succeeded,USD
PAY-0030069,INV-0007955,CUST-00884,2025-05-07,40.26,succeeded,EUR
PAY-0030070,INV-0039278,CUST-01579,2025-02-14,173.74,succeeded,USD
PAY-0030071,INV-0019493,CUST-01891,2025-10-23,138.97,pending,USD
PAY-0030072,INV-0024136,CUST-04630,2025-05-30,102.7,succeeded,USD
PAY-0030073,INV-0011751,CUST-02428,2025-07-17,263.49,failed,USD
PAY-0030074,INV-0013046,CUST-03670,2025-05-30,578.54,succeeded,GBP
PAY-0030075,INV-0034358,CUST-00014,2025-09-21,497.98,succeeded,USD
PAY-0030076,INV-0040264,CUST-03182,2025-04-03,327.18,failed,USD
PAY-0030077,INV-0026910,CUST-04155,2025-08-07,803.99,succeeded,USD
PAY-0030078,INV-0032516,CUST-04477,2025-06-07,566.18,succeeded,USD
PAY-0030079,INV-0022024,CUST-01590,2025-12-24,347.04,succeeded,USD
PAY-0030080,INV-0039527,CUST-03721,2025-09-26,400.23,failed,EUR
PAY-0030081,INV-0000601,CUST-00249,2025-11-13,100.5,succeeded,GBP
PAY-0030082,INV-0024650,CUST-03119,2025-01-29,405.48,succeeded,USD
PAY-0030083,INV-0018994,CUST-04325,2025-06-06,398.03,succeeded,USD
PAY-0030084,INV-0007120,CUST-01681,2025-10-15,397.35,succeeded,USD
PAY-0030085,INV-0015150,CUST-00230,2025-05-20,118.23,succeeded,USD
PAY-0030086,INV-0000056,CUST-04330,2025-03-16,127.17,succeeded,USD
PAY-0030087,INV-0015697,CUST-02176,2025-05-28,336.77,succeeded,USD
PAY-0030088,INV-0018654,CUST-04196,2025-09-27,386.33,succeeded,USD
PAY-0030089,INV-0035316,CUST-01999,2025-07-18,209.55,succeeded,USD
PAY-0030090,INV-0032420,CUST-00892,2025-10-31,418.89,succeeded,USD
PAY-0030091,INV-0008431,CUST-02168,2025-02-18,167.92,succeeded,EUR
PAY-0030092,INV-0000727,CUST-03557,2025-04-01,348.31,succeeded,USD
PAY-0030093,INV-0013977,CUST-00892,2025-12-23,505.28,succeeded,USD
PAY-0030094,INV-0031395,CUST-03511,2025-04-08,754.34,succeeded,USD
PAY-0030095,INV-0040942,CUST-04128,2025-04-08,162.12,succeeded,USD
PAY-0030096,INV-0039105,CUST-01790,2025-11-04,442.32,succeeded,USD
PAY-0030097,INV-0037958,CUST-00952,2025-09-26,159.01,succeeded,USD
PAY-0030098,INV-0039249,CUST-00393,2025-04-13,497.5,succeeded,USD
PAY-0030099,INV-0016044,CUST-04175,2025-01-18,587.76,failed,EUR
PAY-0030100,INV-0010522,CUST-03437,2025-07-21,65.04,succeeded,EUR
PAY-0030101,INV-0014930,CUST-00466,2025-06-30,86.46,succeeded,USD
PAY-0030102,INV-0022719,CUST-03945,2025-12-31,368.64,succeeded,USD
PAY-0030103,INV-0004386,CUST-02804,2025-09-29,202.93,succeeded,USD
PAY-0030104,INV-0029840,CUST-00770,2025-03-05,278.2,failed,USD
PAY-0030105,INV-0019100,CUST-00985,2025-12-22,507.83,succeeded,USD
PAY-0030106,INV-0038240,CUST-02400,2025-06-09,590.52,succeeded,USD
PAY-0030107,INV-0033090,CUST-02458,2025-10-29,470.7,succeeded,USD
PAY-0030108,INV-0005135,CUST-00677,2025-01-13,538.58,succeeded,USD
PAY-0030109,INV-0003954,CUST-02970,2025-10-08,543.27,succeeded,USD
PAY-0030110,INV-0032613,CUST-00902,2025-04-24,567.03,succeeded,USD
PAY-0030111,INV-0034571,CUST-04570,2025-01-14,232.64,succeeded,USD
PAY-0030112,INV-0003325,CUST-03270,2025-05-07,673.85,failed,USD
PAY-0030113,INV-0009360,CUST-01194,2025-09-19,386.82,failed,EUR
PAY-0030114,INV-0019581,CUST-01197,2025-03-27,129.05,succeeded,GBP
PAY-0030115,INV-0014636,CUST-02369,2025-03-24,536.74,succeeded,USD
PAY-0030116,INV-0027182,CUST-01588,2025-06-02,240.02,succeeded,EUR
PAY-0030117,INV-0009083,CUST-03028,2025-01-10,722.65,failed,USD
PAY-0030118,INV-0006696,CUST-01409,2025-12-14,144.87,succeeded,USD
PAY-0030119,INV-0041743,CUST-02372,2025-02-19,472.63,succeeded,USD
PAY-0030120,INV-0030118,CUST-01530,2025-06-06,48.46,succeeded,USD
PAY-0030121,INV-0019649,CUST-03685,2025-10-16,295.12,succeeded,USD
PAY-0030122,INV-0002579,CUST-04881,2025-07-20,1286.8,succeeded,USD
PAY-0030123,INV-0034316,CUST-00674,2025-03-17,507.49,succeeded,USD
PAY-0030124,INV-0035752,CUST-00084,2025-08-17,313.52,succeeded,USD
PAY-0030125,INV-0007175,CUST-00876,2025-10-10,390.6,succeeded,USD
PAY-0030126,INV-0014258,CUST-02227,2025-12-13,446.75,succeeded,USD
PAY-0030127,INV-0013793,CUST-00987,2025-10-20,222.22,succeeded,USD
PAY-0030128,INV-0042158,CUST-03157,2025-08-13,233.84,succeeded,USD
PAY-0030129,INV-0040150,CUST-03005,2025-10-04,446.51,failed,USD
PAY-0030130,INV-0010295,CUST-01712,2025-04-07,221.32,succeeded,USD
PAY-0030131,INV-0024132,CUST-04008,2025-12-25,84.58,succeeded,USD
PAY-0030132,INV-0032627,CUST-03490,2025-12-09,731.5,failed,USD
PAY-0030133,INV-0028859,CUST-03927,2025-04-23,259.03,succeeded,USD
PAY-0030134,INV-0031809,CUST-03061,2025-09-16,158.86,succeeded,GBP
PAY-0030135,INV-0028908,CUST-02311,2025-09-27,219.19,succeeded,EUR
PAY-0030136,INV-0005203,CUST-04012,2025-06-06,461.61,succeeded,EUR
PAY-0030137,INV-0014171,CUST-01149,2025-04-15,113.14,succeeded,USD
PAY-0030138,INV-0043129,CUST-03766,2025-07-29,228.36,succeeded,USD
PAY-0030139,INV-0029829,CUST-01161,2025-05-06,204.46,succeeded,USD
PAY-0030140,INV-0040465,CUST-00184,2025-12-22,205.63,succeeded,USD
PAY-0030141,INV-0021162,CUST-01236,2025-03-22,285.38,succeeded,USD
PAY-0030142,INV-0014063,CUST-01130,2025-01-13,844.55,pending,USD
PAY-0030143,INV-0014134,CUST-01129,2025-05-20,760.98,succeeded,USD
PAY-0030144,INV-0003829,CUST-04966,2025-01-11,473.19,succeeded,USD
PAY-0030145,INV-0012716,CUST-02377,2025-11-18,202.69,failed,USD
PAY-0030146,INV-0028289,CUST-00860,2025-11-26,327.53,succeeded,USD
PAY-0030147,INV-0010154,CUST-01514,2025-07-07,97.31,succeeded,USD
PAY-0030148,INV-0033495,CUST-01937,2025-11-16,125.39,succeeded,EUR
PAY-0030149,INV-0006903,CUST-00379,2025-07-23,472.88,succeeded,USD
PAY-0030150,INV-0019868,CUST-04911,2025-07-08,489.61,succeeded,USD
PAY-0030151,INV-0037895,CUST-00825,2025-05-24,125.14,succeeded,USD
PAY-0030152,INV-0022741,CUST-03210,2025-03-10,705.91,succeeded,USD
PAY-0030153,INV-0001528,CUST-02357,2025-04-10,224.24,succeeded,USD
PAY-0030154,INV-0013727,CUST-04893,2025-10-11,564.01,succeeded,USD
PAY-0030155,INV-0044063,CUST-02356,2025-07-19,167.75,succeeded,USD
PAY-0030156,INV-0007385,CUST-01292,2025-11-27,148.6,succeeded,EUR
PAY-0030157,INV-0020910,CUST-04389,2025-07-31,214.76,succeeded,GBP
PAY-0030158,INV-0017621,CUST-01250,2025-07-23,756.9,failed,USD
PAY-0030159,INV-0019459,CUST-03143,2025-04-08,89.41,succeeded,USD
PAY-0030160,INV-0000446,CUST-02981,2025-07-17,781.06,succeeded,USD
PAY-0030161,INV-0002567,CUST-00178,2025-05-14,304.12,succeeded,USD
PAY-0030162,INV-0026652,CUST-02320,2025-01-19,860.29,succeeded,USD
PAY-0030163,INV-0018153,CUST-01147,2025-06-04,471.23,succeeded,USD
PAY-0030164,INV-0039573,CUST-00010,2025-06-27,591.53,succeeded,USD
PAY-0030165,INV-0033365,CUST-00428,2025-09-07,159.79,pending,GBP
PAY-0030166,INV-0035748,CUST-03319,2025-12-06,43.37,succeeded,USD
PAY-0030167,INV-0012617,CUST-01783,2025-03-18,240.59,succeeded,USD
PAY-0030168,INV-0012099,CUST-02836,2025-04-16,503.91,succeeded,USD
PAY-0030169,INV-0009604,CUST-01245,2025-11-13,658.67,succeeded,USD
PAY-0030170,INV-0038745,CUST-01712,2025-03-19,953.68,succeeded,GBP
PAY-0030171,INV-0029159,CUST-01677,2025-10-18,382.41,succeeded,USD
PAY-0030172,INV-0031780,CUST-01697,2025-01-11,162.31,failed,USD
