ticket_id,customer_id,created_at,priority,status,first_response_at,resolved_at
TCK-0007680,CUST-02103,2025-04-19,medium,resolved,2025-04-19 01:08:00,2025-04-22 20:52:00
TCK-0007681,CUST-03501,2025-09-21,low,resolved,2025-09-21 02:03:00,2025-09-24 02:52:00
TCK-0007682,CUST-01183,2025-01-17,low,resolved,2025-01-17 03:40:00,2025-01-19 01:38:00
TCK-0007683,CUST-01234,2025-08-18,medium,resolved,2025-08-18 03:50:00,2025-08-18 16:57:00
TCK-0007684,CUST-01271,2025-09-03,low,resolved,2025-09-03 02:33:00,2025-09-05 21:40:00
TCK-0007685,CUST-03407,2025-01-29,low,resolved,2025-01-29 04:45:00,2025-01-31 18:42:00
TCK-0007686,CUST-01380,2025-02-09,high,resolved,2025-02-09 02:03:00,2025-02-11 03:29:00
TCK-0007687,CUST-03618,2025-01-04,low,resolved,2025-01-04 02:26:00,2025-01-04 22:04:00
TCK-0007688,CUST-03207,2025-03-23,medium,resolved,2025-03-23 00:53:00,2025-03-24 01:50:00
TCK-0007689,CUST-04547,2025-03-27,low,resolved,2025-03-27 02:08:00,2025-03-28 10:58:00
TCK-0007690,CUST-04645,2025-01-03,low,resolved,2025-01-03 01:03:00,2025-01-05 15:12:00
TCK-0007691,CUST-00508,2025-06-01,high,resolved,2025-06-01 02:43:00,2025-06-03 11:18:00
TCK-0007692,CUST-03087,2025-02-08,low,resolved,2025-02-08 04:19:00,2025-02-10 20:56:00
TCK-0007693,CUST-04068,2025-01-05,low,open,2025-01-05 03:57:00,2025-01-06 17:30:00
TCK-0007694,CUST-04678,2025-11-23,low,resolved,2025-11-23 03:36:00,2025-11-25 01:29:00
TCK-0007695,CUST-02524,2025-04-02,low,open,2025-04-02 04:19:00,2025-04-02 22:36:00
TCK-0007696,CUST-01200,2025-07-04,high,resolved,2025-07-04 02:53:00,2025-07-06 11:16:00
TCK-0007697,CUST-04296,2025-04-06,medium,resolved,2025-04-06 02:59:00,2025-04-08 21:31:00
TCK-0007698,CUST-03584,2025-12-24,medium,resolved,2025-12-24 04:33:00,2025-12-26 02:24:00
TCK-0007699,CUST-00229,2025-08-17,high,resolved,2025-08-17 05:23:00,2025-08-21 03:45:00
TCK-0007700,CUST-02407,2025-10-22,high,open,2025-10-22 03:21:00,2025-10-24 01:29:00
TCK-0007701,CUST-03904,2025-09-03,low,resolved,2025-09-03 00:50:00,2025-09-04 13:21:00
TCK-0007702,CUST-00392,2025-07-10,low,resolved,2025-07-10 05:37:00,2025-07-12 15:51:00
TCK-0007703,CUST-03951,2025-05-23,medium,resolved,2025-05-23 02:28:00,2025-05-24 05:15:00
TCK-0007704,CUST-00121,2025-07-18,medium,resolved,2025-07-18 01:12:00,2025-07-20 09:02:00
TCK-0007705,CUST-01649,2025-09-07,medium,resolved,2025-09-07 00:15:00,2025-09-10 23:50:00
TCK-0007706,CUST-03911,2025-03-28,low,resolved,2025-03-28 00:22:00,2025-03-29 22:30:00
TCK-0007707,CUST-00202,2025-01-02,medium,resolved,2025-01-02 02:12:00,2025-01-05 18:19:00
TCK-0007708,CUST-03507,2025-09-30,medium,resolved,2025-09-30 02:18:00,2025-10-01 00:40:00
TCK-0007709,CUST-01319,2025-02-28,medium,resolved,2025-02-28 02:04:00,2025-02-28 04:47:00
TCK-0007710,CUST-04587,2025-11-28,medium,resolved,2025-11-28 02:29:00,2025-12-01 12:09:00
TCK-0007711,CUST-00567,2025-06-20,low,resolved,2025-06-20 04:12:00,2025-06-23 05:30:00
TCK-0007712,CUST-04148,2025-12-29,low,open,2025-12-29 01:30:00,2026-01-01 15:01:00
TCK-0007713,CUST-04616,2025-03-29,low,resolved,2025-03-29 01:41:00,2025-03-30 11:36:00
TCK-0007714,CUST-03759,2025-07-13,medium,resolved,2025-07-13 01:31:00,2025-07-13 14:51:00
TCK-0007715,CUST-01067,2025-12-16,low,resolved,2025-12-16 05:30:00,2025-12-16 10:39:00
TCK-0007716,CUST-01091,2025-03-24,high,resolved,2025-03-24 05:31:00,2025-03-27 20:46:00
TCK-0007717,CUST-02064,2025-10-28,low,resolved,2025-10-28 00:34:00,2025-10-28 05:35:00
TCK-0007718,CUST-02713,2025-02-25,low,resolved,2025-02-25 02:23:00,2025-02-27 21:45:00
TCK-0007719,CUST-01016,2025-06-07,low,resolved,2025-06-07 02:37:00,2025-06-10 05:02:00
TCK-0007720,CUST-01830,2025-06-21,high,resolved,2025-06-21 03:35:00,2025-06-25 00:09:00
TCK-0007721,CUST-03399,2025-02-01,high,resolved,2025-02-01 04:13:00,2025-02-04 19:47:00
TCK-0007722,CUST-03901,2025-05-11,low,open,2025-05-11 03:43:00,2025-05-14 19:47:00
TCK-0007723,CUST-01394,2025-04-22,low,resolved,2025-04-22 00:55:00,2025-04-25 00:56:00
TCK-0007724,CUST-04573,2025-07-26,medium,resolved,2025-07-26 01:03:00,2025-07-29 12:06:00
TCK-0007725,CUST-01334,2025-07-11,high,open,2025-07-11 00:28:00,2025-07-14 19:40:00
TCK-0007726,CUST-03848,2025-06-19,medium,resolved,2025-06-19 02:34:00,2025-06-20 14:35:00
TCK-0007727,CUST-01988,2025-05-01,low,resolved,2025-05-01 02:05:00,2025-05-03 06:52:00
TCK-0007728,CUST-02274,2025-04-06,low,open,2025-04-06 04:43:00,2025-04-09 06:23:00
TCK-0007729,CUST-00173,2025-02-18,low,resolved,2025-02-18 04:41:00,2025-02-19 07:15:00
TCK-0007730,CUST-00622,2025-07-22,low,resolved,2025-07-22 02:39:00,2025-07-25 12:53:00
TCK-0007731,CUST-04230,2025-12-17,high,resolved,2025-12-17 01:50:00,2025-12-17 18:57:00
TCK-0007732,CUST-00022,2025-09-02,low,resolved,2025-09-02 03:44:00,2025-09-04 09:51:00
TCK-0007733,CUST-02569,2025-06-30,medium,resolved,2025-06-30 02:16:00,2025-07-03 02:54:00
TCK-0007734,CUST-04798,2025-02-25,low,resolved,2025-02-25 02:26:00,2025-02-28 00:56:00
TCK-0007735,CUST-01946,2025-03-27,high,resolved,2025-03-27 02:11:00,2025-03-29 23:14:00
TCK-0007736,CUST-04327,2025-03-07,low,resolved,2025-03-07 03:30:00,2025-03-10 01:04:00
TCK-0007737,CUST-02957,2025-12-10,medium,resolved,2025-12-10 00:16:00,2025-12-10 04:48:00
TCK-0007738,CUST-01230,2025-02-17,low,open,2025-02-17 01:41:00,2025-02-18 22:20:00
TCK-0007739,CUST-02662,2025-10-31,low,resolved,2025-10-31 01:17:00,2025-11-02 17:34:00
TCK-0007740,CUST-02590,2025-07-29,low,resolved,2025-07-29 04:22:00,2025-08-02 03:26:00
TCK-0007741,CUST-00594,2025-09-20,low,resolved,2025-09-20 03:14:00,2025-09-22 09:28:00
TCK-0007742,CUST-03688,2025-08-12,medium,open,2025-08-12 00:42:00,2025-08-13 10:17:00
TCK-0007743,CUST-03656,2025-05-04,low,resolved,2025-05-04 05:21:00,2025-05-06 02:28:00
TCK-0007744,CUST-01935,2025-02-13,medium,resolved,2025-02-13 05:37:00,2025-02-15 21:46:00
TCK-0007745,CUST-01508,2025-08-18,low,resolved,2025-08-18 05:02:00,2025-08-21 01:42:00
TCK-0007746,CUST-03417,2025-09-08,high,resolved,2025-09-08 00:44:00,2025-09-10 20:01:00
TCK-0007747,CUST-04022,2025-03-26,low,resolved,2025-03-26 01:32:00,2025-03-29 03:42:00
TCK-0007748,CUST-01030,2025-10-03,high,resolved,2025-10-03 03:02:00,2025-10-03 16:52:00
TCK-0007749,CUST-02223,2025-08-29,low,resolved,2025-08-29 05:13:00,2025-08-30 07:42:00
TCK-0007750,CUST-02554,2025-01-27,low,resolved,2025-01-27 03:44:00,2025-01-28 06:31:00
TCK-0007751,CUST-01076,2025-10-02,low,resolved,2025-10-02 01:00:00,2025-10-05 02:51:00
TCK-0007752,CUST-01657,2025-07-03,low,resolved,2025-07-03 05:32:00,2025-07-06 14:41:00
TCK-0007753,CUST-03432,2025-06-15,medium,open,2025-06-15 05:43:00,2025-06-15 12:25:00
TCK-0007754,CUST-01581,2025-05-25,low,resolved,2025-05-25 02:41:00,2025-05-25 07:34:00
TCK-0007755,CUST-03689,2025-01-23,low,resolved,2025-01-23 00:26:00,2025-01-23 17:26:00
TCK-0007756,CUST-02967,2025-01-15,high,resolved,2025-01-15 01:34:00,2025-01-17 10:36:00
TCK-0007757,CUST-03681,2025-03-25,low,resolved,2025-03-25 01:37:00,2025-03-26 06:54:00
TCK-0007758,CUST-02204,2025-02-01,low,resolved,2025-02-01 05:44:00,2025-02-01 17:01:00
TCK-0007759,CUST-01866,2025-05-16,low,resolved,2025-05-16 01:13:00,2025-05-17 17:33:00
TCK-0007760,CUST-00756,2025-03-28,low,open,2025-03-28 01:47:00,2025-03-31 04:11:00
TCK-0007761,CUST-04599,2025-04-13,high,open,2025-04-13 00:14:00,2025-04-13 17:30:00
TCK-0007762,CUST-03091,2025-07-30,medium,resolved,2025-07-30 05:03:00,2025-07-30 14:44:00
TCK-0007763,CUST-01860,2025-07-21,medium,resolved,2025-07-21 01:17:00,2025-07-23 02:52:00
TCK-0007764,CUST-02165,2025-09-05,medium,resolved,2025-09-05 01:44:00,2025-09-07 20:53:00
TCK-0007765,CUST-01692,2025-07-11,medium,resolved,2025-07-11 04:14:00,2025-07-11 04:42:00
TCK-0007766,CUST-03472,2025-12-21,low,resolved,2025-12-21 04:46:00,2025-12-24 21:18:00
TCK-0007767,CUST-02019,2025-08-30,low,resolved,2025-08-30 03:44:00,2025-08-31 19:13:00
TCK-0007768,CUST-04435,2025-10-03,medium,resolved,2025-10-03 01:21:00,2025-10-05 00:10:00
TCK-0007769,CUST-04292,2025-05-16,low,resolved,2025-05-16 04:07:00,2025-05-17 13:12:00
TCK-0007770,CUST-03933,2025-04-13,low,resolved,2025-04-13 05:59:00,2025-04-13 15:15:00
TCK-0007771,CUST-04693,2025-06-06,high,open,2025-06-06 04:23:00,2025-06-07 18:27:00
TCK-0007772,CUST-02209,2025-12-23,low,resolved,2025-12-23 00:42:00,2025-12-25 09:15:00
TCK-0007773,CUST-01046,2025-02-19,medium,resolved,2025-02-19 02:34:00,2025-02-20 09:56:00
TCK-0007774,CUST-03430,2025-07-18,high,resolved,2025-07-18 00:19:00,2025-07-21 21:34:00
TCK-0007775,CUST-01901,2025-08-15,medium,resolved,2025-08-15 00:50:00,2025-08-17 16:30:00
TCK-0007776,CUST-01660,2025-02-24,critical,resolved,2025-02-24 04:35:00,2025-02-26 11:24:00
TCK-0007777,CUST-00017,2025-09-29,low,resolved,2025-09-29 00:44:00,2025-09-29 06:09:00
TCK-0007778,CUST-02248,2025-01-04,medium,resolved,2025-01-04 02:17:00,2025-01-04 16:33:00
TCK-0007779,CUST-03742,2025-12-01,low,resolved,2025-12-01 04:20:00,2025-12-02 18:17:00
TCK-0007780,CUST-00696,2025-01-10,high,open,2025-01-10 02:00:00,2025-01-12 04:11:00
TCK-0007781,CUST-00844,2025-08-23,low,resolved,2025-08-23 02:25:00,2025-08-23 02:23:00
TCK-0007782,CUST-00720,2025-04-28,high,resolved,2025-04-28 01:00:00,2025-04-28 06:07:00
TCK-0007783,CUST-00924,2025-04-12,critical,resolved,2025-04-12 00:30:00,2025-04-14 00:19:00
TCK-0007784,CUST-04804,2025-03-23,low,resolved,2025-03-23 00:21:00,2025-03-24 17:25:00
TCK-0007785,CUST-02849,2025-08-15,medium,resolved,2025-08-15 03:44:00,2025-08-15 14:00:00
TCK-0007786,CUST-03763,2025-09-08,medium,resolved,2025-09-08 00:18:00,2025-09-09 12:52:00
TCK-0007787,CUST-01032,2025-06-08,medium,resolved,2025-06-08 00:11:00,2025-06-10 06:12:00
TCK-0007788,CUST-02717,2025-11-22,critical,resolved,2025-11-22 01:45:00,2025-11-24 05:57:00
TCK-0007789,CUST-03966,2025-07-13,high,open,2025-07-13 05:29:00,2025-07-15 17:16:00
TCK-0007790,CUST-04066,2025-05-23,low,resolved,2025-05-23 03:02:00,2025-05-26 10:07:00
TCK-0007791,CUST-00459,2025-08-22,medium,resolved,2025-08-22 03:06:00,2025-08-24 10:57:00
TCK-0007792,CUST-04676,2025-04-28,medium,resolved,2025-04-28 03:45:00,2025-05-01 08:15:00
TCK-0007793,CUST-00278,2025-07-06,low,resolved,2025-07-06 05:34:00,2025-07-07 17:53:00
TCK-0007794,CUST-00570,2025-03-07,low,resolved,2025-03-07 03:39:00,2025-03-07 21:48:00
TCK-0007795,CUST-03511,2025-05-14,medium,open,2025-05-14 01:29:00,2025-05-16 06:39:00
TCK-0007796,CUST-04633,2025-10-09,low,resolved,2025-10-09 02:55:00,2025-10-10 10:51:00
TCK-0007797,CUST-03448,2025-12-22,high,resolved,2025-12-22 03:06:00,2025-12-24 04:07:00
TCK-0007798,CUST-04746,2025-08-15,medium,resolved,2025-08-15 01:01:00,2025-08-18 13:32:00
TCK-0007799,CUST-01297,2025-02-08,medium,resolved,2025-02-08 00:37:00,2025-02-09 04:38:00
TCK-0007800,CUST-00968,2025-12-21,medium,resolved,2025-12-21 01:59:00,2025-12-22 08:12:00
TCK-0007801,CUST-04747,2025-08-02,high,resolved,2025-08-02 01:00:00,2025-08-05 04:32:00
TCK-0007802,CUST-04607,2025-03-11,medium,resolved,2025-03-11 03:06:00,2025-03-12 09:02:00
TCK-0007803,CUST-00882,2025-11-01,medium,resolved,2025-11-01 04:30:00,2025-11-04 19:12:00
TCK-0007804,CUST-02086,2025-02-27,low,resolved,2025-02-27 05:40:00,2025-02-27 05:20:00
TCK-0007805,CUST-02635,2025-11-07,low,resolved,2025-11-07 02:45:00,2025-11-07 09:36:00
TCK-0007806,CUST-04028,2025-07-01,low,resolved,2025-07-01 03:46:00,2025-07-02 06:55:00
TCK-0007807,CUST-02193,2025-01-07,critical,resolved,2025-01-07 05:56:00,2025-01-08 16:59:00
TCK-0007808,CUST-02140,2025-12-14,medium,resolved,2025-12-14 04:54:00,2025-12-17 18:28:00
TCK-0007809,CUST-01667,2025-09-16,high,resolved,2025-09-16 01:23:00,2025-09-17 20:02:00
TCK-0007810,CUST-00779,2025-08-02,low,resolved,2025-08-02 00:16:00,2025-08-06 03:04:00
TCK-0007811,CUST-01095,2025-02-15,low,resolved,2025-02-15 02:00:00,2025-02-16 10:27:00
TCK-0007812,CUST-00057,2025-08-20,medium,resolved,2025-08-20 05:32:00,2025-08-20 01:17:00
TCK-0007813,CUST-00632,2025-09-26,medium,resolved,2025-09-26 04:51:00,2025-09-28 03:49:00
TCK-0007814,CUST-03796,2025-09-18,low,resolved,2025-09-18 03:32:00,2025-09-18 19:42:00
TCK-0007815,CUST-00081,2025-02-25,high,resolved,2025-02-25 02:48:00,2025-02-28 15:19:00
TCK-0007816,CUST-00616,2025-01-10,low,resolved,2025-01-10 02:42:00,2025-01-13 18:50:00
TCK-0007817,CUST-03996,2025-08-15,medium,resolved,2025-08-15 00:31:00,2025-08-18 21:20:00
TCK-0007818,CUST-01729,2025-08-16,low,resolved,2025-08-16 05:53:00,2025-08-18 02:16:00
TCK-0007819,CUST-00566,2025-07-23,medium,resolved,2025-07-23 02:29:00,2025-07-25 05:09:00
TCK-0007820,CUST-00497,2025-01-17,low,resolved,2025-01-17 04:23:00,2025-01-17 13:28:00
TCK-0007821,CUST-00438,2025-09-30,medium,resolved,2025-09-30 00:46:00,2025-09-30 23:02:00
TCK-0007822,CUST-01918,2025-01-14,low,resolved,2025-01-14 01:14:00,2025-01-15 20:53:00
TCK-0007823,CUST-04434,2025-02-18,medium,resolved,2025-02-18 02:41:00,2025-02-21 00:13:00
TCK-0007824,CUST-01707,2025-01-16,medium,resolved,2025-01-16 01:47:00,2025-01-19 15:36:00
TCK-0007825,CUST-03851,2025-05-29,low,resolved,2025-05-29 05:09:00,2025-05-30 15:13:00
TCK-0007826,CUST-03124,2025-04-13,medium,resolved,2025-04-13 05:54:00,2025-04-16 02:28:00
TCK-0007827,CUST-04839,2025-06-01,medium,resolved,2025-06-01 04:45:00,2025-06-01 16:58:00
TCK-0007828,CUST-00672,2025-11-10,low,resolved,2025-11-10 01:20:00,2025-11-10 18:07:00
TCK-0007829,CUST-03696,2025-05-15,medium,resolved,2025-05-15 01:27:00,2025-05-17 22:25:00
TCK-0007830,CUST-03338,2025-05-17,low,resolved,2025-05-17 04:17:00,2025-05-20 02:20:00
TCK-0007831,CUST-04974,2025-09-16,critical,resolved,2025-09-16 03:35:00,2025-09-18 23:25:00
TCK-0007832,CUST-04342,2025-09-08,low,resolved,2025-09-08 02:49:00,2025-09-11 01:08:00
TCK-0007833,CUST-01596,2025-11-01,low,resolved,2025-11-01 02:14:00,2025-11-05 03:12:00
TCK-0007834,CUST-03562,2025-09-20,low,resolved,2025-09-20 01:00:00,2025-09-23 05:34:00
TCK-0007835,CUST-04762,2025-10-29,medium,resolved,2025-10-29 01:39:00,2025-10-29 11:27:00
TCK-0007836,CUST-01023,2025-10-10,low,resolved,2025-10-10 05:31:00,2025-10-12 12:39:00
TCK-0007837,CUST-00548,2025-11-03,medium,resolved,2025-11-03 04:25:00,2025-11-06 23:43:00
TCK-0007838,CUST-01388,2025-12-12,low,resolved,2025-12-12 01:48:00,2025-12-14 10:25:00
TCK-0007839,CUST-02045,2025-08-27,medium,resolved,2025-08-27 03:00:00,2025-08-28 04:43:00
TCK-0007840,CUST-00170,2025-11-01,high,resolved,2025-11-01 01:09:00,2025-11-02 02:50:00
TCK-0007841,CUST-01417,2025-04-25,low,resolved,2025-04-25 04:09:00,2025-04-26 18:30:00
TCK-0007842,CUST-01453,2025-05-05,low,resolved,2025-05-05 02:57:00,2025-05-09 00:59:00
TCK-0007843,CUST-03528,2025-03-28,low,resolved,2025-03-28 05:09:00,2025-03-31 19:16:00
TCK-0007844,CUST-04611,2025-05-28,high,resolved,2025-05-28 04:19:00,2025-05-29 19:30:00
TCK-0007845,CUST-02190,2025-08-24,medium,resolved,2025-08-24 02:26:00,2025-08-26 08:39:00
TCK-0007846,CUST-01668,2025-12-06,low,open,2025-12-06 04:16:00,2025-12-08 03:42:00
TCK-0007847,CUST-03169,2025-03-31,medium,resolved,2025-03-31 04:00:00,2025-03-31 10:23:00
TCK-0007848,CUST-01846,2025-03-15,low,resolved,2025-03-15 03:12:00,2025-03-16 19:10:00
TCK-0007849,CUST-04728,2025-03-25,medium,resolved,2025-03-25 00:06:00,2025-03-25 05:32:00
TCK-0007850,CUST-04869,2025-11-13,low,open,2025-11-13 04:13:00,2025-11-17 00:50:00
TCK-0007851,CUST-01600,2025-08-20,high,resolved,2025-08-20 01:05:00,2025-08-21 10:03:00
TCK-0007852,CUST-00416,2025-12-26,low,resolved,2025-12-26 05:48:00,2025-12-26 05:18:00
TCK-0007853,CUST-04016,2025-08-31,medium,resolved,2025-08-31 02:45:00,2025-09-01 06:03:00
TCK-0007854,CUST-01608,2025-09-12,medium,resolved,2025-09-12 00:25:00,2025-09-13 14:05:00
TCK-0007855,CUST-03245,2025-06-21,low,resolved,2025-06-21 00:14:00,2025-06-23 23:35:00
TCK-0007856,CUST-03638,2025-06-17,low,resolved,2025-06-17 03:33:00,2025-06-18 02:30:00
TCK-0007857,CUST-01910,2025-06-04,medium,resolved,2025-06-04 03:37:00,2025-06-06 20:21:00
TCK-0007858,CUST-03973,2025-09-14,critical,resolved,2025-09-14 04:12:00,2025-09-14 01:02:00
TCK-0007859,CUST-00841,2025-11-13,low,open,2025-11-13 04:37:00,2025-11-17 00:04:00
TCK-0007860,CUST-01028,2025-01-09,high,resolved,2025-01-09 02:29:00,2025-01-10 18:13:00
TCK-0007861,CUST-02351,2025-04-22,medium,resolved,2025-04-22 04:40:00,2025-04-23 09:44:00
TCK-0007862,CUST-04726,2025-10-13,critical,resolved,2025-10-13 03:20:00,2025-10-13 22:12:00
TCK-0007863,CUST-01275,2025-05-30,low,resolved,2025-05-30 03:03:00,2025-05-31 15:14:00
TCK-0007864,CUST-01910,2025-12-04,high,resolved,2025-12-04 04:21:00,2025-12-07 20:34:00
TCK-0007865,CUST-01872,2025-12-25,medium,resolved,2025-12-25 00:50:00,2025-12-28 20:26:00
TCK-0007866,CUST-02763,2025-03-18,low,open,2025-03-18 03:50:00,2025-03-21 11:20:00
TCK-0007867,CUST-01177,2025-12-10,medium,resolved,2025-12-10 04:59:00,2025-12-10 08:41:00
TCK-0007868,CUST-00828,2025-08-23,high,resolved,2025-08-23 03:15:00,2025-08-27 01:11:00
TCK-0007869,CUST-02562,2025-01-12,high,open,2025-01-12 01:47:00,2025-01-14 06:50:00
TCK-0007870,CUST-00991,2025-07-15,low,resolved,2025-07-15 05:59:00,2025-07-16 14:31:00
TCK-0007871,CUST-03503,2025-09-07,medium,resolved,2025-09-07 00:06:00,2025-09-10 08:45:00
TCK-0007872,CUST-04411,2025-11-23,medium,resolved,2025-11-23 01:36:00,2025-11-23 11:03:00
TCK-0007873,CUST-04728,2025-01-26,low,resolved,2025-01-26 03:14:00,2025-01-28 12:09:00
TCK-0007874,CUST-02859,2025-07-19,low,open,2025-07-19 01:37:00,2025-07-21 19:37:00
TCK-0007875,CUST-00139,2025-01-11,high,resolved,2025-01-11 03:06:00,2025-01-11 08:03:00
TCK-0007876,CUST-02281,2025-07-09,medium,resolved,2025-07-09 03:10:00,2025-07-12 03:27:00
TCK-0007877,CUST-02566,2025-10-07,low,resolved,2025-10-07 03:45:00,2025-10-08 00:09:00
TCK-0007878,CUST-01617,2025-03-02,low,open,2025-03-02 00:16:00,2025-03-04 06:13:00
TCK-0007879,CUST-01503,2025-09-29,critical,resolved,2025-09-29 00:48:00,2025-10-01 03:56:00
TCK-0007880,CUST-03486,2025-11-25,low,resolved,2025-11-25 03:23:00,2025-11-26 17:59:00
TCK-0007881,CUST-00989,2025-03-14,low,resolved,2025-03-14 02:42:00,2025-03-15 08:46:00
TCK-0007882,CUST-03252,2025-09-14,high,resolved,2025-09-14 00:35:00,2025-09-15 01:52:00
TCK-0007883,CUST-03213,2025-08-07,low,resolved,2025-08-07 01:15:00,2025-08-10 02:26:00
TCK-0007884,CUST-03500,2025-01-22,low,resolved,2025-01-22 02:19:00,2025-01-25 16:38:00
TCK-0007885,CUST-00401,2025-12-09,low,open,2025-12-09 03:18:00,2025-12-13 02:42:00
TCK-0007886,CUST-02269,2025-05-16,low,resolved,2025-05-16 02:03:00,2025-05-16 22:15:00
TCK-0007887,CUST-02524,2025-01-21,medium,resolved,2025-01-21 02:04:00,2025-01-21 03:24:00
TCK-0007888,CUST-01002,2025-01-19,low,resolved,2025-01-19 04:43:00,2025-01-22 14:50:00
TCK-0007889,CUST-01382,2025-10-09,high,open,2025-10-09 01:51:00,2025-10-11 13:03:00
TCK-0007890,CUST-04923,2025-06-09,high,resolved,2025-06-09 01:00:00,2025-06-10 08:37:00
TCK-0007891,CUST-03986,2025-05-08,high,resolved,2025-05-08 04:37:00,2025-05-11 23:51:00
TCK-0007892,CUST-04636,2025-01-19,medium,resolved,2025-01-19 05:20:00,2025-01-22 00:00:00
TCK-0007893,CUST-01212,2025-03-04,low,resolved,2025-03-04 05:00:00,2025-03-06 00:25:00
TCK-0007894,CUST-00623,2025-10-16,low,resolved,2025-10-16 05:59:00,2025-10-18 13:37:00
TCK-0007895,CUST-03704,2025-07-16,medium,resolved,2025-07-16 04:17:00,2025-07-17 04:22:00
TCK-0007896,CUST-00848,2025-11-04,low,resolved,2025-11-04 01:19:00,2025-11-06 03:46:00
TCK-0007897,CUST-00959,2025-12-27,low,resolved,2025-12-27 02:33:00,2025-12-28 18:45:00
TCK-0007898,CUST-00136,2025-07-15,low,resolved,2025-07-15 05:29:00,2025-07-17 20:02:00
TCK-0007899,CUST-04912,2025-11-07,low,resolved,2025-11-07 04:47:00,2025-11-09 00:50:00
TCK-0007900,CUST-03438,2025-07-22,low,resolved,2025-07-22 04:55:00,2025-07-22 13:18:00
TCK-0007901,CUST-04058,2025-11-27,critical,resolved,2025-11-27 03:20:00,2025-11-30 04:26:00
TCK-0007902,CUST-02843,2025-02-11,medium,resolved,2025-02-11 00:59:00,2025-02-12 16:21:00
TCK-0007903,CUST-00430,2025-01-22,low,resolved,2025-01-22 03:50:00,2025-01-25 12:14:00
TCK-0007904,CUST-02527,2025-07-26,low,open,2025-07-26 00:59:00,2025-07-26 10:41:00
TCK-0007905,CUST-00114,2025-10-02,medium,resolved,2025-10-02 05:16:00,2025-10-03 03:06:00
TCK-0007906,CUST-04305,2025-11-21,medium,resolved,2025-11-21 05:16:00,2025-11-23 06:20:00
TCK-0007907,CUST-02241,2025-12-23,medium,resolved,2025-12-23 02:23:00,2025-12-24 14:40:00
TCK-0007908,CUST-04291,2025-08-21,medium,resolved,2025-08-21 01:58:00,2025-08-21 06:10:00
TCK-0007909,CUST-01647,2025-02-17,medium,resolved,2025-02-17 00:37:00,2025-02-18 17:57:00
TCK-0007910,CUST-01784,2025-12-17,medium,resolved,2025-12-17 05:26:00,2025-12-19 15:01:00
TCK-0007911,CUST-03011,2025-04-06,low,resolved,2025-04-06 05:44:00,2025-04-08 06:11:00
TCK-0007912,CUST-01441,2025-04-24,low,resolved,2025-04-24 02:45:00,2025-04-25 11:13:00
TCK-0007913,CUST-00182,2025-01-16,medium,resolved,2025-01-16 02:56:00,2025-01-17 13:27:00
TCK-0007914,CUST-00423,2025-11-16,medium,resolved,2025-11-16 02:41:00,2025-11-18 04:33:00
TCK-0007915,CUST-00019,2025-06-24,high,resolved,2025-06-24 05:13:00,2025-06-24 16:07:00
TCK-0007916,CUST-01557,2025-09-21,low,resolved,2025-09-21 00:45:00,2025-09-23 22:46:00
TCK-0007917,CUST-00896,2025-05-20,low,resolved,2025-05-20 01:57:00,2025-05-23 14:47:00
TCK-0007918,CUST-01729,2025-02-24,medium,open,2025-02-24 04:26:00,2025-02-24 21:57:00
TCK-0007919,CUST-03980,2025-01-20,medium,resolved,2025-01-20 01:56:00,2025-01-22 08:04:00
TCK-0007920,CUST-00047,2025-04-03,medium,open,2025-04-03 03:36:00,2025-04-04 09:37:00
TCK-0007921,CUST-03266,2025-01-28,low,resolved,2025-01-28 01:22:00,2025-01-28 11:57:00
TCK-0007922,CUST-00888,2025-11-28,high,resolved,2025-11-28 00:50:00,2025-11-30 18:06:00
TCK-0007923,CUST-03313,2025-10-29,high,resolved,2025-10-29 02:24:00,2025-11-01 02:54:00
TCK-0007924,CUST-04438,2025-08-26,medium,resolved,2025-08-26 00:43:00,2025-08-27 15:58:00
TCK-0007925,CUST-03165,2025-04-04,medium,resolved,2025-04-04 05:00:00,2025-04-07 06:12:00
TCK-0007926,CUST-02715,2025-01-06,low,resolved,2025-01-06 02:06:00,2025-01-06 02:00:00
TCK-0007927,CUST-04582,2025-07-07,medium,resolved,2025-07-07 03:27:00,2025-07-10 07:37:00
TCK-0007928,CUST-03032,2025-10-13,low,resolved,2025-10-13 01:09:00,2025-10-16 22:39:00
TCK-0007929,CUST-01819,2025-08-31,low,resolved,2025-08-31 03:30:00,2025-09-01 16:39:00
TCK-0007930,CUST-03678,2025-01-06,low,resolved,2025-01-06 02:24:00,2025-01-09 14:48:00
TCK-0007931,CUST-04259,2025-02-27,low,resolved,2025-02-27 04:05:00,2025-03-02 14:51:00
TCK-0007932,CUST-04197,2025-12-06,low,resolved,2025-12-06 00:32:00,2025-12-08 10:15:00
TCK-0007933,CUST-00558,2025-12-13,low,open,2025-12-13 05:13:00,2025-12-14 03:38:00
TCK-0007934,CUST-03675,2025-07-26,high,open,2025-07-26 00:56:00,2025-07-29 10:34:00
TCK-0007935,CUST-02949,2025-04-14,medium,resolved,2025-04-14 03:50:00,2025-04-15 12:19:00
TCK-0007936,CUST-00062,2025-03-15,high,resolved,2025-03-15 04:16:00,2025-03-17 14:49:00
TCK-0007937,CUST-02019,2025-05-18,low,resolved,2025-05-18 03:48:00,2025-05-19 00:22:00
