opportunity_id,account_id,created_at,close_date,stage,amount
OPP-0007191,ACCT-04558,2025-09-08,2026-01-11,negotiation,26931.56
OPP-0007192,ACCT-05163,2025-03-20,2025-11-05,prospecting,23926.62
OPP-0007193,ACCT-00155,2025-01-03,2025-10-11,prospecting,27874.79
OPP-0007194,ACCT-04678,2025-03-09,2025-06-16,proposal,27144.84
OPP-0007195,ACCT-04427,2025-03-27,2026-01-22,prospecting,35900.99
OPP-0007196,ACCT-04248,2025-05-07,2025-12-25,prospecting,7015.37
OPP-0007197,ACCT-02707,2025-01-23,2025-03-11,closed_won,29348.57
OPP-0007198,ACCT-04525,2025-07-04,2025-06-10,negotiation,19820.16
OPP-0007199,ACCT-00773,2025-10-02,2026-02-24,prospecting,23442.24
OPP-0007200,ACCT-00062,2025-08-02,2025-03-27,prospecting,19960.89
OPP-0007201,ACCT-05008,2025-03-10,2025-09-19,prospecting,27530.43
OPP-0007202,ACCT-03108,2025-10-12,2025-10-12,proposal,8927.71
OPP-0007203,ACCT-05292,2025-03-18,2025-02-07,prospecting,14438.28
OPP-0007204,ACCT-03478,2025-08-21,2025-04-02,closed_won,12575.96
OPP-0007205,ACCT-02217,2025-06-13,2025-09-26,proposal,19236.73
OPP-0007206,ACCT-03786,2025-12-09,2025-05-18,negotiation,2772.49
OPP-0007207,ACCT-00102,2025-08-13,2025-03-27,proposal,12945.24
OPP-0007208,ACCT-04776,2025-12-08,2025-03-24,negotiation,39992.13
OPP-0007209,ACCT-00811,2025-12-19,2025-03-14,closed_lost,4659.82
OPP-0007210,ACCT-04323,2025-02-03,2025-11-21,proposal,42296.18
OPP-0007211,ACCT-05277,2025-05-10,2025-09-07,proposal,30177.98
OPP-0007212,ACCT-03569,2025-03-16,2025-02-18,proposal,24185.35
OPP-0007213,ACCT-04352,2025-03-15,2025-06-25,proposal,1933.34
OPP-0007214,ACCT-00958,2025-03-07,2025-09-22,closed_won,18120.32
OPP-0007215,ACCT-00583,2025-05-29,2025-03-04,negotiation,16990.25
OPP-0007216,ACCT-01463,2025-09-04,2025-03-13,closed_lost,13717.18
OPP-0007217,ACCT-03979,2025-01-12,2025-09-12,proposal,6510.68
OPP-0007218,ACCT-01426,2025-10-25,2025-12-07,closed_lost,23915.38
OPP-0007219,ACCT-04787,2025-12-28,2025-10-06,proposal,20933.66
OPP-0007220,ACCT-01837,2025-06-30,2025-09-20,prospecting,41173.5
OPP-0007221,ACCT-01639,2025-09-09,2026-02-23,closed_won,10765.36
OPP-0007222,ACCT-02109,2025-01-29,2025-06-05,closed_won,25819.81
OPP-0007223,ACCT-00690,2025-07-16,2025-04-22,prospecting,24754.82
OPP-0007224,ACCT-05744,2025-12-28,2025-05-31,negotiation,71449.73
OPP-0007225,ACCT-04755,2025-08-30,2025-09-27,negotiation,9949.43
OPP-0007226,ACCT-03416,2025-04-14,2026-03-01,proposal,6301.3
OPP-0007227,ACCT-05341,2025-09-20,2025-06-10,closed_won,5359.21
OPP-0007228,ACCT-03251,2025-04-25,2025-11-24,proposal,18097.42
OPP-0007229,ACCT-00310,2025-06-05,2025-03-02,negotiation,19323.1
OPP-0007230,ACCT-01169,2025-12-20,2025-05-21,closed_won,18176.31
OPP-0007231,ACCT-02436,2025-09-10,2025-05-13,negotiation,18515.73
OPP-0007232,ACCT-01385,2025-10-13,2025-11-18,prospecting,13383.15
OPP-0007233,ACCT-02125,2025-09-21,2025-09-15,closed_won,14045.15
OPP-0007234,ACCT-02325,2025-07-31,2026-01-05,proposal,11897.8
OPP-0007235,ACCT-02993,2025-10-22,2025-07-15,negotiation,1573.03
OPP-0007236,ACCT-00360,2025-10-01,2025-04-20,proposal,1815.38
OPP-0007237,ACCT-02826,2025-06-04,2025-03-22,prospecting,40977.95
OPP-0007238,ACCT-00865,2025-05-14,2025-11-15,negotiation,28077.97
OPP-0007239,ACCT-03368,2025-01-28,2025-10-09,closed_won,16590.96
OPP-0007240,ACCT-05266,2025-05-31,2026-01-12,closed_lost,22273.52
OPP-0007241,ACCT-03496,2025-11-28,2025-07-26,closed_lost,8046.17
OPP-0007242,ACCT-00791,2025-07-24,2025-08-06,proposal,13561.93
OPP-0007243,ACCT-03586,2025-05-06,2025-09-05,proposal,27709.95
OPP-0007244,ACCT-02289,2025-10-26,2025-12-03,negotiation,22747.22
OPP-0007245,ACCT-02448,2025-01-08,2025-08-05,closed_lost,55043.86
OPP-0007246,ACCT-01712,2025-04-21,2025-03-20,closed_won,17182.87
OPP-0007247,ACCT-04498,2025-09-03,2025-07-11,prospecting,33206.4
OPP-0007248,ACCT-01474,2025-10-10,2025-07-01,negotiation,8640.21
OPP-0007249,ACCT-00719,2025-12-29,2025-03-24,negotiation,20150.4
OPP-0007250,ACCT-05878,2025-07-03,2025-03-12,closed_won,8069.24
OPP-0007251,ACCT-01880,2025-06-26,2025-07-25,proposal,25081.82
OPP-0007252,ACCT-01308,2025-05-11,2025-12-22,negotiation,6317.92
OPP-0007253,ACCT-03393,2025-04-29,2025-03-09,closed_lost,30565.17
OPP-0007254,ACCT-02962,2025-11-07,2025-08-15,proposal,18373.09
OPP-0007255,ACCT-00026,2025-05-24,2026-02-20,proposal,2690.22
OPP-0007256,ACCT-04685,2025-06-27,2025-02-26,closed_won,2823.62
OPP-0007257,ACCT-01256,2025-07-10,2025-10-09,closed_won,3014.6
OPP-0007258,ACCT-02276,2025-07-24,2025-12-28,negotiation,4112.21
OPP-0007259,ACCT-04822,2025-05-09,2025-02-13,proposal,37631.62
OPP-0007260,ACCT-02880,2025-05-08,2025-03-01,negotiation,15079.43
OPP-0007261,ACCT-05972,2025-03-04,2026-02-11,closed_lost,14806.01
OPP-0007262,ACCT-04416,2025-01-12,2025-05-03,prospecting,26962.07
OPP-0007263,ACCT-03416,2025-02-24,2025-04-13,negotiation,23726.93
OPP-0007264,ACCT-02892,2025-06-27,2025-05-25,negotiation,9572.27
OPP-0007265,ACCT-02778,2025-04-09,2025-12-15,closed_won,36131.86
OPP-0007266,ACCT-03675,2025-10-11,2025-11-03,closed_won,18429.07
OPP-0007267,ACCT-04775,2025-03-02,2025-08-28,prospecting,5924.55
OPP-0007268,ACCT-03991,2025-03-27,2025-07-23,prospecting,11996.18
OPP-0007269,ACCT-05718,2025-10-02,2025-12-31,closed_lost,31645.23
OPP-0007270,ACCT-01473,2025-04-01,2025-06-15,closed_lost,18711.72
OPP-0007271,ACCT-02210,2025-09-06,2025-05-29,proposal,6061.02
OPP-0007272,ACCT-01584,2025-12-06,2025-02-07,proposal,18753.86
OPP-0007273,ACCT-02034,2025-04-27,2025-05-14,closed_won,5887.0
OPP-0007274,ACCT-05231,2025-04-29,2025-03-28,closed_lost,12982.07
OPP-0007275,ACCT-00083,2025-11-26,2025-05-04,closed_lost,27855.82
OPP-0007276,ACCT-00537,2025-11-10,2025-08-21,prospecting,5903.73
OPP-0007277,ACCT-03665,2025-12-31,2025-10-26,closed_lost,4267.95
OPP-0007278,ACCT-01125,2025-05-12,2025-10-09,negotiation,3207.23
OPP-0007279,ACCT-00227,2025-09-25,2025-07-29,proposal,7161.59
OPP-0007280,ACCT-05070,2025-08-21,2025-06-26,proposal,9745.61
OPP-0007281,ACCT-03745,2025-09-12,2025-12-03,proposal,46106.94
OPP-0007282,ACCT-01928,2025-10-13,2025-04-29,proposal,8393.54
OPP-0007283,ACCT-01439,2025-11-04,2025-09-01,negotiation,20599.18
OPP-0007284,ACCT-02948,2025-05-01,2025-08-20,proposal,15577.98
OPP-0007285,ACCT-02924,2025-08-22,2026-02-06,negotiation,4306.17
OPP-0007286,ACCT-02602,2025-07-09,2025-06-09,proposal,2632.48
OPP-0007287,ACCT-00862,2025-04-22,2025-11-03,prospecting,18375.18
OPP-0007288,ACCT-04763,2025-09-18,2025-08-22,proposal,4741.97
OPP-0007289,ACCT-01509,2025-02-23,2025-05-06,closed_won,36902.35
OPP-0007290,ACCT-04153,2025-08-06,2025-12-06,negotiation,36406.28
OPP-0007291,ACCT-04159,2025-08-23,2026-02-11,proposal,7964.57
OPP-0007292,ACCT-03457,2025-05-12,2026-02-06,closed_lost,12190.02
OPP-0007293,ACCT-03914,2025-08-26,2025-04-07,negotiation,45179.17
OPP-0007294,ACCT-01337,2025-10-06,2026-01-11,negotiation,27876.73
OPP-0007295,ACCT-01398,2025-08-05,2025-04-05,negotiation,25579.21
OPP-0007296,ACCT-01067,2025-10-18,2025-09-13,prospecting,28416.97
OPP-0007297,ACCT-00443,2025-12-25,2025-08-04,proposal,19049.65
OPP-0007298,ACCT-03876,2025-09-24,2025-12-18,prospecting,9246.14
OPP-0007299,ACCT-04161,2025-06-13,2025-12-12,prospecting,29526.71
OPP-0007300,ACCT-04186,2025-12-05,2025-11-15,prospecting,21811.64
OPP-0007301,ACCT-05555,2025-03-18,2025-08-26,prospecting,9262.83
OPP-0007302,ACCT-01580,2025-08-22,2025-12-03,negotiation,11591.09
OPP-0007303,ACCT-05931,2025-05-13,2025-09-11,prospecting,15432.55
OPP-0007304,ACCT-01496,2025-04-04,2025-05-29,prospecting,23528.54
OPP-0007305,ACCT-02247,2025-03-16,2025-06-30,negotiation,15829.59
OPP-0007306,ACCT-03312,2025-10-07,2026-01-03,closed_lost,19998.82
OPP-0007307,ACCT-02461,2025-08-17,2025-09-05,proposal,25584.4
OPP-0007308,ACCT-02198,2025-03-25,2025-02-18,closed_lost,26984.32
OPP-0007309,ACCT-00604,2025-10-07,2025-03-27,proposal,20235.99
OPP-0007310,ACCT-05627,2025-05-18,2026-02-03,closed_won,6142.28
OPP-0007311,ACCT-03390,2025-09-04,2025-11-10,negotiation,21159.37
OPP-0007312,ACCT-01034,2025-10-22,2025-02-15,prospecting,5984.09
OPP-0007313,ACCT-00303,2025-05-17,2025-02-19,negotiation,61107.55
OPP-0007314,ACCT-02052,2025-06-03,2025-02-23,prospecting,15598.78
OPP-0007315,ACCT-04867,2025-05-22,2025-12-30,negotiation,20041.82
OPP-0007316,ACCT-00682,2025-02-14,2025-06-18,closed_won,55004.5
OPP-0007317,ACCT-05261,2025-06-20,2025-07-15,prospecting,28948.72
OPP-0007318,ACCT-05305,2025-07-02,2026-01-08,closed_won,3152.86
OPP-0007319,ACCT-03086,2025-10-29,2025-03-23,prospecting,9323.5
OPP-0007320,ACCT-00993,2025-04-02,2025-06-09,negotiation,15421.44
OPP-0007321,ACCT-02250,2025-11-29,2025-03-11,closed_won,7141.52
OPP-0007322,ACCT-05122,2025-10-16,2025-09-26,negotiation,34526.86
OPP-0007323,ACCT-00350,2025-11-20,2025-10-14,negotiation,13096.06
OPP-0007324,ACCT-05232,2025-11-21,2025-05-24,prospecting,1747.74
OPP-0007325,ACCT-04772,2025-10-15,2026-02-12,proposal,7778.51
OPP-0007326,ACCT-02748,2025-08-21,2025-08-05,proposal,39200.15
OPP-0007327,ACCT-03146,2025-06-26,2025-11-02,closed_lost,6891.68
OPP-0007328,ACCT-01256,2025-06-15,2025-10-27,closed_won,47764.77
OPP-0007329,ACCT-01568,2025-09-07,2026-02-03,prospecting,15885.14
OPP-0007330,ACCT-02211,2025-03-29,2025-12-24,prospecting,10354.73
OPP-0007331,ACCT-01749,2025-08-14,2026-01-18,closed_won,12646.97
OPP-0007332,ACCT-01519,2025-03-23,2025-12-05,proposal,42749.09
OPP-0007333,ACCT-00419,2025-03-29,2025-05-16,proposal,4191.06
OPP-0007334,ACCT-03645,2025-07-15,2025-08-27,closed_won,18457.89
OPP-0007335,ACCT-02522,2025-03-11,2025-05-14,negotiation,32425.56
OPP-0007336,ACCT-04021,2025-01-20,2025-05-23,prospecting,10141.85
OPP-0007337,ACCT-05045,2025-06-26,2025-06-05,negotiation,3759.81
OPP-0007338,ACCT-00798,2025-03-21,2026-01-17,closed_lost,9100.64
OPP-0007339,ACCT-05885,2025-03-13,2025-08-09,closed_lost,40038.46
OPP-0007340,ACCT-03610,2025-07-30,2025-07-17,proposal,6635.95
OPP-0007341,ACCT-02722,2025-12-22,2025-10-12,prospecting,21211.7
OPP-0007342,ACCT-02305,2025-05-24,2025-12-08,proposal,6040.72
OPP-0007343,ACCT-04485,2025-10-26,2025-11-28,negotiation,8209.3
OPP-0007344,ACCT-00392,2025-02-23,2025-07-24,negotiation,28209.17
OPP-0007345,ACCT-01784,2025-07-20,2025-11-28,negotiation,15624.64
OPP-0007346,ACCT-03864,2025-09-18,2025-04-17,negotiation,7299.4
OPP-0007347,ACCT-05962,2025-05-27,2025-05-21,proposal,3412.57
OPP-0007348,ACCT-03241,2025-07-29,2025-09-20,negotiation,21546.21
OPP-0007349,ACCT-02013,2025-10-30,2026-02-13,proposal,12738.67
OPP-0007350,ACCT-03178,2025-10-04,2025-07-19,prospecting,11659.69
OPP-0007351,ACCT-02006,2025-09-15,2025-09-24,negotiation,51755.0
OPP-0007352,ACCT-01487,2025-10-23,2025-02-08,negotiation,25088.31
OPP-0007353,ACCT-03934,2025-10-17,2025-04-27,closed_won,9084.87
OPP-0007354,ACCT-05089,2025-06-24,2025-07-22,proposal,15432.68
OPP-0007355,ACCT-04049,2025-07-13,2025-08-10,closed_lost,41023.84
OPP-0007356,ACCT-01007,2025-06-02,2025-07-28,proposal,2676.2
OPP-0007357,ACCT-01493,2025-11-24,2025-07-06,prospecting,13359.62
OPP-0007358,ACCT-02417,2025-07-26,2026-01-26,closed_won,40089.54
OPP-0007359,ACCT-03824,2025-03-19,2025-09-13,negotiation,6624.31
OPP-0007360,ACCT-03069,2025-09-03,2025-04-22,closed_lost,17900.53
OPP-0007361,ACCT-00314,2025-02-03,2025-11-21,prospecting,13817.5
OPP-0007362,ACCT-04758,2025-09-05,2025-09-25,proposal,28770.52
OPP-0007363,ACCT-05340,2025-03-18,2025-12-28,proposal,8837.7
OPP-0007364,ACCT-02602,2025-11-29,2025-08-20,prospecting,4062.77
OPP-0007365,ACCT-05692,2025-07-13,2025-06-17,prospecting,3855.96
OPP-0007366,ACCT-03897,2025-09-18,2025-02-15,proposal,6395.15
OPP-0007367,ACCT-04456,2025-03-20,2025-06-02,prospecting,12360.16
OPP-0007368,ACCT-02173,2025-08-17,2025-11-30,closed_won,77616.27
OPP-0007369,ACCT-04595,2025-07-31,2025-07-15,closed_won,4269.42
OPP-0007370,ACCT-02440,2025-08-15,2025-02-14,closed_won,9409.0
OPP-0007371,ACCT-03273,2025-08-22,2025-03-07,prospecting,23120.15
OPP-0007372,ACCT-05756,2025-12-18,2025-12-01,negotiation,18622.48
OPP-0007373,ACCT-05746,2025-10-30,2025-02-18,prospecting,14891.65
OPP-0007374,ACCT-04827,2025-07-05,2025-05-28,negotiation,24614.82
OPP-0007375,ACCT-00746,2025-02-26,2025-11-29,negotiation,9861.24
OPP-0007376,ACCT-05474,2025-02-18,2025-12-24,closed_won,47888.01
OPP-0007377,ACCT-03444,2025-09-22,2025-12-25,prospecting,22151.37
OPP-0007378,ACCT-02402,2025-12-22,2025-06-01,prospecting,9722.32
OPP-0007379,ACCT-04573,2025-03-01,2025-09-16,prospecting,8859.0
OPP-0007380,ACCT-00722,2025-02-14,2025-07-06,negotiation,13284.23
OPP-0007381,ACCT-03625,2025-06-27,2025-02-13,closed_won,13622.75
OPP-0007382,ACCT-02696,2025-11-11,2025-04-20,proposal,30626.53
OPP-0007383,ACCT-01340,2025-06-16,2026-01-18,proposal,32686.16
OPP-0007384,ACCT-02560,2025-08-22,2025-03-21,closed_won,3369.78
OPP-0007385,ACCT-05738,2025-09-14,2026-02-06,negotiation,14202.87
OPP-0007386,ACCT-05175,2025-03-31,2025-04-19,closed_won,18977.73
OPP-0007387,ACCT-04076,2025-01-21,2025-06-29,proposal,9165.77
OPP-0007388,ACCT-05246,2025-07-14,2025-11-25,closed_won,13180.6
OPP-0007389,ACCT-04735,2025-05-08,2026-01-10,proposal,2425.06
OPP-0007390,ACCT-02994,2025-02-19,2025-09-13,proposal,14505.16
OPP-0007391,ACCT-01359,2025-03-18,2025-10-18,proposal,6882.09
OPP-0007392,ACCT-03949,2025-01-09,2025-02-03,closed_won,25448.78
OPP-0007393,ACCT-02649,2025-12-03,2025-04-12,prospecting,8546.51
OPP-0007394,ACCT-04711,2025-06-16,2025-11-07,closed_won,4757.43
OPP-0007395,ACCT-02550,2025-11-27,2026-01-27,prospecting,12722.34
OPP-0007396,ACCT-00737,2025-10-19,2025-08-19,prospecting,20873.93
OPP-0007397,ACCT-05757,2025-11-16,2026-02-24,prospecting,14354.18
OPP-0007398,ACCT-03389,2025-03-28,2025-08-11,negotiation,13473.6
OPP-0007399,ACCT-00153,2025-04-12,2025-06-23,proposal,46629.35
OPP-0007400,ACCT-04803,2025-12-01,2025-09-06,closed_won,24672.06
OPP-0007401,ACCT-02060,2025-07-15,2025-05-06,closed_lost,19586.35
OPP-0007402,ACCT-03604,2025-02-03,2026-02-11,prospecting,13842.54
OPP-0007403,ACCT-04766,2025-12-01,2025-03-17,proposal,10994.93
OPP-0007404,ACCT-02808,2025-05-15,2026-02-25,closed_won,22549.56
OPP-0007405,ACCT-04426,2025-02-25,2025-05-19,prospecting,13871.09
OPP-0007406,ACCT-00584,2025-09-29,2025-12-20,proposal,5131.98
OPP-0007407,ACCT-01396,2025-10-10,2025-09-16,closed_won,17182.55
OPP-0007408,ACCT-04981,2025-01-28,2025-10-23,closed_won,24024.81
OPP-0007409,ACCT-02346,2025-05-18,2025-09-23,proposal,17577.91
OPP-0007410,ACCT-01591,2025-10-08,2026-02-07,negotiation,7115.44
OPP-0007411,ACCT-01562,2025-05-31,2025-12-07,closed_won,59776.68
OPP-0007412,ACCT-04726,2025-04-17,2025-04-23,prospecting,29545.16
OPP-0007413,ACCT-03774,2025-12-31,2025-10-23,negotiation,27890.29
OPP-0007414,ACCT-02265,2025-08-27,2025-10-15,proposal,6607.94
OPP-0007415,ACCT-05376,2025-07-29,2025-10-22,closed_won,10473.54
OPP-0007416,ACCT-05783,2025-03-12,2025-06-23,closed_won,4715.23
OPP-0007417,ACCT-00429,2025-02-25,2025-05-13,negotiation,613.85
OPP-0007418,ACCT-04819,2025-08-17,2025-08-19,proposal,17284.11
OPP-0007419,ACCT-03407,2025-05-16,2025-03-14,prospecting,15969.38
OPP-0007420,ACCT-01026,2025-01-23,2025-02-17,proposal,13020.07
OPP-0007421,ACCT-02252,2025-09-04,2025-05-29,proposal,26730.28
OPP-0007422,ACCT-04397,2025-07-22,2025-05-20,prospecting,23155.52
OPP-0007423,ACCT-01194,2025-05-28,2025-12-08,prospecting,20708.32
OPP-0007424,ACCT-02564,2025-10-29,2025-11-15,proposal,16445.38
OPP-0007425,ACCT-01624,2025-04-01,2026-01-04,prospecting,49680.11
OPP-0007426,ACCT-04772,2025-12-21,2025-03-02,prospecting,679.9
OPP-0007427,ACCT-03496,2025-05-25,2025-02-22,negotiation,15717.51
OPP-0007428,ACCT-01954,2025-10-19,2025-08-20,proposal,12297.59
OPP-0007429,ACCT-01396,2025-01-31,2025-09-01,prospecting,31001.49
OPP-0007430,ACCT-04258,2025-05-17,2025-06-27,negotiation,8373.98
OPP-0007431,ACCT-05912,2025-12-09,2025-12-04,proposal,23214.32
OPP-0007432,ACCT-02032,2025-09-02,2025-10-03,prospecting,10611.39
OPP-0007433,ACCT-04374,2025-02-07,2025-08-31,negotiation,13693.2
OPP-0007434,ACCT-00933,2025-09-29,2026-02-25,proposal,13030.02
OPP-0007435,ACCT-03513,2025-07-18,2025-12-11,negotiation,11703.76
OPP-0007436,ACCT-05260,2025-07-08,2025-03-08,prospecting,11937.16
OPP-0007437,ACCT-01122,2025-01-25,2025-09-17,closed_won,9582.05
OPP-0007438,ACCT-04371,2025-06-21,2025-11-28,prospecting,45064.79
OPP-0007439,ACCT-04854,2025-02-16,2025-05-24,proposal,9532.59
OPP-0007440,ACCT-01211,2025-05-21,2025-03-12,closed_won,5823.43
OPP-0007441,ACCT-03736,2025-10-02,2026-01-08,prospecting,14857.27
OPP-0007442,ACCT-00473,2025-06-17,2025-08-29,prospecting,8723.65
OPP-0007443,ACCT-02109,2025-10-10,2025-04-10,proposal,22985.31
OPP-0007444,ACCT-04154,2025-07-16,2025-09-05,prospecting,13041.8
OPP-0007445,ACCT-00893,2025-06-09,2025-05-11,proposal,23000.47
OPP-0007446,ACCT-00156,2025-01-13,2025-11-08,proposal,17558.24
OPP-0007447,ACCT-02569,2025-11-07,2025-02-06,negotiation,7130.74
OPP-0007448,ACCT-03679,2025-01-30,2025-11-15,negotiation,29113.41
OPP-0007449,ACCT-01721,2025-06-18,2025-12-19,prospecting,51807.26
OPP-0007450,ACCT-02898,2025-04-28,2025-11-25,negotiation,25227.64
OPP-0007451,ACCT-00257,2025-04-26,2025-05-12,negotiation,11463.22
OPP-0007452,ACCT-04198,2025-08-31,2025-07-11,prospecting,16429.95
OPP-0007453,ACCT-03063,2025-02-22,2025-09-09,proposal,14029.09
OPP-0007454,ACCT-03550,2025-01-12,2025-05-11,proposal,23274.8
OPP-0007455,ACCT-01865,2025-06-26,2025-07-16,prospecting,10684.07
OPP-0007456,ACCT-00061,2025-08-06,2025-03-18,proposal,16314.53
OPP-0007457,ACCT-03611,2025-11-18,2025-11-22,negotiation,20546.73
OPP-0007458,ACCT-02241,2025-02-03,2025-08-22,proposal,63406.64
OPP-0007459,ACCT-04145,2025-11-01,2025-05-15,negotiation,9700.57
OPP-0007460,ACCT-05748,2025-11-07,2025-03-11,closed_won,37868.61
OPP-0007461,ACCT-05759,2025-09-05,2025-10-30,proposal,15810.89
OPP-0007462,ACCT-03161,2025-10-12,2025-09-21,closed_won,33400.92
OPP-0007463,ACCT-05720,2025-05-09,2025-07-19,closed_lost,17191.08
OPP-0007464,ACCT-00913,2025-11-13,2025-02-04,negotiation,13741.88
OPP-0007465,ACCT-00704,2025-02-07,2025-09-27,prospecting,9403.63
OPP-0007466,ACCT-01240,2025-09-01,2025-03-02,prospecting,17218.26
OPP-0007467,ACCT-05923,2025-12-19,2025-06-17,prospecting,8316.98
OPP-0007468,ACCT-04863,2025-10-04,2025-08-05,negotiation,2989.38
OPP-0007469,ACCT-02005,2025-05-08,2025-04-26,negotiation,31797.92
OPP-0007470,ACCT-05338,2025-09-07,2026-02-17,negotiation,3153.3
OPP-0007471,ACCT-01470,2025-02-22,2025-08-01,prospecting,17876.27
OPP-0007472,ACCT-03773,2025-06-01,2025-10-13,prospecting,15806.09
OPP-0007473,ACCT-00053,2025-07-11,2025-07-11,closed_won,15422.46
OPP-0007474,ACCT-04508,2025-11-27,2025-05-08,negotiation,2144.21
OPP-0007475,ACCT-04768,2025-09-13,2025-06-04,proposal,7305.98
OPP-0007476,ACCT-00093,2025-09-02,2025-06-07,prospecting,33338.19
OPP-0007477,ACCT-03250,2025-01-22,2025-02-07,proposal,14897.11
OPP-0007478,ACCT-01269,2025-02-15,2025-12-06,prospecting,36314.09
OPP-0007479,ACCT-03638,2025-06-25,2025-09-28,prospecting,12369.28
OPP-0007480,ACCT-04322,2025-02-16,2025-04-26,prospecting,20837.5
OPP-0007481,ACCT-01159,2025-10-10,2025-08-02,closed_won,15059.48
OPP-0007482,ACCT-00968,2025-05-15,2025-08-03,negotiation,8357.3
OPP-0007483,ACCT-04665,2025-09-12,2025-09-13,negotiation,16141.1
OPP-0007484,ACCT-00729,2025-04-25,2025-12-20,proposal,418.36
OPP-0007485,ACCT-05415,2025-08-18,2026-02-06,prospecting,17667.33
OPP-0007486,ACCT-02355,2025-06-21,2025-05-04,prospecting,45493.12
OPP-0007487,ACCT-05499,2025-08-16,2025-10-02,negotiation,24592.31
OPP-0007488,ACCT-03674,2025-02-01,2026-03-03,closed_won,40274.11
OPP-0007489,ACCT-02121,2025-02-01,2025-05-04,closed_lost,29892.08
OPP-0007490,ACCT-01756,2025-07-10,2025-09-01,prospecting,9803.22
OPP-0007491,ACCT-00882,2025-06-23,2025-06-22,closed_won,38661.95
OPP-0007492,ACCT-01188,2025-06-05,2025-03-11,prospecting,17077.2
OPP-0007493,ACCT-02529,2025-05-26,2025-07-30,prospecting,21833.15
OPP-0007494,ACCT-00272,2025-02-18,2025-04-15,negotiation,7476.98
OPP-0007495,ACCT-01862,2025-12-24,2025-05-28,proposal,30663.16
OPP-0007496,ACCT-03196,2025-10-05,2025-04-27,prospecting,11862.59
OPP-0007497,ACCT-02587,2025-10-14,2025-08-14,proposal,21168.01
OPP-0007498,ACCT-02021,2025-11-05,2025-12-22,prospecting,17096.18
OPP-0007499,ACCT-05370,2025-09-15,2026-01-31,closed_lost,4128.43
OPP-0007500,ACCT-05192,2025-10-02,2025-02-23,prospecting,16601.62
OPP-0007501,ACCT-05256,2025-09-06,2025-07-13,proposal,51378.68
OPP-0007502,ACCT-01781,2025-09-19,2025-03-24,proposal,18686.54
OPP-0007503,ACCT-00350,2025-07-12,2025-02-11,negotiation,35309.46
OPP-0007504,ACCT-05851,2025-01-06,2025-12-14,closed_won,5045.9
OPP-0007505,ACCT-03413,2025-09-08,2025-06-12,closed_won,31199.56
OPP-0007506,ACCT-05421,2025-05-30,2026-01-16,proposal,18642.72
OPP-0007507,ACCT-04071,2025-02-21,2025-03-03,proposal,19064.92
OPP-0007508,ACCT-04390,2025-08-27,2025-11-24,negotiation,13028.9
OPP-0007509,ACCT-03018,2025-06-25,2025-08-20,negotiation,8333.8
OPP-0007510,ACCT-03274,2025-01-15,2025-11-22,closed_won,25150.14
OPP-0007511,ACCT-04297,2025-09-23,2025-04-18,closed_lost,20528.42
OPP-0007512,ACCT-05633,2025-08-09,2026-02-13,negotiation,14397.27
OPP-0007513,ACCT-03393,2025-02-19,2025-11-16,prospecting,2080.28
OPP-0007514,ACCT-01730,2025-05-06,2025-12-16,closed_won,34839.19
OPP-0007515,ACCT-04823,2025-11-18,2025-08-02,negotiation,3280.64
OPP-0007516,ACCT-01362,2025-02-21,2025-02-05,negotiation,23726.02
OPP-0007517,ACCT-04055,2025-05-24,2025-03-08,proposal,14796.26
OPP-0007518,ACCT-03483,2025-02-07,2025-08-04,prospecting,15953.97
OPP-0007519,ACCT-04012,2025-03-23,2025-12-05,closed_won,33538.0
OPP-0007520,ACCT-04724,2025-03-15,2025-10-24,prospecting,14992.57
OPP-0007521,ACCT-03906,2025-02-08,2025-11-05,prospecting,15014.44
OPP-0007522,ACCT-04911,2025-08-26,2025-02-25,proposal,9738.53
OPP-0007523,ACCT-00066,2025-08-31,2025-10-21,closed_lost,12364.57
OPP-0007524,ACCT-02533,2025-08-23,2025-04-01,negotiation,14216.42
OPP-0007525,ACCT-00929,2025-12-23,2026-02-25,negotiation,7385.1
OPP-0007526,ACCT-03570,2025-06-13,2025-10-04,proposal,6891.22
OPP-0007527,ACCT-03743,2025-02-25,2025-05-05,prospecting,3151.37
OPP-0007528,ACCT-02951,2025-07-05,2025-09-30,closed_won,8218.01
OPP-0007529,ACCT-03484,2025-10-19,2025-08-26,closed_lost,7259.78
OPP-0007530,ACCT-04858,2025-04-27,2025-02-22,closed_won,13242.24
OPP-0007531,ACCT-01588,2025-07-07,2025-11-04,negotiation,34574.71
OPP-0007532,ACCT-03469,2025-02-23,2026-02-27,proposal,20910.52
OPP-0007533,ACCT-03609,2025-07-21,2025-07-04,prospecting,5785.68
OPP-0007534,ACCT-02034,2025-03-25,2026-02-20,prospecting,8811.25
OPP-0007535,ACCT-01724,2025-06-01,2025-04-30,negotiation,37383.94
OPP-0007536,ACCT-02305,2025-01-28,2025-08-07,prospecting,11178.62
OPP-0007537,ACCT-03581,2025-11-06,2025-11-30,proposal,13548.51
OPP-0007538,ACCT-05448,2025-09-02,2025-04-01,closed_won,29482.39
OPP-0007539,ACCT-02762,2025-07-20,2025-02-07,proposal,9529.64
OPP-0007540,ACCT-03853,2025-12-26,2026-01-07,proposal,8245.12
